timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
433965527,1574736355800089,372467219,1266660744,12814,30798,0.261,0.086185925,0.78000003,1.1110001,0.69,1.27,83,12,5.1390004,0.029000001,5.1390004,-0.31100002,1.5492862,0,3,1,15
434169763,1574736356000089,372467215,1266660861,13039,31023,0.163,0.037183017,0.78400004,1.1060001,0.69,1.27,78,7,5.092,-0.093,5.091,-0.74600005,1.5830014,0,3,1,15
434377376,1574736356200089,372467213,1266660977,13245,31229,0.163,0.048256606,0.78300005,1.1060001,0.69,1.27,78,7,5.1200004,-0.024,5.1200004,-0.83500004,1.5798879,0,3,1,15
434569397,1574736356400089,372467213,1266661093,13362,31346,0.20700002,0.08006104,0.78700006,1.115,0.69,1.27,78,7,5.164,-0.082,5.163,-0.717,1.5818373,0,3,1,15
434776583,1574736356600089,372467211,1266661209,13451,31435,0.252,0.059966717,0.79300004,1.12,0.69,1.27,78,7,5.2000003,-0.18,5.197,-0.42400002,1.5971688,0,3,1,15
434977992,1574736356800089,372467208,1266661323,13497,31481,0.187,0.07885851,0.79800004,1.1270001,0.69,1.27,78,7,4.9500003,-0.148,4.9480004,-0.312,1.5984976,0,3,1,15
435166825,1574736357000089,372467204,1266661436,13610,31594,0.18200001,0.036199,0.799,1.121,0.71999997,1.36,77,11,4.9870005,-0.162,4.984,-0.45400003,1.6024675,0,3,1,14
435369497,1574736357200089,372467202,1266661547,13627,31611,0.24800001,0.080356,0.80200005,1.1270001,0.69,1.27,77,11,5.0800004,-0.18400002,5.076,0.07300001,1.6033504,0,3,1,15
435577463,1574736357400089,372467200,1266661661,13607,31592,0.395,0.10038086,0.81100005,1.1340001,0.69,1.27,77,11,5.0680003,-0.067,5.0670004,0.185,1.5955724,0,3,1,15
435777358,1574736357600089,372467198,1266661778,13536,31520,0.367,0.09192369,0.82600003,1.1450001,0.69,1.27,77,11,5.3320003,-0.16000001,5.3300004,0.27800003,1.5984819,0,3,1,15
435976942,1574736357800089,372467195,1266661899,13463,31448,0.24400002,0.065815836,0.837,1.1520001,0.69,1.27,77,11,5.453,-0.19500001,5.4490004,0.31300002,1.6038892,0,3,1,15
436189750,1574736358000089,372467196,1266662018,13383,31367,0.171,0.055004746,0.84200007,1.1570001,0.69,1.27,72,6,5.177,0.172,5.1740003,0.21900001,1.5638542,0,3,1,15
436377945,1574736358200089,372467197,1266662134,13371,31355,0.37100002,0.087176226,0.84700006,1.166,0.69,1.27,72,6,5.149,-0.068,5.149,0.042000003,1.5699929,0,3,1,15
436573404,1574736358400089,372467198,1266662251,13316,31300,0.24700001,0.075600155,0.85600007,1.1730001,0.69,1.27,72,6,5.3180003,0.095000006,5.3170004,0.19500001,1.5600494,0,3,1,15
436762577,1574736358600089,372467198,1266662367,13272,31256,0.31800002,0.09147183,0.86600006,1.1850001,0.69,1.27,72,6,5.0020003,-0.045,5.0020003,0.24900001,1.5683059,0,3,1,15
436974282,1574736358800089,372467201,1266662480,13203,31188,0.287,0.11090694,0.878,1.1980001,0.69,1.27,72,6,5.005,0.21000001,5.0010004,0.21200001,1.5520234,0,3,1,15
437190155,1574736359000089,372467206,1266662594,13192,31177,0.231,0.09301819,0.89100003,1.2080001,0.69,1.27,72,4,4.997,0.39900002,4.9810004,0.179,1.515754,0,3,1,15
437377298,1574736359200089,372467210,1266662705,13136,31121,0.223,0.07197196,0.89800006,1.2140001,0.69,1.27,72,4,4.9900002,0.158,4.9880004,0.187,1.5305781,0,3,1,15
437576963,1574736359400089,372467214,1266662818,13082,31067,0.17500001,0.050581034,0.89800006,1.2110001,0.69,1.27,72,4,5.137,0.23,5.131,0.097,1.527451,0,3,1,15
437778569,1574736359600089,372467216,1266662934,13064,31048,0.15400001,0.040281847,0.89400005,1.2040001,0.69,1.27,72,4,4.964,0.186,4.9610004,0.279,1.5311946,0,3,1,15
437982053,1574736359800089,372467218,1266663047,13047,31032,0.16900001,0.046260998,0.89300007,1.205,0.69,1.27,72,4,5.077,0.10300001,5.076,0.16100001,1.5402949,0,3,1,15
438166722,1574736360000089,372467219,1266663161,13067,31052,0.216,0.060429927,0.89400005,1.2090001,0.69,1.27,72,5,4.964,0.108,4.9630003,0.134,1.5437639,0,3,1,15
438370590,1574736360200089,372467223,1266663275,12988,30972,0.24100001,0.06596158,0.89800006,1.2140001,0.69,1.27,72,5,5.1060004,0.16100001,5.104,0.018000001,1.5416348,0,3,1,15
438569896,1574736360400089,372467225,1266663390,12985,30969,0.21800001,0.06665918,0.90300006,1.2190001,0.69,1.27,72,5,5.0610003,0.112,5.0600004,0.014,1.5452412,0,3,1,15
438766534,1574736360600089,372467225,1266663507,12983,30968,0.163,0.05363693,0.90300006,1.217,0.69,1.27,72,5,5.0750003,-0.016,5.0750003,0.038000003,1.5630908,0,3,1,15
438974556,1574736360800089,372467223,1266663626,13018,31003,0.15,0.051831216,0.901,1.215,0.69,1.27,72,5,5.1520004,-0.0050000004,5.1520004,-0.034,1.5677618,0,3,1,15
439189463,1574736361000089,372467223,1266663742,13009,30994,0.16600001,0.053838342,0.90000004,1.215,0.69,1.27,72,6,4.993,0.038000003,4.993,0.09200001,1.5654621,0,3,1,15
439374786,1574736361200089,372467225,1266663858,12973,30958,0.12900001,0.033172946,0.896,1.21,0.69,1.27,72,6,5.0800004,-0.031000001,5.0800004,0.13000001,1.574016,0,3,1,15
439566577,1574736361400089,372467223,1266663973,12950,30935,0.23700002,0.058283523,0.896,1.212,0.69,1.27,72,6,5.1000004,-0.165,5.098,0.135,1.5824535,0,3,1,15
439774946,1574736361600089,372467227,1266664085,12828,30813,0.125,0.029014701,0.892,1.205,0.69,1.27,72,6,5.089,-0.13900001,5.0870004,0.263,1.595231,0,3,1,15
439975133,1574736361800089,372467228,1266664197,12702,30687,0.123,0.028280964,0.88600004,1.199,0.69,1.27,72,6,5.052,-0.18,5.0490003,0.272,1.6017666,0,3,1,15
440187568,1574736362000089,372467225,1266664309,12664,30648,0.133,0.0342465,0.88100004,1.194,0.69,1.27,72,5,5.0270004,-0.289,5.019,0.102000006,1.6144325,0,3,1,15
440379697,1574736362200089,372467220,1266664423,12638,30623,0.15,0.045091104,0.88000005,1.194,0.69,1.27,72,5,5.058,-0.21900001,5.0540004,-0.025,1.6142687,0,3,1,15
440582644,1574736362400089,372467218,1266664534,12570,30555,0.14400001,0.044266433,0.878,1.192,0.69,1.27,72,5,4.972,-0.22800002,4.967,0.085,1.6155791,0,3,1,15
440779555,1574736362600089,372467214,1266664647,12561,30546,0.136,0.03597909,0.87500006,1.189,0.69,1.27,72,5,5.097,-0.171,5.0940003,0.037,1.6084201,0,3,1,15
440974937,1574736362800089,372467211,1266664762,12594,30579,0.133,0.035490744,0.87100005,1.187,0.69,1.27,72,5,5.143,-0.266,5.136,-0.147,1.6163106,0,3,1,15
441166607,1574736363000089,372467207,1266664877,12608,30593,0.14,0.03701494,0.86800003,1.184,0.69,1.27,72,4,5.155,-0.23200001,5.15,-0.17600001,1.6160725,0,3,1,15
441375114,1574736363200089,372467204,1266664993,12656,30641,0.164,0.037242882,0.86500007,1.1810001,0.69,1.27,72,4,5.151,-0.178,5.1470003,-0.22800002,1.6103009,0,3,1,15
441575204,1574736363400089,372467200,1266665109,12737,30722,0.17400001,0.04564856,0.86300004,1.1780001,0.69,1.27,72,4,5.076,-0.18400002,5.072,-0.388,1.6088669,0,3,1,15
441775290,1574736363600089,372467196,1266665225,12837,30822,0.171,0.040745758,0.86100006,1.176,0.69,1.27,72,4,5.309,-0.256,5.302,-0.68700004,1.6148725,0,3,1,15
441974580,1574736363800089,372467192,1266665340,12943,30928,0.18400002,0.04533318,0.86100006,1.176,0.69,1.27,72,4,4.9630003,-0.18200001,4.96,-0.35000002,1.611248,0,3,1,15
442187662,1574736364000089,372467189,1266665451,13037,31023,0.16800001,0.041778117,0.859,1.1730001,0.69,1.27,77,5,4.9220004,-0.2,4.918,-0.395,1.6113118,0,3,1,15
442375557,1574736364200089,372467185,1266665562,13090,31075,0.15300001,0.042762484,0.85600007,1.169,0.69,1.27,77,5,4.951,-0.23600002,4.946,-0.192,1.615094,0,3,1,15
442575621,1574736364400089,372467183,1266665675,13130,31115,0.185,0.048323277,0.85400003,1.167,0.69,1.27,77,5,5.118,-0.09900001,5.117,-0.28300002,1.603263,0,3,1,15
442770559,1574736364600089,372467181,1266665787,13241,31226,0.177,0.045568798,0.85300004,1.1650001,0.69,1.27,77,5,4.947,-0.07700001,4.947,-0.38700002,1.5939049,0,3,1,15
442979555,1574736364800089,372467183,1266665899,13261,31246,0.165,0.04476996,0.85200006,1.164,0.69,1.27,77,5,4.986,0.051000003,4.986,-0.317,1.5758895,0,3,1,15
443167841,1574736365000089,372467182,1266666012,13330,31316,0.15200001,0.037519515,0.84900004,1.1600001,0.69,1.27,82,5,5.0330005,-0.193,5.0290003,-0.26700002,1.596502,0,3,1,15
443368511,1574736365200089,372467180,1266666126,13394,31379,0.141,0.047878042,0.84700006,1.1580001,0.69,1.27,82,5,4.971,-0.015000001,4.971,-0.272,1.5868635,0,3,1,15
443560484,1574736365400089,372467179,1266666239,13416,31401,0.15400001,0.041233923,0.84400004,1.1550001,0.69,1.27,82,5,5.0080004,-0.10300001,5.0070004,-0.156,1.5895442,0,3,1,15
443772537,1574736365600089,372467177,1266666351,13461,31446,0.15100001,0.05243213,0.84400004,1.1550001,0.69,1.27,82,5,4.8960004,-0.16600001,4.894,-0.105000004,1.5959084,0,3,1,15
443968501,1574736365800089,372467174,1266666461,13460,31445,0.252,0.07646601,0.84700006,1.159,0.69,1.27,82,5,4.9960003,-0.23300001,4.9900002,-0.072000004,1.6032697,0,3,1,15
444187570,1574736366000089,372467168,1266666574,13457,31442,0.185,0.05719112,0.851,1.1630001,0.69,1.27,82,6,5.0530005,-0.365,5.0400004,-0.1,1.6292882,0,3,1,15
444372475,1574736366200089,372467162,1266666686,13455,31440,0.19900002,0.061412897,0.85300004,1.167,0.69,1.27,82,6,4.9880004,-0.275,4.9810004,0.046000004,1.6276523,0,3,1,15
444576347,1574736366400089,372467158,1266666796,13387,31372,0.17,0.04705704,0.85400003,1.1680001,0.69,1.27,82,6,4.835,-0.22600001,4.8300004,0.179,1.6210967,0,3,1,15
444772512,1574736366600089,372467157,1266666905,13270,31255,0.18,0.05019584,0.85300004,1.166,0.69,1.27,82,6,4.9560003,-0.068,4.9550004,0.289,1.6028806,0,3,1,15
444964555,1574736366800089,372467155,1266667017,13193,31178,0.13800001,0.04174007,0.851,1.1620001,0.69,1.27,82,6,4.912,-0.101,4.9110003,0.43600002,1.5958325,0,3,1,15
445187597,1574736367000089,372467155,1266667126,13055,31040,0.14600001,0.04629625,0.84800005,1.161,0.69,1.27,83,7,4.905,0.043,4.905,0.48800004,1.5794302,0,3,1,15
445375578,1574736367200089,372467155,1266667237,12982,30968,0.13000001,0.03431893,0.845,1.1570001,0.69,1.27,83,7,5.01,0.029000001,5.01,0.44700003,1.5696918,0,3,1,15
445572629,1574736367400088,372467158,1266667348,12883,30869,0.15400001,0.037286688,0.84200007,1.153,0.69,1.27,83,7,4.913,0.115,4.9110003,0.326,1.5583339,0,3,1,15
445776403,1574736367600088,372467161,1266667456,12794,30779,0.179,0.0507814,0.841,1.153,0.69,1.27,83,7,4.743,0.07300001,4.743,0.55300003,1.5571706,0,3,1,15
445972507,1574736367800088,372467163,1266667565,12661,30647,0.19900002,0.053638328,0.841,1.154,0.69,1.27,83,7,4.9220004,0.037,4.9220004,0.37,1.5601871,0,3,1,15
446187586,1574736368000088,372467166,1266667674,12587,30572,0.13800001,0.04469317,0.84000003,1.1500001,0.69,1.27,88,5,4.8050003,0.256,4.7990003,0.289,1.5340788,0,3,1,15
446368543,1574736368200088,372467168,1266667783,12514,30500,0.12100001,0.031951044,0.836,1.1450001,0.69,1.27,88,5,4.8580003,0.086,4.8570004,0.31300002,1.5471973,0,3,1,15
446572547,1574736368400088,372467169,1266667891,12456,30441,0.155,0.038440876,0.83300006,1.1420001,0.69,1.27,88,5,4.842,-0.053000003,4.841,0.149,1.5633065,0,3,1,15
446776496,1574736368600088,372467168,1266668000,12413,30399,0.149,0.044776592,0.83100003,1.141,0.69,1.27,88,5,4.8580003,-0.106000006,4.8570004,0.178,1.5769053,0,3,1,15
446975721,1574736368800088,372467167,1266668110,12351,30337,0.14,0.041966964,0.83100003,1.141,0.69,1.27,88,5,4.899,-0.13000001,4.8970003,0.252,1.5884354,0,3,1,15
447187548,1574736369000088,372467165,1266668221,12310,30296,0.23900001,0.07284079,0.83300006,1.1450001,0.69,1.27,88,7,4.977,-0.128,4.9760003,0.14500001,1.5906911,0,3,1,15
447375858,1574736369200088,372467162,1266668332,12299,30284,0.25500003,0.07476833,0.83800006,1.148,0.69,1.27,88,7,4.821,-0.21800001,4.8160005,0.17400001,1.6033212,0,3,1,15
447568503,1574736369400088,372467158,1266668444,12236,30222,0.22800002,0.06648779,0.84200007,1.1500001,0.69,1.27,88,7,5.1010003,-0.303,5.092,0.23200001,1.6186289,0,3,1,15
447772598,1574736369600088,372467156,1266668556,12109,30095,0.127,0.034419112,0.841,1.1450001,0.69,1.27,88,7,4.8430004,-0.117000006,4.842,0.44900003,1.5996945,0,3,1,15
447976650,1574736369800088,372467154,1266668666,12013,29999,0.15100001,0.04308118,0.83900005,1.144,0.69,1.27,88,7,4.9240003,-0.202,4.92,0.3,1.6050719,0,3,1,15
448185493,1574736370000088,372467152,1266668777,11914,29900,0.14600001,0.047628984,0.83800006,1.144,0.69,1.27,88,5,4.8650002,-0.12200001,4.8630004,0.46300003,1.6006511,0,3,1,15
448376486,1574736370200088,372467152,1266668887,11787,29773,0.136,0.045766197,0.83500004,1.141,0.69,1.27,88,5,4.8370004,-0.09,4.8360004,0.30600002,1.594493,0,3,1,15
448576977,1574736370400088,372467150,1266668996,11718,29704,0.15900001,0.045617145,0.83300006,1.1370001,0.69,1.27,88,5,4.833,-0.16600001,4.8300004,0.40100002,1.6001785,0,3,1,15
448773506,1574736370600088,372467147,1266669106,11675,29661,0.14400001,0.04202334,0.832,1.1370001,0.69,1.27,88,5,4.874,-0.177,4.8710003,0.349,1.6041018,0,3,1,15
448969499,1574736370800088,372467146,1266669217,11564,29549,0.14400001,0.046394166,0.83000004,1.138,0.69,1.27,88,5,4.94,-0.015000001,4.94,0.266,1.5893432,0,3,1,15
449168774,1574736371000088,372467146,1266669329,11527,29512,0.14,0.045739315,0.82900006,1.136,0.69,1.27,88,5,4.926,-0.034,4.926,0.18900001,1.5831159,0,3,1,15
449376164,1574736371200088,372467144,1266669440,11473,29459,0.156,0.050871108,0.82800007,1.1370001,0.69,1.27,88,5,4.953,-0.20500001,4.9480004,0.224,1.5970092,0,3,1,15
449576488,1574736371400088,372467143,1266669553,11404,29390,0.149,0.0480346,0.827,1.1350001,0.69,1.27,88,5,4.9940004,0.035,4.9940004,0.16100001,1.5785844,0,3,1,15
449973586,1574736371800088,372467142,1266669775,11350,29336,0.165,0.049060155,0.82500005,1.131,0.69,1.27,88,5,4.907,-0.030000001,4.906,-0.026,1.581187,0,3,1,15
450188578,1574736372000088,372467142,1266669884,11359,29345,0.17,0.050950173,0.82400006,1.13,0.69,1.27,88,6,4.783,0.083000004,4.782,0.093,1.5671164,0,3,1,15
450365571,1574736372200088,372467143,1266669992,11325,29311,0.177,0.050774768,0.823,1.1290001,0.69,1.27,88,6,4.833,0.014,4.833,0.126,1.5675473,0,3,1,15
450573505,1574736372400088,372467145,1266670102,11274,29260,0.17500001,0.04793948,0.823,1.1290001,0.69,1.27,88,6,4.8950005,0.178,4.8910003,0.07700001,1.5492297,0,3,1,15
450769502,1574736372600088,372467148,1266670211,11253,29239,0.14400001,0.0504627,0.822,1.128,0.69,1.27,88,6,4.807,0.171,4.8040004,0.277,1.5421969,0,3,1,15
450969504,1574736372800088,372467150,1266670321,11181,29167,0.21400002,0.0468572,0.822,1.131,0.69,1.27,88,6,4.934,0.062000003,4.933,0.35300002,1.5512037,0,3,1,15
451167933,1574736373000088,372467154,1266670432,11104,29090,0.142,0.036226925,0.822,1.13,0.69,1.27,82,5,5.0150003,0.18300001,5.012,0.23300001,1.5401047,0,3,1,15
451373559,1574736373200088,372467156,1266670545,11102,29088,0.17,0.04302568,0.81900007,1.128,0.69,1.27,82,5,4.986,0.17,4.9830003,0.25100002,1.5385026,0,3,1,15
451576521,1574736373400088,372467160,1266670657,11058,29044,0.208,0.068193324,0.82000005,1.131,0.69,1.27,82,5,4.9560003,0.16600001,4.953,0.061000004,1.5381539,0,3,1,15
451765493,1574736373600088,372467162,1266670769,11078,29064,0.22000001,0.066428624,0.82400006,1.133,0.69,1.27,82,5,4.973,0.117000006,4.971,-0.108,1.5429317,0,3,1,15
451977741,1574736373800088,372467164,1266670880,11079,29065,0.19100001,0.057931837,0.82600003,1.1340001,0.69,1.27,82,5,4.932,0.13900001,4.9300003,-0.015000001,1.5427837,0,3,1,15
452188369,1574736374000088,372467168,1266670992,11075,29061,0.22700001,0.06357937,0.82900006,1.1370001,0.69,1.27,76,6,4.939,0.21700001,4.934,0.039,1.5352254,0,3,1,15
452380551,1574736374200088,372467171,1266671104,11085,29071,0.18200001,0.06542279,0.832,1.1400001,0.69,1.27,76,6,5.0010004,0.089,5.0,-0.027,1.5441403,0,3,1,15
452577980,1574736374400088,372467173,1266671215,11111,29097,0.15900001,0.052216236,0.83400005,1.1420001,0.69,1.27,76,6,4.9090004,0.089,4.9080005,-0.13000001,1.5494151,0,3,1,15
452772947,1574736374600088,372467175,1266671326,11123,29109,0.163,0.05381251,0.83500004,1.1450001,0.69,1.27,76,6,5.0140004,0.093,5.013,-0.186,1.5508205,0,3,1,15
452977226,1574736374800088,372467177,1266671439,11154,29141,0.223,0.069208756,0.83800006,1.1500001,0.69,1.27,76,6,4.9360003,0.095000006,4.9350004,-0.133,1.551107,0,3,1,15
453188398,1574736375000088,372467178,1266671550,11193,29180,0.208,0.06564288,0.84200007,1.154,0.69,1.27,76,5,4.918,0.0,4.918,-0.14500001,1.5617486,0,3,1,15
453377479,1574736375200088,372467182,1266671661,11167,29154,0.15100001,0.033528995,0.841,1.151,0.69,1.27,76,5,4.9360003,0.19900002,4.932,0.003,1.536633,0,3,1,15
453577272,1574736375400088,372467183,1266671766,11250,29237,0.15300001,0.037848685,0.83800006,1.1500001,0.69,1.27,76,5,4.395,0.021000002,4.395,-0.23300001,1.55098,0,3,1,15
453777466,1574736375600088,372467185,1266671861,11234,29221,0.14600001,0.040106617,0.83500004,1.149,0.69,1.27,76,5,4.053,0.14,4.05,-0.043,1.5434844,0,3,1,15
453970237,1574736375800088,372467185,1266671945,11259,29246,0.18200001,0.064907745,0.83400005,1.151,0.69,1.27,76,5,3.3890002,-0.083000004,3.3880002,-0.046000004,1.5589936,0,3,1,15
454168819,1574736376000088,372467182,1266672014,11258,29244,0.18900001,0.076939695,0.83400005,1.153,0.69,1.27,76,5,2.7510002,-0.23600002,2.7410002,0.11100001,1.6003858,0,3,1,15
454369304,1574736376200088,372467176,1266672068,11240,29226,0.25500003,0.15668553,0.837,1.159,0.69,1.27,76,5,2.1660001,-0.512,2.105,-0.058000002,1.6416875,0,3,1,15
454570231,1574736376400088,372467161,1266672110,11329,29315,0.20600002,0.1362404,0.84000003,1.161,0.69,1.27,76,5,1.8640001,-0.98200005,1.585,-0.42100003,1.9176695,0,3,1,15
454776368,1574736376600088,372467139,1266672141,11460,29447,0.25500003,0.10188185,0.84000003,1.1620001,0.69,1.27,76,5,1.889,-1.478,1.177,-0.72900003,2.2719858,0,3,1,15
454978026,1574736376800088,372467111,1266672165,11578,29564,0.20600002,0.08135398,0.837,1.1600001,0.69,1.27,76,5,2.006,-1.784,0.91800004,-0.76100004,2.5138717,0,3,1,15
455172919,1574736377000088,372467073,1266672181,11735,29722,0.33600003,0.075957425,0.83800006,1.164,0.69,1.27,76,6,2.5100002,-2.4450002,0.564,-0.96500003,2.7303257,0,3,1,15
455374035,1574736377200088,372467024,1266672189,12058,30044,0.22800002,0.05407658,0.837,1.1630001,0.69,1.27,76,6,2.641,-2.637,0.13900001,-1.0070001,2.970337,0,3,1,15
455573908,1574736377400088,372466973,1266672189,12302,30288,0.261,0.05294997,0.83500004,1.1630001,0.69,1.27,76,6,2.858,-2.8560002,-0.109000005,-1.018,3.0801463,0,3,1,15
455770422,1574736377600088,372466918,1266672184,12497,30483,0.21900001,0.04514154,0.83300006,1.1620001,0.69,1.27,76,6,3.2940001,-3.2760003,-0.344,-1.087,3.1790175,0,3,1,15
455977754,1574736377800088,372466861,1266672174,12684,30671,0.23400001,0.048757516,0.83100003,1.1620001,0.69,1.27,76,6,3.255,-3.2150002,-0.51000005,-1.018,3.2370167,0,3,1,15
456188497,1574736378000088,372466802,1266672162,12814,30800,0.19900002,0.040338572,0.82800007,1.159,0.69,1.27,76,9,3.44,-3.3860002,-0.605,-0.86500007,3.2868583,0,3,1,15
456373370,1574736378200088,372466742,1266672147,12979,30965,0.286,0.05471886,0.82800007,1.161,0.69,1.27,76,9,3.42,-3.3390002,-0.739,-0.8,3.3143165,0,3,1,15
456579060,1574736378400088,372466681,1266672129,13154,31141,0.254,0.050269667,0.82800007,1.161,0.69,1.27,76,9,3.5130002,-3.4120002,-0.83400005,-0.887,3.3517919,0,3,1,15
456780838,1574736378600088,372466618,1266672110,13330,31316,0.246,0.048221,0.827,1.161,0.69,1.27,76,9,3.67,-3.5750003,-0.827,-0.85700005,3.3609939,0,3,1,15
456957535,1574736378800088,372466554,1266672090,13503,31489,0.252,0.05143834,0.82800007,1.1620001,0.69,1.27,76,9,3.5570002,-3.4470003,-0.87900007,-0.717,3.3758016,0,3,1,15
457173326,1574736379000088,372466492,1266672070,13606,31593,0.17500001,0.04212474,0.82500005,1.1580001,0.69,1.27,76,13,3.693,-3.5740001,-0.92800003,-0.48700002,3.3879344,0,3,1,15
457378861,1574736379200088,372466429,1266672048,13682,31668,0.187,0.04150358,0.823,1.1580001,0.69,1.27,76,13,3.509,-3.357,-1.0220001,-0.158,3.41412,0,3,1,15
457574559,1574736379400088,372466370,1266672026,13667,31653,0.155,0.040197723,0.82000005,1.1550001,0.69,1.27,76,13,3.4720001,-3.315,-1.0320001,0.18800001,3.4299738,0,3,1,15
457781398,1574736379600088,372466312,1266672005,13612,31598,0.22700001,0.0552079,0.81900007,1.1550001,0.69,1.27,76,13,3.2600002,-3.1490002,-0.841,0.38000003,3.419816,0,3,1,15
457978107,1574736379800088,372466265,1266671982,13429,31416,0.14600001,0.053322073,0.81700003,1.1500001,0.69,1.27,76,13,2.6690001,-2.4,-1.169,0.666,3.5124693,0,3,1,15
458188820,1574736380000088,372466223,1266671961,13350,31337,0.147,0.059104875,0.813,1.1450001,0.69,1.27,82,12,2.3360002,-2.194,-0.80200005,0.554,3.5031319,0,3,1,15
458381352,1574736380200088,372466192,1266671943,13239,31225,0.141,0.09054732,0.809,1.141,0.69,1.27,82,12,1.5920001,-1.3640001,-0.82000005,0.628,3.5578814,0,3,1,15
458548924,1574736380400088,372466174,1266671926,13093,31079,0.164,0.18238795,0.80700004,1.1370001,0.69,1.27,82,12,1.141,-0.84300005,-0.76900005,0.462,3.622198,0,3,1,15
458774571,1574736380600088,372466164,1266671909,12992,30978,0.19700001,0.26289544,0.80600005,1.1350001,0.69,1.27,82,12,0.874,-0.407,-0.77400005,0.44900003,3.819358,0,3,1,15
458979201,1574736380800088,372466160,1266671891,12901,30887,0.19000001,0.27679873,0.80500007,1.133,0.69,1.27,82,12,0.91600007,-0.037,-0.91600007,0.45800003,4.2236657,0,3,1,15
459170103,1574736381000088,372466160,1266671874,12838,30825,0.17,0.3515901,0.804,1.131,0.69,1.27,82,9,0.637,-0.017,-0.637,0.091000006,4.4004493,0,3,1,15
459374583,1574736381200088,372466162,1266671859,12826,30813,0.16800001,0.25918907,0.80300003,1.128,0.69,1.27,82,9,0.712,0.22600001,-0.67600006,0.143,4.8120503,0,3,1,15
459573271,1574736381400088,372466168,1266671844,12816,30803,0.163,0.22225179,0.80100006,1.125,0.69,1.27,82,9,0.80700004,0.43100002,-0.68200004,0.0,5.0798187,0,3,1,15
459774239,1574736381600088,372466176,1266671828,12830,30816,0.16000001,0.18703209,0.799,1.1220001,0.69,1.27,82,9,0.89500004,0.47400004,-0.75900006,-0.08800001,5.191241,0,3,1,15
459950120,1574736381800088,372466184,1266671810,12883,30870,0.15900001,0.1589075,0.79600006,1.118,0.69,1.27,82,9,0.91800004,0.49100003,-0.77500004,-0.047000002,5.241183,0,3,1,15
460189735,1574736382000088,372466194,1266671792,12893,30880,0.158,0.14998677,0.794,1.115,0.69,1.27,82,12,1.0,0.588,-0.809,-0.032,5.293737,0,3,1,15
460378558,1574736382200088,372466204,1266671773,12913,30899,0.14,0.1413392,0.791,1.1120001,0.69,1.27,82,12,1.052,0.51900005,-0.915,-0.080000006,5.2591195,0,3,1,15
460575638,1574736382400088,372466213,1266671752,12947,30934,0.147,0.132212,0.78800005,1.1090001,0.69,1.27,82,12,1.141,0.537,-1.006,-0.062000003,5.2290688,0,3,1,15
460778583,1574736382600088,372466222,1266671728,12977,30963,0.155,0.14192511,0.786,1.1060001,0.69,1.27,82,12,1.207,0.535,-1.082,-0.058000002,5.2023854,0,3,1,15
460979829,1574736382800088,372466231,1266671702,13022,31009,0.15900001,0.11325057,0.78300005,1.103,0.69,1.27,82,12,1.353,0.483,-1.264,-0.171,5.1259117,0,3,1,15
461190688,1574736383000088,372466238,1266671674,13040,31027,0.16600001,0.1209555,0.781,1.1010001,0.69,1.27,88,12,1.3260001,0.37100002,-1.273,0.020000001,5.0649967,0,3,1,15
461367745,1574736383200088,372466245,1266671644,13042,31028,0.16700001,0.11023866,0.77900004,1.098,0.69,1.27,88,12,1.4530001,0.41500002,-1.3920001,0.037,5.03051,0,3,1,15
461567554,1574736383400088,372466251,1266671613,13062,31049,0.16000001,0.108089805,0.777,1.0960001,0.69,1.27,88,12,1.447,0.266,-1.422,-0.052,4.9622307,0,3,1,15
461767597,1574736383600088,372466254,1266671580,13080,31066,0.15200001,0.09517594,0.77500004,1.093,0.69,1.27,88,12,1.5450001,0.10700001,-1.542,0.083000004,4.860272,0,3,1,15
461971573,1574736383800088,372466256,1266671545,13086,31072,0.149,0.090048686,0.772,1.09,0.69,1.27,88,12,1.6140001,0.202,-1.6010001,-0.017,4.848405,0,3,1,15
462191587,1574736384000088,372466259,1266671508,13095,31082,0.15,0.087764926,0.76900005,1.087,0.69,1.27,94,16,1.7390001,0.15900001,-1.7310001,0.15400001,4.825416,0,3,1,15
462374807,1574736384200088,372466261,1266671469,13055,31041,0.148,0.08294851,0.767,1.0840001,0.69,1.27,94,16,1.7600001,0.102000006,-1.7570001,0.082,4.7961674,0,3,1,15
462578838,1574736384400088,372466263,1266671427,13067,31053,0.15300001,0.073321976,0.76500005,1.082,0.69,1.27,94,16,2.002,0.112,-1.9990001,0.17400001,4.7805014,0,3,1,15
462775639,1574736384600088,372466263,1266671378,13063,31049,0.14600001,0.06773465,0.763,1.0810001,0.69,1.27,94,16,2.423,0.023000002,-2.423,0.041,4.7484956,0,3,1,15
462975576,1574736384800088,372466264,1266671322,13046,31033,0.158,0.06893823,0.762,1.082,0.69,1.27,94,16,2.6450002,0.043,-2.6450002,0.16800001,4.738513,0,3,1,15
463190741,1574736385000088,372466264,1266671256,13036,31022,0.164,0.055066705,0.76100004,1.082,0.69,1.27,100,14,3.2010002,0.08800001,-3.2,0.15100001,4.739332,0,3,1,15
