timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
368270140,368270140,0,0,0,0,0,0,0,0,0,0,0
368570546,368570546,0,0,0,0,0,0,0,0,0,0,0
369273783,369273783,0,0,0,0,0,0,0,0,0,0,0
369578527,369578527,0,0,0,0,0,0,0,0,0,0,0
370277600,370277600,0,0,0,0,0,0,0,0,0,0,0
370574384,370574384,0,0,0,0,0,0,0,0,0,0,0
371271610,371271610,0,0,0,0,0,0,0,0,0,0,0
371575331,371575331,0,0,0,0,0,0,0,0,0,0,0
372274294,372274294,0,0,0,0,0,0,0,0,0,0,0
372574937,372574937,0,0,0,0,0,0,0,0,0,0,0
373270129,373270129,0,0,0,0,0,0,0,0,0,0,0
373571554,373571554,0,0,0,0,0,0,0,0,0,0,0
374274936,374274936,0,0,0,0,0,0,0,0,0,0,0
374571562,374571562,0,0,0,0,0,0,0,0,0,0,0
375279832,375279832,0,0,0,0,0,0,0,0,0,0,0
375560480,375560480,0,0,0,0,0,0,0,0,0,0,0
376278633,376278633,0,0,0,0,0,0,0,0,0,0,0
376558678,376558678,0,0,0,0,0,0,0,0,0,0,0
377271648,377271648,0,0,0,0,0,0,0,0,0,0,0
377579935,377579935,0,0,0,0,0,0,0,0,0,0,0
378278717,378278717,0,0,0,0,0,0,0,0,0,0,0
378558878,378558878,0,0,0,0,0,0,0,0,0,0,0
379275554,379275554,0,0,0,0,0,0,0,0,0,0,0
379563413,379563413,0,0,0,0,0,0,0,0,0,0,0
380271969,380271969,0,0,0,0,0,0,0,0,0,0,0
380589444,380589444,0,0,0,0,0,0,0,0,0,0,0
381272905,381272905,0,0,0,0,0,0,0,0,0,0,0
381563223,381563223,0,0,0,0,0,0,0,0,0,0,0
382284531,382284531,0,0,0,0,0,0,0,0,0,0,0
382563179,382563179,0,0,0,0,0,0,0,0,0,0,0
383273465,383273465,0,0,0,0,0,0,0,0,0,0,0
383568814,383568814,0,0,0,0,0,0,0,0,0,0,0
384277481,384277481,0,0,0,0,0,0,0,0,0,0,0
384573494,384573494,0,0,0,0,0,0,0,0,0,0,0
385273364,385273364,0,0,0,0,0,0,0,0,0,0,0
385569458,385569458,0,0,0,0,0,0,0,0,0,0,0
386276482,386276482,0,0,0,0,0,0,0,0,0,0,0
386564028,386564028,0,0,0,0,0,0,0,0,0,0,0
387568812,387568812,0,0,0,0,0,0,0,0,0,0,0
388276148,388276148,0,0,0,0,0,0,0,0,0,0,0
388565196,388565196,0,0,0,0,0,0,0,0,0,0,0
389274108,389274108,0,0,0,0,0,0,0,0,0,0,0
389569554,389569554,0,0,0,0,0,0,0,0,0,0,0
390274192,390274192,0,0,0,0,0,0,0,0,0,0,0
390564950,390564950,0,0,0,0,0,0,0,0,0,0,0
391277188,391277188,0,0,0,0,0,0,0,0,0,0,0
391569539,391569539,0,0,0,0,0,0,0,0,0,0,0
392273432,392273432,0,0,0,0,0,0,0,0,0,0,0
392565269,392565269,0,0,0,0,0,0,0,0,0,0,0
393277765,393277765,0,0,0,0,0,0,0,0,0,0,0
393566240,393566240,0,0,0,0,0,0,0,0,0,0,0
394277509,394277509,0,0,0,0,0,0,0,0,0,0,0
394570953,394570953,0,0,0,0,0,0,0,0,0,0,0
395270817,395270817,0,0,0,0,0,0,0,0,0,0,0
395571548,395571548,0,0,0,0,0,0,0,0,0,0,0
396277722,396277722,0,0,0,0,0,0,0,0,0,0,0
396562947,396562947,0,0,0,0,0,0,0,0,0,0,0
397277928,397277928,0,0,0,0,0,0,0,0,0,0,0
397558087,397558087,0,0,0,0,0,0,0,0,0,0,0
398274836,398274836,0,0,0,0,0,0,0,0,0,0,0
398558766,398558766,0,0,0,0,0,0,0,0,0,0,0
399271683,399271683,0,0,0,0,0,0,0,0,0,0,0
399572532,399572532,0,0,0,0,0,0,0,0,0,0,0
400275643,400275643,0,0,0,0,0,0,0,0,0,0,0
400558924,400558924,0,0,0,0,0,0,0,0,0,0,0
401275328,401275328,0,0,0,0,0,0,0,0,0,0,0
402271662,402271662,0,0,0,0,0,0,0,0,0,0,0
402560172,402560172,0,0,0,0,0,0,0,0,0,0,0
403272506,403272506,0,0,0,0,0,0,0,0,0,0,0
403559997,403559997,0,0,0,0,0,0,0,0,0,0,0
404271419,404271419,0,0,0,0,0,0,0,0,0,0,0
404560710,404560710,0,0,0,0,0,0,0,0,0,0,0
405271884,405271884,0,0,0,0,0,0,0,0,0,0,0
405575903,405575903,0,0,0,0,0,0,0,0,0,0,0
406279135,406279135,0,0,0,0,0,0,0,0,0,0,0
406560134,406560134,0,0,0,0,0,0,0,0,0,0,0
407280655,407280655,0,0,0,0,0,0,0,0,0,0,0
407568577,407568577,0,0,0,0,0,0,0,0,0,0,0
408278163,408278163,0,0,0,0,0,0,0,0,0,0,0
408573504,408573504,0,0,0,0,0,0,0,0,0,0,0
409281164,409281164,0,0,0,0,0,0,0,0,0,0,0
409561464,409561464,0,0,0,0,0,0,0,0,0,0,0
410280385,410280385,0,0,0,0,0,0,0,0,0,0,0
410580977,410580977,0,0,0,0,0,0,0,0,0,0,0
411277623,411277623,0,0,0,0,0,0,0,0,0,0,0
411569194,411569194,0,0,0,0,0,0,0,0,0,0,0
412277478,412277478,0,0,0,0,0,0,0,0,0,0,0
412569435,412569435,0,0,0,0,0,0,0,0,0,0,0
413274353,413274353,0,0,0,0,0,0,0,0,0,0,0
413566864,413566864,0,0,0,0,0,0,0,0,0,0,0
414273193,414273193,0,0,0,0,0,0,0,0,0,0,0
414569775,414569775,0,0,0,0,0,0,0,0,0,0,0
415273514,415273514,0,0,0,0,0,0,0,0,0,0,0
415562516,415562516,0,0,0,0,0,0,0,0,0,0,0
416274618,416274618,0,0,0,0,0,0,0,0,0,0,0
416582516,416582516,0,0,0,0,0,0,0,0,0,0,0
417279552,417279552,0,0,0,0,0,0,0,0,0,0,0
417571139,417571139,0,0,0,0,0,0,0,0,0,0,0
418278111,418278111,0,0,0,0,0,0,0,0,0,0,0
418566207,418566207,0,0,0,0,0,0,0,0,0,0,0
419282751,419282751,0,0,0,0,0,0,0,0,0,0,0
419563610,419563610,0,0,0,0,0,0,0,0,0,0,0
420278920,420278920,0,0,0,0,0,0,0,0,0,0,0
420564548,420564548,0,0,0,0,0,0,0,0,0,0,0
421279090,421279090,0,0,0,0,0,0,0,0,0,0,0
421574877,421574877,0,0,0,0,0,0,0,0,0,0,0
422278913,422278913,0,0,0,0,0,0,0,0,0,0,0
422574973,422574973,0,0,0,0,0,0,0,0,0,0,0
423276315,423276315,0,0,0,0,0,0,0,0,0,0,0
423571855,423571855,0,0,0,0,0,0,0,0,0,0,0
424278957,424278957,0,0,0,0,0,0,0,0,0,0,0
424563946,424563946,0,0,0,0,0,0,0,0,0,0,0
425276482,425276482,0,0,0,0,0,0,0,0,0,0,0
425563123,425563123,0,0,0,0,0,0,0,0,0,0,0
426277044,426277044,0,0,0,0,0,0,0,0,0,0,0
426576781,426576781,0,0,0,0,0,0,0,0,0,0,0
427275770,427275770,0,0,0,0,0,0,0,0,0,0,0
427576968,427576968,0,0,0,0,0,0,0,0,0,0,0
428280002,428280002,0,0,0,0,0,0,0,0,0,0,0
428569448,428569448,0,0,0,0,0,0,0,0,0,0,0
429272919,429272919,0,0,0,0,0,0,0,0,0,0,0
429559966,429559966,0,0,0,0,0,0,0,0,0,0,0
430274119,430274119,0,0,0,0,0,0,0,0,0,0,0
430560848,430560848,0,0,0,0,0,0,0,0,0,0,0
431277508,431277508,0,0,0,0,0,0,0,0,0,0,0
431568797,431568797,0,0,0,0,0,0,0,0,0,0,0
432281160,432281160,0,0,0,0,0,0,0,0,0,0,0
432569392,432569392,0,0,0,0,0,0,0,0,0,0,0
433281255,433281255,0,0,0,0,0,0,0,0,0,0,0
433560775,433560775,0,0,0,0,0,0,0,0,0,0,0
434280389,434280389,0,0,0,0,0,0,0,0,0,0,0
434560464,434560464,0,0,0,0,0,0,0,0,0,0,0
435281185,435281185,0,0,0,0,0,0,0,0,0,0,0
435562571,435562571,0,0,0,0,0,0,0,0,0,0,0
436281347,436281347,0,0,0,0,0,0,0,0,0,0,0
436582173,436582173,0,0,0,0,0,0,0,0,0,0,0
437274169,437274169,0,0,0,0,0,0,0,0,0,0,0
437561315,437561315,0,0,0,0,0,0,0,0,0,0,0
438278561,438278561,0,0,0,0,0,0,0,0,0,0,0
438565820,438565820,0,0,0,0,0,0,0,0,0,0,0
439278403,439278403,0,0,0,0,0,0,0,0,0,0,0
439570943,439570943,0,0,0,0,0,0,0,0,0,0,0
440274547,440274547,0,0,0,0,0,0,0,0,0,0,0
440570195,440570195,0,0,0,0,0,0,0,0,0,0,0
441274700,441274700,0,0,0,0,0,0,0,0,0,0,0
441582914,441582914,0,0,0,0,0,0,0,0,0,0,0
442274562,442274562,0,0,0,0,0,0,0,0,0,0,0
442591692,442591692,0,0,0,0,0,0,0,0,0,0,0
443279615,443279615,0,0,0,0,0,0,0,0,0,0,0
443571883,443571883,0,0,0,0,0,0,0,0,0,0,0
444275726,444275726,0,0,0,0,0,0,0,0,0,0,0
444587621,444587621,0,0,0,0,0,0,0,0,0,0,0
445276136,445276136,0,0,0,0,0,0,0,0,0,0,0
445571072,445571072,0,0,0,0,0,0,0,0,0,0,0
446300628,446300628,0,0,0,0,0,0,0,0,0,0,0
446571589,446571589,0,0,0,0,0,0,0,0,0,0,0
447275611,447275611,0,0,0,0,0,0,0,0,0,0,0
447571618,447571618,0,0,0,0,0,0,0,0,0,0,0
448377468,448377468,0,0,0,0,0,0,0,0,0,0,0
448568758,448568758,0,0,0,0,0,0,0,0,0,0,0
449277226,449277226,0,0,0,0,0,0,0,0,0,0,0
449584521,449584521,0,0,0,0,0,0,0,0,0,0,0
450280360,450280360,0,0,0,0,0,0,0,0,0,0,0
450573598,450573598,0,0,0,0,0,0,0,0,0,0,0
451276342,451276342,0,0,0,0,0,0,0,0,0,0,0
451580403,451580403,0,0,0,0,0,0,0,0,0,0,0
452280723,452280723,0,0,0,0,0,0,0,0,0,0,0
452578043,452578043,0,0,0,0,0,0,0,0,0,0,0
453276548,453276548,0,0,0,0,0,0,0,0,0,0,0
453580635,453580635,0,0,0,0,0,0,0,0,0,0,0
454284598,454284598,0,0,0,0,0,0,0,0,0,0,0
454836583,454836583,0,0,0,0,0,0,0,0,0,0,0
455276627,455276627,0,0,0,0,0,0,0,0,0,0,0
455562243,455562243,0,0,0,0,0,0,0,0,0,0,0
456282251,456282251,0,0,0,0,0,0,0,0,0,0,0
456571160,456571160,0,0,0,0,0,0,0,0,0,0,0
457277623,457277623,0,0,0,0,0,0,0,0,0,0,0
457563114,457563114,0,0,0,0,0,0,0,0,0,0,0
458285790,458285790,0,0,0,0,0,0,0,0,0,0,0
458561628,458561628,0,0,0,0,0,0,0,0,0,0,0
459277018,459277018,0,0,0,0,0,0,0,0,0,0,0
459574588,459574588,0,0,0,0,0,0,0,0,0,0,0
460277760,460277760,0,0,0,0,0,0,0,0,0,0,0
460575350,460575350,0,0,0,0,0,0,0,0,0,0,0
461279536,461279536,0,0,0,0,0,0,0,0,0,0,0
461562197,461562197,0,0,0,0,0,0,0,0,0,0,0
462277800,462277800,0,0,0,0,0,0,0,0,0,0,0
462570141,462570141,0,0,0,0,0,0,0,0,0,0,0
463278145,463278145,0,0,0,0,0,0,0,0,0,0,0
463578816,463578816,0,0,0,0,0,0,0,0,0,0,0
464275322,464275322,0,0,0,0,0,0,0,0,0,0,0
464564462,464564462,0,0,0,0,0,0,0,0,0,0,0
465276010,465276010,0,0,0,0,0,0,0,0,0,0,0
465566810,465566810,0,0,0,0,0,0,0,0,0,0,0
466279124,466279124,0,0,0,0,0,0,0,0,0,0,0
466566411,466566411,0,0,0,0,0,0,0,0,0,0,0
467278354,467278354,0,0,0,0,0,0,0,0,0,0,0
467576450,467576450,0,0,0,0,0,0,0,0,0,0,0
468283792,468283792,0,0,0,0,0,0,0,0,0,0,0
468575841,468575841,0,0,0,0,0,0,0,0,0,0,0
469277539,469277539,0,0,0,0,0,0,0,0,0,0,0
469565449,469565449,0,0,0,0,0,0,0,0,0,0,0
470287549,470287549,0,0,0,0,0,0,0,0,0,0,0
470572749,470572749,0,0,0,0,0,0,0,0,0,0,0
471283967,471283967,0,0,0,0,0,0,0,0,0,0,0
471568152,471568152,0,0,0,0,0,0,0,0,0,0,0
472276642,472276642,0,0,0,0,0,0,0,0,0,0,0
472568390,472568390,0,0,0,0,0,0,0,0,0,0,0
473278452,473278452,0,0,0,0,0,0,0,0,0,0,0
473568742,473568742,0,0,0,0,0,0,0,0,0,0,0
474284476,474284476,0,0,0,0,0,0,0,0,0,0,0
474576030,474576030,0,0,0,0,0,0,0,0,0,0,0
475281461,475281461,0,0,0,0,0,0,0,0,0,0,0
475572969,475572969,0,0,0,0,0,0,0,0,0,0,0
476278146,476278146,0,0,0,0,0,0,0,0,0,0,0
476562269,476562269,0,0,0,0,0,0,0,0,0,0,0
477570954,477570954,0,0,0,0,0,0,0,0,0,0,0
478278816,478278816,0,0,0,0,0,0,0,0,0,0,0
478562202,478562202,0,0,0,0,0,0,0,0,0,0,0
479289443,479289443,0,0,0,0,0,0,0,0,0,0,0
479578119,479578119,0,0,0,0,0,0,0,0,0,0,0
480278334,480278334,0,0,0,0,0,0,0,0,0,0,0
480562724,480562724,0,0,0,0,0,0,0,0,0,0,0
481279525,481279525,0,0,0,0,0,0,0,0,0,0,0
481578349,481578349,0,0,0,0,0,0,0,0,0,0,0
482282844,482282844,0,0,0,0,0,0,0,0,0,0,0
482578767,482578767,0,0,0,0,0,0,0,0,0,0,0
483279014,483279014,0,0,0,0,0,0,0,0,0,0,0
483582414,483582414,0,0,0,0,0,0,0,0,0,0,0
484280477,484280477,0,0,0,0,0,0,0,0,0,0,0
484563553,484563553,0,0,0,0,0,0,0,0,0,0,0
485275584,485275584,0,0,0,0,0,0,0,0,0,0,0
485571806,485571806,0,0,0,0,0,0,0,0,0,0,0
486280575,486280575,0,0,0,0,0,0,0,0,0,0,0
486576458,486576458,0,0,0,0,0,0,0,0,0,0,0
487276377,487276377,0,0,0,0,0,0,0,0,0,0,0
487583747,487583747,0,0,0,0,0,0,0,0,0,0,0
488277597,488277597,0,0,0,0,0,0,0,0,0,0,0
488576562,488576562,0,0,0,0,0,0,0,0,0,0,0
489279599,489279599,0,0,0,0,0,0,0,0,0,0,0
489573530,489573530,0,0,0,0,0,0,0,0,0,0,0
490279693,490279693,0,0,0,0,0,0,0,0,0,0,0
490565562,490565562,0,0,0,0,0,0,0,0,0,0,0
491276540,491276540,0,0,0,0,0,0,0,0,0,0,0
491573601,491573601,0,0,0,0,0,0,0,0,0,0,0
492276326,492276326,0,0,0,0,0,0,0,0,0,0,0
492565451,492565451,0,0,0,0,0,0,0,0,0,0,0
493276407,493276407,0,0,0,0,0,0,0,0,0,0,0
493813155,493813155,0,0,0,0,0,0,0,0,0,0,0
494280843,494280843,0,0,0,0,0,0,0,0,0,0,0
494588532,494588532,0,0,0,0,0,0,0,0,0,0,0
495278271,495278271,0,0,0,0,0,0,0,0,0,0,0
495577633,495577633,0,0,0,0,0,0,0,0,0,0,0
496281587,496281587,0,0,0,0,0,0,0,0,0,0,0
496576917,496576917,0,0,0,0,0,0,0,0,0,0,0
497309840,497309840,0,0,0,0,0,0,0,0,0,0,0
497569931,497569931,0,0,0,0,0,0,0,0,0,0,0
498278547,498278547,0,0,0,0,0,0,0,0,0,0,0
498583409,498583409,0,0,0,0,0,0,0,0,0,0,0
499278300,499278300,0,0,0,0,0,0,0,0,0,0,0
499578066,499578066,0,0,0,0,0,0,0,0,0,0,0
500278884,500278884,0,0,0,0,0,0,0,0,0,0,0
500575592,500575592,0,0,0,0,0,0,0,0,0,0,0
501278402,501278402,0,0,0,0,0,0,0,0,0,0,0
501575664,501575664,0,0,0,0,0,0,0,0,0,0,0
502280478,502280478,0,0,0,0,0,0,0,0,0,0,0
502576469,502576469,0,0,0,0,0,0,0,0,0,0,0
503288460,503288460,0,0,0,0,0,0,0,0,0,0,0
503567922,503567922,0,0,0,0,0,0,0,0,0,0,0
504280456,504280456,0,0,0,0,0,0,0,0,0,0,0
504579690,504579690,0,0,0,0,0,0,0,0,0,0,0
506276129,506276129,0,0,0,0,0,0,0,0,0,0,0
506563537,506563537,0,0,0,0,0,0,0,0,0,0,0
507277282,507277282,0,0,0,0,0,0,0,0,0,0,0
507563652,507563652,0,0,0,0,0,0,0,0,0,0,0
508276623,508276623,0,0,0,0,0,0,0,0,0,0,0
508563372,508563372,0,0,0,0,0,0,0,0,0,0,0
509280489,509280489,0,0,0,0,0,0,0,0,0,0,0
509563989,509563989,0,0,0,0,0,0,0,0,0,0,0
510284473,510284473,0,0,0,0,0,0,0,0,0,0,0
510572989,510572989,0,0,0,0,0,0,0,0,0,0,0
511284522,511284522,0,0,0,0,0,0,0,0,0,0,0
511565464,511565464,0,0,0,0,0,0,0,0,0,0,0
512277168,512277168,0,0,0,0,0,0,0,0,0,0,0
512573243,512573243,0,0,0,0,0,0,0,0,0,0,0
513566517,513566517,0,0,0,0,0,0,0,0,0,0,0
513597331,513597331,0,0,0,0,0,0,0,0,0,0,0
514278882,514278882,0,0,0,0,0,0,0,0,0,0,0
514566517,514566517,0,0,0,0,0,0,0,0,0,0,0
515283024,515283024,0,0,0,0,0,0,0,0,0,0,0
515566511,515566511,0,0,0,0,0,0,0,0,0,0,0
516279564,516279564,0,0,0,0,0,0,0,0,0,0,0
516567533,516567533,0,0,0,0,0,0,0,0,0,0,0
517279042,517279042,0,0,0,0,0,0,0,0,0,0,0
517567613,517567613,0,0,0,0,0,0,0,0,0,0,0
518278867,518278867,0,0,0,0,0,0,0,0,0,0,0
518582343,518582343,0,0,0,0,0,0,0,0,0,0,0
519286200,519286200,0,0,0,0,0,0,0,0,0,0,0
519568575,519568575,0,0,0,0,0,0,0,0,0,0,0
520279880,520279880,0,0,0,0,0,0,0,0,0,0,0
520579045,520579045,0,0,0,0,0,0,0,0,0,0,0
521278887,521278887,0,0,0,0,0,0,0,0,0,0,0
521579340,521579340,0,0,0,0,0,0,0,0,0,0,0
522288562,522288562,0,0,0,0,0,0,0,0,0,0,0
522572774,522572774,0,0,0,0,0,0,0,0,0,0,0
523280198,523280198,0,0,0,0,0,0,0,0,0,0,0
523563978,523563978,0,0,0,0,0,0,0,0,0,0,0
524281469,524281469,0,0,0,0,0,0,0,0,0,0,0
524573389,524573389,0,0,0,0,0,0,0,0,0,0,0
525276828,525276828,0,0,0,0,0,0,0,0,0,0,0
525588326,525588326,0,0,0,0,0,0,0,0,0,0,0
526284183,526284183,0,0,0,0,0,0,0,0,0,0,0
526564411,526564411,0,0,0,0,0,0,0,0,0,0,0
527284435,527284435,0,0,0,0,0,0,0,0,0,0,0
527564432,527564432,0,0,0,0,0,0,0,0,0,0,0
528277358,528277358,0,0,0,0,0,0,0,0,0,0,0
528578564,528578564,0,0,0,0,0,0,0,0,0,0,0
529285491,529285491,0,0,0,0,0,0,0,0,0,0,0
529566511,529566511,0,0,0,0,0,0,0,0,0,0,0
530286258,530286258,0,0,0,0,0,0,0,0,0,0,0
530581477,530581477,0,0,0,0,0,0,0,0,0,0,0
531278208,531278208,0,0,0,0,0,0,0,0,0,0,0
531574167,531574167,0,0,0,0,0,0,0,0,0,0,0
532278108,532278108,0,0,0,0,0,0,0,0,0,0,0
532567540,532567540,0,0,0,0,0,0,0,0,0,0,0
533282400,533282400,0,0,0,0,0,0,0,0,0,0,0
533583636,533583636,0,0,0,0,0,0,0,0,0,0,0
534284461,534284461,0,0,0,0,0,0,0,0,0,0,0
534579167,534579167,0,0,0,0,0,0,0,0,0,0,0
535278817,535278817,0,0,0,0,0,0,0,0,0,0,0
535575776,535575776,0,0,0,0,0,0,0,0,0,0,0
536279637,536279637,0,0,0,0,0,0,0,0,0,0,0
536574994,536574994,0,0,0,0,0,0,0,0,0,0,0
537279736,537279736,0,0,0,0,0,0,0,0,0,0,0
537577456,537577456,0,0,0,0,0,0,0,0,0,0,0
538277217,538277217,0,0,0,0,0,0,0,0,0,0,0
538564436,538564436,0,0,0,0,0,0,0,0,0,0,0
539287380,539287380,0,0,0,0,0,0,0,0,0,0,0
539575644,539575644,0,0,0,0,0,0,0,0,0,0,0
540289522,540289522,0,0,0,0,0,0,0,0,0,0,0
540581271,540581271,0,0,0,0,0,0,0,0,0,0,0
541277427,541277427,0,0,0,0,0,0,0,0,0,0,0
541580670,541580670,0,0,0,0,0,0,0,0,0,0,0
542281491,542281491,0,0,0,0,0,0,0,0,0,0,0
542585459,542585459,0,0,0,0,0,0,0,0,0,0,0
543282560,543282560,0,0,0,0,0,0,0,0,0,0,0
543576935,543576935,0,0,0,0,0,0,0,0,0,0,0
544282507,544282507,0,0,0,0,0,0,0,0,0,0,0
544565553,544565553,0,0,0,0,0,0,0,0,0,0,0
545281171,545281171,0,0,0,0,0,0,0,0,0,0,0
545565938,545565938,0,0,0,0,0,0,0,0,0,0,0
546291157,546291157,0,0,0,0,0,0,0,0,0,0,0
546566213,546566213,0,0,0,0,0,0,0,0,0,0,0
547278792,547278792,0,0,0,0,0,0,0,0,0,0,0
547590896,547590896,0,0,0,0,0,0,0,0,0,0,0
548278205,548278205,0,0,0,0,0,0,0,0,0,0,0
548578381,548578381,0,0,0,0,0,0,0,0,0,0,0
549575837,549575837,0,0,0,0,0,0,0,0,0,0,0
549599552,549599552,0,0,0,0,0,0,0,0,0,0,0
550284520,550284520,0,0,0,0,0,0,0,0,0,0,0
550568792,550568792,0,0,0,0,0,0,0,0,0,0,0
551284479,551284479,0,0,0,0,0,0,0,0,0,0,0
551563771,551563771,0,0,0,0,0,0,0,0,0,0,0
552283938,552283938,0,0,0,0,0,0,0,0,0,0,0
552577547,552577547,0,0,0,0,0,0,0,0,0,0,0
553279549,553279549,0,0,0,0,0,0,0,0,0,0,0
553569463,553569463,0,0,0,0,0,0,0,0,0,0,0
554279620,554279620,0,0,0,0,0,0,0,0,0,0,0
554581310,554581310,0,0,0,0,0,0,0,0,0,0,0
555280485,555280485,0,0,0,0,0,0,0,0,0,0,0
555564674,555564674,0,0,0,0,0,0,0,0,0,0,0
556280182,556280182,0,0,0,0,0,0,0,0,0,0,0
556576982,556576982,0,0,0,0,0,0,0,0,0,0,0
557288502,557288502,0,0,0,0,0,0,0,0,0,0,0
557584499,557584499,0,0,0,0,0,0,0,0,0,0,0
558286608,558286608,0,0,0,0,0,0,0,0,0,0,0
558573743,558573743,0,0,0,0,0,0,0,0,0,0,0
559278404,559278404,0,0,0,0,0,0,0,0,0,0,0
559574091,559574091,0,0,0,0,0,0,0,0,0,0,0
560285240,560285240,0,0,0,0,0,0,0,0,0,0,0
560575356,560575356,0,0,0,0,0,0,0,0,0,0,0
561290205,561290205,0,0,0,0,0,0,0,0,0,0,0
561574384,561574384,0,0,0,0,0,0,0,0,0,0,0
562283523,562283523,0,0,0,0,0,0,0,0,0,0,0
562567594,562567594,0,0,0,0,0,0,0,0,0,0,0
563278298,563278298,0,0,0,0,0,0,0,0,0,0,0
563591579,563591579,0,0,0,0,0,0,0,0,0,0,0
564280032,564280032,0,0,0,0,0,0,0,0,0,0,0
564572275,564572275,0,0,0,0,0,0,0,0,0,0,0
565279640,565279640,0,0,0,0,0,0,0,0,0,0,0
565576747,565576747,0,0,0,0,0,0,0,0,0,0,0
566287523,566287523,0,0,0,0,0,0,0,0,0,0,0
566575987,566575987,0,0,0,0,0,0,0,0,0,0,0
567283790,567283790,0,0,0,0,0,0,0,0,0,0,0
567567994,567567994,0,0,0,0,0,0,0,0,0,0,0
568279707,568279707,0,0,0,0,0,0,0,0,0,0,0
568575915,568575915,0,0,0,0,0,0,0,0,0,0,0
569285010,569285010,0,0,0,0,0,0,0,0,0,0,0
569573953,569573953,0,0,0,0,0,0,0,0,0,0,0
570280663,570280663,0,0,0,0,0,0,0,0,0,0,0
570573336,570573336,0,0,0,0,0,0,0,0,0,0,0
571565514,571565514,0,0,0,0,0,0,0,0,0,0,0
571621451,571621451,0,0,0,0,0,0,0,0,0,0,0
572282030,572282030,0,0,0,0,0,0,0,0,0,0,0
572581686,572581686,0,0,0,0,0,0,0,0,0,0,0
573281920,573281920,0,0,0,0,0,0,0,0,0,0,0
573565230,573565230,0,0,0,0,0,0,0,0,0,0,0
574285409,574285409,0,0,0,0,0,0,0,0,0,0,0
574565158,574565158,0,0,0,0,0,0,0,0,0,0,0
