timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
371640749,5.15625,0.0,0,0,1,0,0,0,0
372150747,5.153027,0.0,0,0,1,0,0,0,0
372650759,5.1643066,0.0,0,0,1,0,0,0,0
373160757,5.170752,0.0,0,0,1,0,0,0,0
373660778,5.1755857,0.0,0,0,1,0,0,0,0
374160768,5.1691403,0.0,0,0,1,0,0,0,0
374660745,5.15625,0.0,0,0,1,0,0,0,0
375160745,5.157861,0.0,0,0,1,0,0,0,0
375660744,5.1481934,0.0,0,0,1,0,0,0,0
376170747,5.1498046,0.0,0,0,1,0,0,0,0
376670771,5.1385255,0.0,0,0,1,0,0,0,0
377170761,5.15625,0.0,0,0,1,0,0,0,0
377670749,5.143359,0.0,0,0,1,0,0,0,0
378180745,5.1610837,0.0,0,0,1,0,0,0,0
378680757,5.153027,0.0,0,0,1,0,0,0,0
379180778,5.165918,0.0,0,0,1,0,0,0,0
379680782,5.157861,0.0,0,0,1,0,0,0,0
380180745,5.15625,0.0,0,0,1,0,0,0,0
380680746,5.1739745,0.0,0,0,1,0,0,0,0
381180745,5.170752,0.0,0,0,1,0,0,0,0
381680784,5.1691403,0.0,0,0,1,0,0,0,0
382190747,5.1755857,0.0,0,0,1,0,0,0,0
382690763,5.177197,0.0,0,0,1,0,0,0,0
383190781,5.1691403,0.0,0,0,1,0,0,0,0
383700745,5.167529,0.0,0,0,1,0,0,0,0
384200781,5.1755857,0.0,0,0,1,0,0,0,0
384700745,5.1498046,0.0,0,0,1,0,0,0,0
385200762,5.151416,0.0,0,0,1,0,0,0,0
385710801,5.143359,0.0,0,0,1,0,0,0,0
386210753,5.154639,0.0,0,0,1,0,0,0,0
386710754,5.141748,0.0,0,0,1,0,0,0,0
387720753,5.136914,0.0,0,0,1,0,0,0,0
388230786,5.1336913,0.0,0,0,1,0,0,0,0
388730747,5.141748,0.0,0,0,1,0,0,0,0
389230786,5.1449704,0.0,0,0,1,0,0,0,0
389730746,5.1610837,0.0,0,0,1,0,0,0,0
390240745,5.154639,0.0,0,0,1,0,0,0,0
390740771,5.1626954,0.0,0,0,1,0,0,0,0
391240745,5.1498046,0.0,0,0,1,0,0,0,0
391750754,5.167529,0.0,0,0,1,0,0,0,0
392250755,5.153027,0.0,0,0,1,0,0,0,0
392760745,5.1401367,0.0,0,0,1,0,0,0,0
393260775,5.1594725,0.0,0,0,1,0,0,0,0
393770745,5.143359,0.0,0,0,1,0,0,0,0
394270780,5.15625,0.0,0,0,1,0,0,0,0
394770758,5.1626954,0.0,0,0,1,0,0,0,0
395280745,5.1691403,0.0,0,0,1,0,0,0,0
395780771,5.182031,0.0,0,0,1,0,0,0,0
396280745,5.1691403,0.0,0,0,1,0,0,0,0
396780754,5.182031,0.0,0,0,1,0,0,0,0
397280745,5.15625,0.0,0,0,1,0,0,0,0
397780754,5.143359,0.0,0,0,1,0,0,0,0
398290757,5.1594725,0.0,0,0,1,0,0,0,0
398790760,5.141748,0.0,0,0,1,0,0,0,0
399290776,5.1594725,0.0,0,0,1,0,0,0,0
399790789,5.15625,0.0,0,0,1,0,0,0,0
400290755,5.153027,0.0,0,0,1,0,0,0,0
400790792,5.1449704,0.0,0,0,1,0,0,0,0
401290752,5.1643066,0.0,0,0,1,0,0,0,0
401800783,5.1626954,0.0,0,0,1,0,0,0,0
402300745,5.1498046,0.0,0,0,1,0,0,0,0
402800752,5.1691403,0.0,0,0,1,0,0,0,0
403300745,5.1498046,0.0,0,0,1,0,0,0,0
403810761,5.078906,0.0,0,0,1,0,0,0,0
404310755,5.165918,0.0,0,0,1,0,0,0,0
404810775,5.1739745,0.0,0,0,1,0,0,0,0
405320745,5.088574,0.0,0,0,1,0,0,0,0
405820745,5.1691403,0.0,0,0,1,0,0,0,0
406330787,5.1755857,0.0,0,0,1,0,0,0,0
406830747,5.10791,0.0,0,0,1,0,0,0,0
407330793,5.154639,0.0,0,0,1,0,0,0,0
407830787,5.1868653,0.0,0,0,1,0,0,0,0
408340757,5.117578,0.0,0,0,1,0,0,0,0
408840757,5.20459,0.0,0,0,1,0,0,0,0
409340745,5.24165,0.0,0,0,1,0,0,0,0
409850769,5.1111326,0.0,0,0,1,0,0,0,0
410350760,5.082129,0.0,0,0,1,0,0,0,0
410850764,5.165918,0.0,0,0,1,0,0,0,0
411350790,5.093408,0.0,0,0,1,0,0,0,0
411850747,5.1208005,0.0,0,0,1,0,0,0,0
412350747,5.194922,0.0,0,0,1,0,0,0,0
412860810,5.117578,0.0,0,0,1,0,0,0,0
413360757,5.112744,0.0,0,0,1,0,0,0,0
413860745,5.1884766,0.0,0,0,1,0,0,0,0
414360745,5.1981444,0.0,0,0,1,0,0,0,0
414860795,5.1240234,0.0,0,0,1,0,0,0,0
415360750,5.194922,0.0,0,0,1,0,0,0,0
415860745,5.117578,0.0,0,0,1,0,0,0,0
416370754,5.1143556,0.0,0,0,1,0,0,0,0
416870746,5.191699,0.0,0,0,1,0,0,0,0
417370747,5.1208005,0.0,0,0,1,0,0,0,0
417870787,5.130469,0.0,0,0,1,0,0,0,0
418370745,5.1385255,0.0,0,0,1,0,0,0,0
418880771,5.130469,0.0,0,0,1,0,0,0,0
419380745,5.1498046,0.0,0,0,1,0,0,0,0
419890748,5.130469,0.0,0,0,1,0,0,0,0
420390755,5.1401367,0.0,0,0,1,0,0,0,0
420890755,5.1401367,0.0,0,0,1,0,0,0,0
421390779,5.136914,0.0,0,0,1,0,0,0,0
421890759,5.143359,0.0,0,0,1,0,0,0,0
422400745,5.157861,0.0,0,0,1,0,0,0,0
422900745,5.154639,0.0,0,0,1,0,0,0,0
423410772,5.1336913,0.0,0,0,1,0,0,0,0
423910765,5.136914,0.0,0,0,1,0,0,0,0
424410763,5.117578,0.0,0,0,1,0,0,0,0
424920745,5.127246,0.0,0,0,1,0,0,0,0
425420745,5.1401367,0.0,0,0,1,0,0,0,0
425930766,5.1449704,0.0,0,0,1,0,0,0,0
426430777,5.1498046,0.0,0,0,1,0,0,0,0
426930763,5.1498046,0.0,0,0,1,0,0,0,0
427430749,5.2078123,0.0,0,0,1,0,0,0,0
427940745,5.136914,0.0,0,0,1,0,0,0,0
428440745,5.1852536,0.0,0,0,1,0,0,0,0
428950793,5.1643066,0.0,0,0,1,0,0,0,0
429450763,5.103076,0.0,0,0,1,0,0,0,0
429950787,5.1836424,0.0,0,0,1,0,0,0,0
430450749,5.1852536,0.0,0,0,1,0,0,0,0
430960750,5.1240234,0.0,0,0,1,0,0,0,0
431460809,5.170752,0.0,0,0,1,0,0,0,0
431960778,5.0950193,0.0,0,0,1,0,0,0,0
432470746,5.088574,0.0,0,0,1,0,0,0,0
432970757,5.177197,0.0,0,0,1,0,0,0,0
433480745,5.10791,0.0,0,0,1,0,0,0,0
433980770,5.1884766,0.0,0,0,1,0,0,0,0
434480778,5.201367,0.0,0,0,1,0,0,0,0
434990788,5.143359,0.0,0,0,1,0,0,0,0
435490747,5.191699,0.0,0,0,1,0,0,0,0
435990751,5.1981444,0.0,0,0,1,0,0,0,0
436500745,5.112744,0.0,0,0,1,0,0,0,0
437000745,5.196533,0.0,0,0,1,0,0,0,0
437500772,5.117578,0.0,0,0,1,0,0,0,0
438000745,5.1208005,0.0,0,0,1,0,0,0,0
438510790,5.191699,0.0,0,0,1,0,0,0,0
439010774,5.130469,0.0,0,0,1,0,0,0,0
439510745,5.104687,0.0,0,0,1,0,0,0,0
440020759,5.1884766,0.0,0,0,1,0,0,0,0
440520745,5.1095214,0.0,0,0,1,0,0,0,0
441030745,5.170752,0.0,0,0,1,0,0,0,0
441530799,5.1240234,0.0,0,0,1,0,0,0,0
442030776,5.1111326,0.0,0,0,1,0,0,0,0
442540771,5.1755857,0.0,0,0,1,0,0,0,0
443040745,5.122412,0.0,0,0,1,0,0,0,0
443540760,5.1836424,0.0,0,0,1,0,0,0,0
444040744,5.196533,0.0,0,0,1,0,0,0,0
444550749,5.130469,0.0,0,0,1,0,0,0,0
445050774,5.1788087,0.0,0,0,1,0,0,0,0
445550749,5.1755857,0.0,0,0,1,0,0,0,0
446060745,5.1014647,0.0,0,0,1,0,0,0,0
446560745,5.191699,0.0,0,0,1,0,0,0,0
447070764,5.127246,0.0,0,0,1,0,0,0,0
447570747,5.1111326,0.0,0,0,1,0,0,0,0
448070782,5.1852536,0.0,0,0,1,0,0,0,0
448580789,5.112744,0.0,0,0,1,0,0,0,0
449080745,5.1852536,0.0,0,0,1,0,0,0,0
449590745,5.1111326,0.0,0,0,1,0,0,0,0
450090747,5.1143556,0.0,0,0,1,0,0,0,0
450590778,5.1836424,0.0,0,0,1,0,0,0,0
451100745,5.0853515,0.0,0,0,1,0,0,0,0
451600746,5.201367,0.0,0,0,1,0,0,0,0
452100745,5.106299,0.0,0,0,1,0,0,0,0
452600749,5.130469,0.0,0,0,1,0,0,0,0
453110771,5.127246,0.0,0,0,1,0,0,0,0
453610782,5.1208005,0.0,0,0,1,0,0,0,0
454120748,5.0499024,0.0,0,0,1,0,0,0,0
454620745,5.146582,0.0,0,0,1,0,0,0,0
455120745,5.103076,0.0,0,0,1,0,0,0,0
455630751,5.130469,0.0,0,0,1,0,0,0,0
456130752,5.177197,0.0,0,0,1,0,0,0,0
456630747,5.13208,0.0,0,0,1,0,0,0,0
457130755,5.146582,0.0,0,0,1,0,0,0,0
457630766,5.182031,0.0,0,0,1,0,0,0,0
458130770,5.0724607,0.0,0,0,1,0,0,0,0
458640798,5.0966306,0.0,0,0,1,0,0,0,0
459140745,5.15625,0.0,0,0,1,0,0,0,0
459640745,5.1191893,0.0,0,0,1,0,0,0,0
460140745,5.1143556,0.0,0,0,1,0,0,0,0
460650780,5.1884766,0.0,0,0,1,0,0,0,0
461150745,5.1852536,0.0,0,0,1,0,0,0,0
461650769,5.1111326,0.0,0,0,1,0,0,0,0
462150760,5.1868653,0.0,0,0,1,0,0,0,0
462650745,5.170752,0.0,0,0,1,0,0,0,0
463150747,5.10791,0.0,0,0,1,0,0,0,0
463650747,5.20459,0.0,0,0,1,0,0,0,0
464150754,5.191699,0.0,0,0,1,0,0,0,0
464660776,5.1143556,0.0,0,0,1,0,0,0,0
465160745,5.20459,0.0,0,0,1,0,0,0,0
465660745,5.106299,0.0,0,0,1,0,0,0,0
466170755,5.122412,0.0,0,0,1,0,0,0,0
466670755,5.2078123,0.0,0,0,1,0,0,0,0
467170788,5.1191893,0.0,0,0,1,0,0,0,0
467680745,5.1191893,0.0,0,0,1,0,0,0,0
468180745,5.191699,0.0,0,0,1,0,0,0,0
468680745,5.1256347,0.0,0,0,1,0,0,0,0
469180752,5.1997557,0.0,0,0,1,0,0,0,0
469690787,5.201367,0.0,0,0,1,0,0,0,0
470190747,5.1208005,0.0,0,0,1,0,0,0,0
470690783,5.2094235,0.0,0,0,1,0,0,0,0
471190755,5.201367,0.0,0,0,1,0,0,0,0
471690745,5.1353025,0.0,0,0,1,0,0,0,0
472190816,5.128857,0.0,0,0,1,0,0,0,0
472700745,5.130469,0.0,0,0,1,0,0,0,0
473200778,5.130469,0.0,0,0,1,0,0,0,0
473700760,5.1385255,0.0,0,0,1,0,0,0,0
474200757,5.1240234,0.0,0,0,1,0,0,0,0
474700757,5.1208005,0.0,0,0,1,0,0,0,0
475200746,5.13208,0.0,0,0,1,0,0,0,0
475700791,5.130469,0.0,0,0,1,0,0,0,0
476200745,5.136914,0.0,0,0,1,0,0,0,0
476710753,5.1385255,0.0,0,0,1,0,0,0,0
477210787,5.130469,0.0,0,0,1,0,0,0,0
477720745,5.117578,0.0,0,0,1,0,0,0,0
478220745,5.127246,0.0,0,0,1,0,0,0,0
478720745,5.117578,0.0,0,0,1,0,0,0,0
479230749,5.117578,0.0,0,0,1,0,0,0,0
479730754,5.1143556,0.0,0,0,1,0,0,0,0
480230774,5.127246,0.0,0,0,1,0,0,0,0
480730790,5.127246,0.0,0,0,1,0,0,0,0
481240759,5.1240234,0.0,0,0,1,0,0,0,0
481740771,5.1240234,0.0,0,0,1,0,0,0,0
482240745,5.104687,0.0,0,0,1,0,0,0,0
482740748,5.128857,0.0,0,0,1,0,0,0,0
483240745,5.1191893,0.0,0,0,1,0,0,0,0
483740793,5.1401367,0.0,0,0,1,0,0,0,0
484250784,5.1385255,0.0,0,0,1,0,0,0,0
484750768,5.143359,0.0,0,0,1,0,0,0,0
485250765,5.1691403,0.0,0,0,1,0,0,0,0
485760785,5.1401367,0.0,0,0,1,0,0,0,0
486260745,5.1240234,0.0,0,0,1,0,0,0,0
486770747,5.127246,0.0,0,0,1,0,0,0,0
487270782,5.10791,0.0,0,0,1,0,0,0,0
487770767,5.1256347,0.0,0,0,1,0,0,0,0
488270778,5.10791,0.0,0,0,1,0,0,0,0
488780781,5.106299,0.0,0,0,1,0,0,0,0
489280745,5.0982423,0.0,0,0,1,0,0,0,0
489790760,5.104687,0.0,0,0,1,0,0,0,0
490290766,5.1143556,0.0,0,0,1,0,0,0,0
490790775,5.1208005,0.0,0,0,1,0,0,0,0
491300793,5.117578,0.0,0,0,1,0,0,0,0
491800745,5.1401367,0.0,0,0,1,0,0,0,0
492300745,5.1336913,0.0,0,0,1,0,0,0,0
492800781,5.1240234,0.0,0,0,1,0,0,0,0
493300745,5.122412,0.0,0,0,1,0,0,0,0
493800750,5.136914,0.0,0,0,1,0,0,0,0
494300748,5.141748,0.0,0,0,1,0,0,0,0
494800774,5.1481934,0.0,0,0,1,0,0,0,0
495300745,5.1401367,0.0,0,0,1,0,0,0,0
495800751,5.136914,0.0,0,0,1,0,0,0,0
496300771,5.130469,0.0,0,0,1,0,0,0,0
496800745,5.103076,0.0,0,0,1,0,0,0,0
497310753,5.0982423,0.0,0,0,1,0,0,0,0
497810792,5.1014647,0.0,0,0,1,0,0,0,0
498310757,5.1191893,0.0,0,0,1,0,0,0,0
498810759,5.1191893,0.0,0,0,1,0,0,0,0
499310757,5.1256347,0.0,0,0,1,0,0,0,0
499810750,5.143359,0.0,0,0,1,0,0,0,0
500310757,5.127246,0.0,0,0,1,0,0,0,0
500810774,5.1385255,0.0,0,0,1,0,0,0,0
501310750,5.1336913,0.0,0,0,1,0,0,0,0
501820745,5.127246,0.0,0,0,1,0,0,0,0
502320776,5.1111326,0.0,0,0,1,0,0,0,0
502820745,5.1240234,0.0,0,0,1,0,0,0,0
503320745,5.117578,0.0,0,0,1,0,0,0,0
503830747,5.1143556,0.0,0,0,1,0,0,0,0
504330803,5.2029786,0.0,0,0,1,0,0,0,0
506340745,5.1401367,0.0,0,0,1,0,0,0,0
506840793,5.130469,0.0,0,0,1,0,0,0,0
507350762,5.21748,0.0,0,0,1,0,0,0,0
507850769,5.1336913,0.0,0,0,1,0,0,0,0
508350765,5.122412,0.0,0,0,1,0,0,0,0
508860745,5.191699,0.0,0,0,1,0,0,0,0
509360769,5.078906,0.0,0,0,1,0,0,0,0
509860775,5.093408,0.0,0,0,1,0,0,0,0
510360745,5.165918,0.0,0,0,1,0,0,0,0
510870749,5.0998535,0.0,0,0,1,0,0,0,0
511370778,5.104687,0.0,0,0,1,0,0,0,0
511870755,5.1691403,0.0,0,0,1,0,0,0,0
512380793,5.103076,0.0,0,0,1,0,0,0,0
512880746,5.1256347,0.0,0,0,1,0,0,0,0
513380771,5.1997557,0.0,0,0,1,0,0,0,0
513890750,5.10791,0.0,0,0,1,0,0,0,0
514390774,5.117578,0.0,0,0,1,0,0,0,0
514900758,5.191699,0.0,0,0,1,0,0,0,0
515400745,5.130469,0.0,0,0,1,0,0,0,0
515900776,5.1336913,0.0,0,0,1,0,0,0,0
516400745,5.2029786,0.0,0,0,1,0,0,0,0
516900745,5.1353025,0.0,0,0,1,0,0,0,0
517410783,5.153027,0.0,0,0,1,0,0,0,0
517910795,5.240039,0.0,0,0,1,0,0,0,0
518410785,5.151416,0.0,0,0,1,0,0,0,0
518910783,5.141748,0.0,0,0,1,0,0,0,0
519410787,5.215869,0.0,0,0,1,0,0,0,0
519910762,5.136914,0.0,0,0,1,0,0,0,0
520410745,5.2239256,0.0,0,0,1,0,0,0,0
520910794,5.206201,0.0,0,0,1,0,0,0,0
521410776,5.141748,0.0,0,0,1,0,0,0,0
521910746,5.190088,0.0,0,0,1,0,0,0,0
522410768,5.177197,0.0,0,0,1,0,0,0,0
522920753,5.1111326,0.0,0,0,1,0,0,0,0
523420745,5.190088,0.0,0,0,1,0,0,0,0
523920745,5.115967,0.0,0,0,1,0,0,0,0
524430760,5.2110353,0.0,0,0,1,0,0,0,0
524930774,5.194922,0.0,0,0,1,0,0,0,0
525430749,5.1256347,0.0,0,0,1,0,0,0,0
525930758,5.1933103,0.0,0,0,1,0,0,0,0
526440745,5.1208005,0.0,0,0,1,0,0,0,0
526940745,5.1401367,0.0,0,0,1,0,0,0,0
527440745,5.20459,0.0,0,0,1,0,0,0,0
527950787,5.146582,0.0,0,0,1,0,0,0,0
528450747,5.2078123,0.0,0,0,1,0,0,0,0
528950771,5.2110353,0.0,0,0,1,0,0,0,0
529450749,5.1256347,0.0,0,0,1,0,0,0,0
529950747,5.215869,0.0,0,0,1,0,0,0,0
530450755,5.230371,0.0,0,0,1,0,0,0,0
530950775,5.13208,0.0,0,0,1,0,0,0,0
531450777,5.2078123,0.0,0,0,1,0,0,0,0
531950747,5.20459,0.0,0,0,1,0,0,0,0
532450762,5.1336913,0.0,0,0,1,0,0,0,0
532950751,5.206201,0.0,0,0,1,0,0,0,0
533460745,5.1336913,0.0,0,0,1,0,0,0,0
533960777,5.2029786,0.0,0,0,1,0,0,0,0
534460745,5.1981444,0.0,0,0,1,0,0,0,0
534960745,5.13208,0.0,0,0,1,0,0,0,0
535460745,5.2078123,0.0,0,0,1,0,0,0,0
535970755,5.136914,0.0,0,0,1,0,0,0,0
536470760,5.106299,0.0,0,0,1,0,0,0,0
536970760,5.182031,0.0,0,0,1,0,0,0,0
537480745,5.104687,0.0,0,0,1,0,0,0,0
537980758,5.146582,0.0,0,0,1,0,0,0,0
538490777,5.191699,0.0,0,0,1,0,0,0,0
538990744,5.1336913,0.0,0,0,1,0,0,0,0
539490782,5.1981444,0.0,0,0,1,0,0,0,0
540000745,5.2094235,0.0,0,0,1,0,0,0,0
540500745,5.127246,0.0,0,0,1,0,0,0,0
541000772,5.182031,0.0,0,0,1,0,0,0,0
541500757,5.1981444,0.0,0,0,1,0,0,0,0
542010795,5.128857,0.0,0,0,1,0,0,0,0
542510747,5.1868653,0.0,0,0,1,0,0,0,0
543010797,5.1240234,0.0,0,0,1,0,0,0,0
543510765,5.1143556,0.0,0,0,1,0,0,0,0
544020745,5.20459,0.0,0,0,1,0,0,0,0
544520745,5.10791,0.0,0,0,1,0,0,0,0
545020771,5.1191893,0.0,0,0,1,0,0,0,0
545530755,5.196533,0.0,0,0,1,0,0,0,0
546030747,5.1208005,0.0,0,0,1,0,0,0,0
546530779,5.1997557,0.0,0,0,1,0,0,0,0
547040745,5.117578,0.0,0,0,1,0,0,0,0
547540771,5.1208005,0.0,0,0,1,0,0,0,0
548040745,5.136914,0.0,0,0,1,0,0,0,0
548540745,5.130469,0.0,0,0,1,0,0,0,0
549050749,5.130469,0.0,0,0,1,0,0,0,0
549550748,5.141748,0.0,0,0,1,0,0,0,0
550050749,5.136914,0.0,0,0,1,0,0,0,0
550550782,5.112744,0.0,0,0,1,0,0,0,0
551050750,5.122412,0.0,0,0,1,0,0,0,0
551560792,5.1256347,0.0,0,0,1,0,0,0,0
552060745,5.117578,0.0,0,0,1,0,0,0,0
552560745,5.0982423,0.0,0,0,1,0,0,0,0
553060745,5.0853515,0.0,0,0,1,0,0,0,0
553570749,5.128857,0.0,0,0,1,0,0,0,0
554070747,5.117578,0.0,0,0,1,0,0,0,0
554580745,5.0563474,0.0,0,0,1,0,0,0,0
555080745,5.08374,0.0,0,0,1,0,0,0,0
555580751,5.1723633,0.0,0,0,1,0,0,0,0
556090755,5.091797,0.0,0,0,1,0,0,0,0
556590800,5.0982423,0.0,0,0,1,0,0,0,0
557100765,5.1981444,0.0,0,0,1,0,0,0,0
557600745,5.2368164,0.0,0,0,1,0,0,0,0
558100745,5.103076,0.0,0,0,1,0,0,0,0
558600771,5.146582,0.0,0,0,1,0,0,0,0
559110753,5.1449704,0.0,0,0,1,0,0,0,0
559610775,5.078906,0.0,0,0,1,0,0,0,0
560120773,5.0901856,0.0,0,0,1,0,0,0,0
560620750,5.1691403,0.0,0,0,1,0,0,0,0
561120771,5.091797,0.0,0,0,1,0,0,0,0
561620745,5.088574,0.0,0,0,1,0,0,0,0
562120745,5.1626954,0.0,0,0,1,0,0,0,0
562630750,5.104687,0.0,0,0,1,0,0,0,0
563130749,5.1852536,0.0,0,0,1,0,0,0,0
563630771,5.167529,0.0,0,0,1,0,0,0,0
564130754,5.1111326,0.0,0,0,1,0,0,0,0
564640745,5.194922,0.0,0,0,1,0,0,0,0
565140748,5.177197,0.0,0,0,1,0,0,0,0
565640793,5.093408,0.0,0,0,1,0,0,0,0
566150757,5.1691403,0.0,0,0,1,0,0,0,0
566650767,5.1723633,0.0,0,0,1,0,0,0,0
567150770,5.1191893,0.0,0,0,1,0,0,0,0
567650747,5.143359,0.0,0,0,1,0,0,0,0
568150747,5.177197,0.0,0,0,1,0,0,0,0
568650774,5.117578,0.0,0,0,1,0,0,0,0
569160756,5.182031,0.0,0,0,1,0,0,0,0
569660779,5.1208005,0.0,0,0,1,0,0,0,0
570160772,5.1240234,0.0,0,0,1,0,0,0,0
570660745,5.1868653,0.0,0,0,1,0,0,0,0
571160790,5.1208005,0.0,0,0,1,0,0,0,0
571660745,5.190088,0.0,0,0,1,0,0,0,0
572160746,5.1755857,0.0,0,0,1,0,0,0,0
572660746,5.1143556,0.0,0,0,1,0,0,0,0
573160771,5.165918,0.0,0,0,1,0,0,0,0
573670777,5.182031,0.0,0,0,1,0,0,0,0
574170760,5.112744,0.0,0,0,1,0,0,0,0
574680745,5.1852536,0.0,0,0,1,0,0,0,0
575180766,5.106299,0.0,0,0,1,0,0,0,0
575680771,5.1723633,0.0,0,0,1,0,0,0,0
576180745,5.177197,0.0,0,0,1,0,0,0,0
576690754,5.104687,0.0,0,0,1,0,0,0,0
577190743,5.1691403,0.0,0,0,1,0,0,0,0
577690766,5.1626954,0.0,0,0,1,0,0,0,0
578190745,5.091797,0.0,0,0,1,0,0,0,0
578690794,5.157861,0.0,0,0,1,0,0,0,0
579200745,5.0805173,0.0,0,0,1,0,0,0,0
579700757,5.1594725,0.0,0,0,1,0,0,0,0
580210770,5.170752,0.0,0,0,1,0,0,0,0
580710777,5.104687,0.0,0,0,1,0,0,0,0
581210762,5.182031,0.0,0,0,1,0,0,0,0
581710749,5.093408,0.0,0,0,1,0,0,0,0
582220745,5.103076,0.0,0,0,1,0,0,0,0
582720755,5.1626954,0.0,0,0,1,0,0,0,0
583230745,5.0998535,0.0,0,0,1,0,0,0,0
583730798,5.1014647,0.0,0,0,1,0,0,0,0
584230748,5.1788087,0.0,0,0,1,0,0,0,0
584730745,5.091797,0.0,0,0,1,0,0,0,0
585240745,5.146582,0.0,0,0,1,0,0,0,0
585740751,5.1691403,0.0,0,0,1,0,0,0,0
586240784,5.1014647,0.0,0,0,1,0,0,0,0
586740790,5.170752,0.0,0,0,1,0,0,0,0
587240745,5.1594725,0.0,0,0,1,0,0,0,0
587740745,5.0998535,0.0,0,0,1,0,0,0,0
588240745,5.078906,0.0,0,0,1,0,0,0,0
589750757,5.122412,0.0,0,0,1,0,0,0,0
590250780,5.122412,0.0,0,0,1,0,0,0,0
590750777,5.1143556,0.0,0,0,1,0,0,0,0
591250759,5.106299,0.0,0,0,1,0,0,0,0
591750752,5.1111326,0.0,0,0,1,0,0,0,0
592250775,5.117578,0.0,0,0,1,0,0,0,0
592750761,5.117578,0.0,0,0,1,0,0,0,0
593250754,5.10791,0.0,0,0,1,0,0,0,0
593750774,5.106299,0.0,0,0,1,0,0,0,0
594250747,5.117578,0.0,0,0,1,0,0,0,0
594760745,5.1143556,0.0,0,0,1,0,0,0,0
595260745,5.1240234,0.0,0,0,1,0,0,0,0
595760745,5.1111326,0.0,0,0,1,0,0,0,0
596270748,5.1143556,0.0,0,0,1,0,0,0,0
596770748,5.1208005,0.0,0,0,1,0,0,0,0
597270782,5.1256347,0.0,0,0,1,0,0,0,0
