timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
569088031,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
570089011,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
571092785,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
572093820,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
573101623,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
574105566,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
575110875,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
576118415,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
577131060,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
578132432,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
579135050,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
580147054,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
581147211,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
582147408,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
583147647,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
584156544,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
585168814,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
586176593,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
587177401,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
