timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
346035970,3.2278306,0.104870796,-11.518621,-1.010765,0.0,1.9102515,-0.14888765,-0.41967317,0.9188717,-0.101536214,-3.6959565,0.0,0.0,0.0
346136531,3.9670854,0.14389732,-11.518621,-1.010765,0.0,2.4106252,-0.114396974,-0.3899174,1.0951353,-0.08229135,-3.7277431,0.0,0.0,0.0
346243819,4.7825594,0.18694764,-11.518621,-1.010765,0.0,2.946482,-0.07659615,-0.36900103,1.2480799,-0.086031705,-3.7756436,0.0,0.0,0.0
346340488,5.5415177,0.2270144,-11.518621,-1.010765,0.0,3.4281201,-0.041765038,-0.35239106,1.3825672,-0.06714128,-3.8095033,0.0,0.0,0.0
346442031,6.36738,0.2706131,-11.518621,-1.010765,0.0,3.9347954,-0.0054623247,-0.33703768,1.4967993,-0.064333305,-3.8334057,0.0,0.0,0.0
346545019,7.240289,0.31669548,-11.518621,-1.010765,0.0,4.44862,0.032721315,-0.33165324,1.5895365,-0.061968975,-3.8635201,0.0,0.0,0.0
346648414,8.153463,0.3649035,-11.518621,-1.010765,0.0,4.9642105,0.06988659,-0.33113253,1.6827629,-0.07022794,-3.9275696,0.0,0.0,0.0
346748460,8.410887,0.37849337,-11.518621,-1.010765,0.0,4.999344,0.08102155,-0.32944453,1.4800316,-0.09634353,-3.9475844,0.0,0.0,0.0
346851999,8.664114,0.39186168,-11.518621,-1.010765,0.0,4.9991975,0.089599155,-0.32934952,1.3063606,-0.10252724,-3.9846787,0.0,0.0,0.0
346953920,8.941465,0.40650353,-11.518621,-1.010765,0.0,4.9990215,0.0989122,-0.3269371,1.1251731,-0.12149839,-3.97907,0.0,0.0,0.0
347056144,9.26363,0.42351118,-11.518621,-1.010765,0.0,4.9988437,0.10755409,-0.3206028,0.9848196,-0.14321409,-3.957926,0.0,0.0,0.0
347161128,9.615906,0.4421085,-11.518621,-1.010765,0.0,4.998651,0.11613848,-0.30928802,0.8441844,-0.1472464,-3.9111044,0.0,0.0,0.0
347265549,9.992065,0.4619666,-11.518621,-1.010765,0.0,4.998467,0.12378982,-0.29118347,0.7573868,-0.15495524,-3.8072186,0.0,0.0,0.0
347368453,10.387688,0.4828522,-11.518621,-1.010765,0.0,4.998272,0.131455,-0.2702534,0.67954665,-0.1583231,-3.7577727,0.0,0.0,0.0
347473237,10.800819,0.50466216,-11.518621,-1.010765,0.0,4.99808,0.13854843,-0.24294549,0.6084722,-0.15759838,-3.6359594,0.0,0.0,0.0
347577582,11.2272,0.5271715,-11.518621,-1.010765,0.0,4.9978876,0.14532414,-0.2072754,0.54852045,-0.17359273,-3.5848525,0.0,0.0,0.0
347681305,11.6666765,0.5503723,-11.518621,-1.010765,0.0,4.997665,0.15278566,-0.16640854,0.5036659,-0.1679954,-3.5082247,0.0,0.0,0.0
347780298,12.0983925,0.5731633,-11.518621,-1.010765,0.0,4.9974394,0.1599981,-0.117197804,0.4804526,-0.14700158,-3.4143362,0.0,0.0,0.0
347884703,12.557817,0.59741724,-11.518621,-1.010765,0.0,4.9971223,0.16958639,-0.06315079,0.47962147,-0.12903903,-3.2974622,0.0,0.0,0.0
347986331,13.000721,0.6207987,-11.518621,-1.010765,0.0,4.9967613,0.17993988,-0.017305756,0.4724573,-0.115640536,-3.264791,0.0,0.0,0.0
348090286,13.46674,0.6454007,-11.518621,-1.010765,0.0,4.9962926,0.19251208,0.020982742,0.42086932,-0.09971864,-3.2616386,0.0,0.0,0.0
348193502,13.936343,0.6701919,-11.518621,-1.010765,0.0,4.9958057,0.20477162,0.054347996,0.42549947,-0.07411167,-3.2005363,0.0,0.0,0.0
348297288,14.413729,0.695394,-11.518621,-1.010765,0.0,4.9951653,0.21983162,0.0837719,0.40647542,-0.06732494,-3.2965007,0.0,0.0,0.0
348396810,14.87591,0.7197933,-11.518621,-1.010765,0.0,4.9945674,0.23301971,0.09986458,0.39731458,-0.053473808,-3.361887,0.0,0.0,0.0
348498516,15.3406315,0.7443268,-11.518621,-1.010765,0.0,4.993719,0.25053787,0.119728096,0.35784388,-0.035926063,-3.3752096,0.0,0.0,0.0
348601210,15.824556,0.769874,-11.518621,-1.010765,0.0,4.992887,0.266604,0.12957917,0.38115573,-0.02498305,-3.4380662,0.0,0.0,0.0
348701387,16.296497,0.7947886,-11.518621,-1.010765,0.0,4.9919534,0.28353682,0.114779666,0.34375346,-0.02282256,-3.4930272,0.0,0.0,0.0
348805503,16.790932,0.82089067,-11.518621,-1.010765,0.0,4.991009,0.29969594,0.08929596,0.31523052,-0.01876087,-3.5992165,0.0,0.0,0.0
348908669,17.284084,0.8469251,-11.518621,-1.010765,0.0,4.990275,0.3116896,0.0643261,0.3346822,-0.039575256,-3.6143148,0.0,0.0,0.0
349009010,17.75887,0.8719897,-11.518621,-1.010765,0.0,4.9897904,0.31936482,0.031340793,0.3074715,-0.0423266,-3.627015,0.0,0.0,0.0
349112973,18.26432,0.89867336,-11.518621,-1.010765,0.0,4.989272,0.32737038,-4.8065187e-05,0.29801422,-0.05411682,-3.6208355,0.0,0.0,0.0
349213008,18.749437,0.9242836,-11.518621,-1.010765,0.0,4.989001,0.3314815,-0.030146027,0.28662392,-0.053256486,-3.5663416,0.0,0.0,0.0
349313139,19.249737,0.9506953,-11.518621,-1.010765,0.0,4.988112,0.3445853,-0.06139412,0.29468477,-0.05626711,-3.6388721,0.0,0.0,0.0
349417194,19.765253,0.9779103,-11.518621,-1.010765,0.0,4.9875073,0.35323197,-0.09324761,0.27323768,-0.048642002,-3.5960395,0.0,0.0,0.0
349516796,20.261879,1.004128,-11.518621,-1.010765,0.0,4.98683,0.3626682,-0.11988945,0.30527386,-0.049011633,-3.6205137,0.0,0.0,0.0
349620989,20.775965,1.0312675,-11.518621,-1.010765,0.0,4.9862957,0.36993492,-0.14153595,0.27533114,-0.041468807,-3.631665,0.0,0.0,0.0
349721373,21.273167,1.0575156,-11.518621,-1.010765,0.0,4.985295,0.3832038,-0.14749146,0.27590224,-0.04018025,-3.5175192,0.0,0.0,0.0
349821255,21.765776,1.0835214,-11.518621,-1.010765,0.0,4.984667,0.39127794,-0.14128876,0.28555313,-0.03776235,-3.426734,0.0,0.0,0.0
349924748,22.279825,1.1106589,-11.518621,-1.010765,0.0,4.983702,0.40337527,-0.1475338,0.29346478,-0.03678312,-3.4123104,0.0,0.0,0.0
350028967,22.789972,1.1375904,-11.518621,-1.010765,0.0,4.983105,0.41068727,-0.15664902,0.28262863,-0.025747437,-3.4154727,0.0,0.0,0.0
350128972,23.28101,1.1635133,-11.518621,-1.010765,0.0,4.982019,0.42364457,-0.16430742,0.28566745,-0.052953556,-3.4914575,0.0,0.0,0.0
350234098,23.78992,1.1903796,-11.518621,-1.010765,0.0,4.981525,0.42942354,-0.17229997,0.26584375,-0.0643916,-3.4437585,0.0,0.0,0.0
350336994,24.302956,1.2174636,-11.518621,-1.010765,0.0,4.9810834,0.4345292,-0.17877275,0.25648156,-0.07369567,-3.545524,0.0,0.0,0.0
350436675,24.794218,1.2433982,-11.518621,-1.010765,0.0,4.980963,0.4359105,-0.18157655,0.23790191,-0.09351932,-3.5035799,0.0,0.0,0.0
350541625,25.305006,1.2703636,-11.518621,-1.010765,0.0,4.980536,0.4407419,-0.19114381,0.19638273,-0.100461856,-3.5821753,0.0,0.0,0.0
350644625,25.816608,1.2973719,-11.518621,-1.010765,0.0,4.980537,0.44075078,-0.18997766,0.22540852,-0.12281001,-3.6450326,0.0,0.0,0.0
350746582,26.311079,1.323476,-11.518621,-1.010765,0.0,4.9800844,0.44582465,-0.19312707,0.17807868,-0.12200132,-3.633775,0.0,0.0,0.0
350849374,26.824896,1.3506012,-11.518621,-1.010765,0.0,4.9800124,0.44662732,-0.19820137,0.18705255,-0.12201648,-3.6381156,0.0,0.0,0.0
350952974,27.336136,1.3775904,-11.518621,-1.010765,0.0,4.979624,0.45093408,-0.21451837,0.17338558,-0.1276004,-3.7539988,0.0,0.0,0.0
351052683,27.828672,1.4035923,-11.518621,-1.010765,0.0,4.9795947,0.45126808,-0.23376504,0.15431999,-0.12598237,-3.837538,0.0,0.0,0.0
351155191,28.32304,1.429691,-11.518621,-1.010765,0.0,4.9793634,0.4538018,-0.2577427,0.16566281,-0.13180113,-3.8588016,0.0,0.0,0.0
351259242,28.835686,1.4567544,-11.518621,-1.010765,0.0,4.979617,0.45101425,-0.28469813,0.1668164,-0.12769489,-3.8882143,0.0,0.0,0.0
351363327,29.346815,1.4837377,-11.518621,-1.010765,0.0,4.9796104,0.45108926,-0.3063801,0.1366882,-0.124432385,-3.801255,0.0,0.0,0.0
351466066,29.856346,1.5106367,-11.518621,-1.010765,0.0,4.9795904,0.45130768,-0.3286091,0.1604574,-0.11302141,-3.8456602,0.0,0.0,0.0
351570400,30.36462,1.5374696,-11.518621,-1.010765,0.0,4.979509,0.4522061,-0.34862483,0.15419361,-0.11057074,-3.8281496,0.0,0.0,0.0
351674117,30.874767,1.5644009,-11.518621,-1.010765,0.0,4.9793754,0.4536763,-0.36798364,0.15093866,-0.09720324,-3.80533,0.0,0.0,0.0
351774043,31.36607,1.5903378,-11.518621,-1.010765,0.0,4.9793515,0.4539343,-0.38302234,0.1888725,-0.0871929,-3.7515068,0.0,0.0,0.0
351877452,31.877748,1.6173501,-11.518621,-1.010765,0.0,4.9791484,0.45616916,-0.39708826,0.1912223,-0.08488011,-3.8049784,0.0,0.0,0.0
351978199,32.371063,1.643393,-11.518621,-1.010765,0.0,4.9789696,0.45809475,-0.41714633,0.14778358,-0.08441895,-3.7843034,0.0,0.0,0.0
352077500,32.865788,1.6695105,-11.518621,-1.010765,0.0,4.9789577,0.45823368,-0.43622476,0.16535254,-0.084537566,-3.7226105,0.0,0.0,0.0
352182311,33.380295,1.6966723,-11.518621,-1.010765,0.0,4.978876,0.45911673,-0.46687776,0.1425363,-0.08521542,-3.7190027,0.0,0.0,0.0
352282077,33.873596,1.7227147,-11.518621,-1.010765,0.0,4.9788804,0.4590725,-0.4974083,0.16086224,-0.09259463,-3.8659787,0.0,0.0,0.0
352386021,34.385254,1.7497259,-11.518621,-1.010765,0.0,4.9788694,0.45919207,-0.5290123,0.14989947,-0.09104514,-3.943719,0.0,0.0,0.0
352490021,34.897953,1.7767922,-11.518621,-1.010765,0.0,4.978752,0.46046254,-0.5670754,0.14578775,-0.07806747,-3.9869382,0.0,0.0,0.0
352589609,35.39312,1.8029327,-11.518621,-1.010765,0.0,4.9786677,0.4613726,-0.5869595,0.15941821,-0.06499692,-3.994532,0.0,0.0,0.0
352693505,35.90976,1.8302071,-11.518621,-1.010765,0.0,4.9781327,0.46712193,-0.59919894,0.13017356,-0.064259715,-3.9511676,0.0,0.0,0.0
352794902,36.40821,1.8565211,-11.518621,-1.010765,0.0,4.9776053,0.4727191,-0.60204625,0.16330121,-0.043702904,-3.937429,0.0,0.0,0.0
352898289,36.919395,1.8835075,-11.518621,-1.010765,0.0,4.977405,0.474815,-0.59399647,0.14404033,-0.04609902,-3.9279082,0.0,0.0,0.0
353002130,37.429474,1.9104354,-11.518621,-1.010765,0.0,4.977517,0.4736304,-0.57648355,0.123480715,-0.051503338,-3.8437781,0.0,0.0,0.0
353102282,37.916573,1.9361503,-11.518621,-1.010765,0.0,4.977573,0.47304085,-0.5495007,0.117999494,-0.05802539,-3.7941093,0.0,0.0,0.0
353202733,38.40545,1.9619589,-11.518621,-1.010765,0.0,4.9777813,0.4708473,-0.51895183,0.12556194,-0.06507339,-3.7645326,0.0,0.0,0.0
353305996,38.915623,1.9888918,-11.518621,-1.010765,0.0,4.978011,0.4684155,-0.49413875,0.11899709,-0.06082585,-3.7949653,0.0,0.0,0.0
353405549,39.409447,2.0149615,-11.518621,-1.010765,0.0,4.9783835,0.46447015,-0.4737797,0.13972713,-0.044535074,-3.7689235,0.0,0.0,0.0
353505740,39.90408,2.0410743,-11.518621,-1.010765,0.0,4.9789577,0.4582232,-0.45250857,0.115163215,-0.06537259,-3.757395,0.0,0.0,0.0
353610088,40.422897,2.0684636,-11.518621,-1.010765,0.0,4.979767,0.44937584,-0.42726633,0.1301544,-0.0774772,-3.7694452,0.0,0.0,0.0
353709556,40.922386,2.0948322,-11.518621,-1.010765,0.0,4.980274,0.44371143,-0.411224,0.098060355,-0.06764693,-3.7871492,0.0,0.0,0.0
353813447,41.444798,2.1224115,-11.518621,-1.010765,0.0,4.980883,0.4368169,-0.4046837,0.105596796,-0.063468404,-3.8494613,0.0,0.0,0.0
353913772,41.947838,2.148968,-11.518621,-1.010765,0.0,4.9810886,0.43446046,-0.39292604,0.10963315,-0.06220279,-3.8253124,0.0,0.0,0.0
354013509,42.45386,2.1756818,-11.518621,-1.010765,0.0,4.9814305,0.43052813,-0.38643038,0.11421848,-0.07398759,-3.8665078,0.0,0.0,0.0
354117554,42.992973,2.2041426,-11.518621,-1.010765,0.0,4.9818816,0.4252585,-0.3889206,0.10441437,-0.0912787,-3.9020698,0.0,0.0,0.0
354218265,43.514038,2.2316504,-11.518621,-1.010765,0.0,4.982464,0.418391,-0.39946863,0.061811768,-0.077799425,-3.8894596,0.0,0.0,0.0
354317487,44.03258,2.259025,-11.518621,-1.010765,0.0,4.982851,0.41374454,-0.40271646,0.06684553,-0.067367256,-3.8205252,0.0,0.0,0.0
354422287,44.571213,2.2874603,-11.518621,-1.010765,0.0,4.9832864,0.40848923,-0.4030758,0.07801064,-0.074029624,-3.850944,0.0,0.0,0.0
354522899,45.086662,2.314672,-11.518621,-1.010765,0.0,4.9837856,0.40233922,-0.4046013,0.049422678,-0.06985249,-3.8039136,0.0,0.0,0.0
354625789,45.623436,2.343009,-11.518621,-1.010765,0.0,4.984373,0.3950052,-0.40421107,0.069306634,-0.064746894,-3.8065727,0.0,0.0,0.0
354726378,46.152428,2.3709357,-11.518621,-1.010765,0.0,4.9845786,0.392386,-0.41030732,0.025375009,-0.07725721,-3.7932975,0.0,0.0,0.0
354826605,46.677055,2.3986316,-11.518621,-1.010765,0.0,4.9848404,0.38905904,-0.41432765,0.029489633,-0.056820624,-3.820466,0.0,0.0,0.0
354931169,47.228237,2.4277294,-11.518621,-1.010765,0.0,4.9847016,0.3908569,-0.42232248,0.021405129,-0.057107206,-3.8521445,0.0,0.0,0.0
355035534,47.77879,2.456794,-11.518621,-1.010765,0.0,4.9846425,0.39160207,-0.430481,0.007719872,-0.048627913,-3.8738663,0.0,0.0,0.0
355138600,48.3297,2.4858773,-11.518621,-1.010765,0.0,4.984175,0.39751676,-0.4382618,0.02202591,-0.031552497,-3.9218192,0.0,0.0,0.0
355238319,48.85821,2.5137784,-11.518621,-1.010765,0.0,4.983959,0.40019616,-0.44284174,0.02497959,-0.025239326,-3.942949,0.0,0.0,0.0
355342771,49.4086,2.5428345,-11.518621,-1.010765,0.0,4.983983,0.399901,-0.44575083,0.015055074,-0.018709382,-3.9249024,0.0,0.0,0.0
355443130,49.93653,2.5707047,-11.518621,-1.010765,0.0,4.983986,0.39984992,-0.44869882,0.011202919,-0.02029151,-3.9221613,0.0,0.0,0.0
355546984,50.48658,2.5997431,-11.518621,-1.010765,0.0,4.9837804,0.40239838,-0.4553261,-0.0060093417,-0.011176305,-3.9186091,0.0,0.0,0.0
355651170,51.035957,2.6287453,-11.518621,-1.010765,0.0,4.983684,0.40363207,-0.46101496,0.0043216534,-0.014378965,-3.880995,0.0,0.0,0.0
355754712,51.588627,2.6579218,-11.518621,-1.010765,0.0,4.9837537,0.402729,-0.46661684,0.0015880547,-0.013675899,-3.9089293,0.0,0.0,0.0
355854234,52.118546,2.6858974,-11.518621,-1.010765,0.0,4.983834,0.40174317,-0.4684456,0.031133153,-0.00043505782,-3.915031,0.0,0.0,0.0
355958321,52.67132,2.715079,-11.518621,-1.010765,0.0,4.983887,0.40109745,-0.46086732,-0.0084684165,-0.0076842895,-3.8513472,0.0,0.0,0.0
356059237,53.202168,2.7431037,-11.518621,-1.010765,0.0,4.983879,0.4011704,-0.44282228,-0.0016385701,0.0022166166,-3.8289914,0.0,0.0,0.0
356162769,53.75523,2.7723007,-11.518621,-1.010765,0.0,4.983636,0.40420833,-0.41035083,-0.0014525735,0.015421332,-3.767096,0.0,0.0,0.0
356263193,54.287373,2.8003933,-11.518621,-1.010765,0.0,4.983417,0.40688697,-0.38503993,-0.029767618,0.0027723417,-3.7298691,0.0,0.0,0.0
356366298,54.85023,2.8301077,-11.518621,-1.010765,0.0,4.9830914,0.41085902,-0.3642586,0.0053440644,0.001865794,-3.809098,0.0,0.0,0.0
356466911,55.391212,2.8586671,-11.518621,-1.010765,0.0,4.9829016,0.4131645,-0.34538156,0.010292061,0.025624957,-3.8076072,0.0,0.0,0.0
356571139,55.956097,2.8884885,-11.518621,-1.010765,0.0,4.9827976,0.4143985,-0.32659265,-0.010489172,0.0032687013,-3.6880138,0.0,0.0,0.0
356670192,56.499138,2.9171565,-11.518621,-1.010765,0.0,4.982659,0.41606858,-0.30479395,-0.010569873,0.016160378,-3.6474154,0.0,0.0,0.0
356771774,57.043514,2.945895,-11.518621,-1.010765,0.0,4.9824824,0.4181803,-0.27850688,0.006256485,0.012709241,-3.627913,0.0,0.0,0.0
356874991,57.6004,2.975294,-11.518621,-1.010765,0.0,4.9822583,0.42084408,-0.24789391,0.00631638,0.02098313,-3.5440807,0.0,0.0,0.0
356975099,58.128307,3.003163,-11.518621,-1.010765,0.0,4.9819913,0.42399234,-0.2212349,0.0006422617,0.023123188,-3.4901896,0.0,0.0,0.0
357078521,58.675297,3.0320394,-11.518621,-1.010765,0.0,4.981783,0.4264682,-0.19465715,0.033763584,0.04084941,-3.5144355,0.0,0.0,0.0
357179008,59.201706,3.0598297,-11.518621,-1.010765,0.0,4.981636,0.42814714,-0.17030984,0.03776785,0.048075713,-3.454477,0.0,0.0,0.0
357283551,59.74681,3.0886066,-11.518621,-1.010765,0.0,4.9814277,0.43057394,-0.1488018,0.019291086,0.056350715,-3.5194058,0.0,0.0,0.0
357386957,60.290527,3.1173103,-11.518621,-1.010765,0.0,4.9811845,0.43337506,-0.13272744,0.02641859,0.060510315,-3.5795674,0.0,0.0,0.0
357486525,60.819122,3.145216,-11.518621,-1.010765,0.0,4.9808507,0.4372001,-0.11864777,0.000398306,0.06103991,-3.5754375,0.0,0.0,0.0
357590401,61.304893,3.1708605,-11.518621,-1.010765,0.0,4.933336,0.43913287,-0.11001664,0.00017498211,0.046200547,-3.6346781,0.0,0.0,0.0
357690968,61.547894,3.183689,-11.518621,-1.010765,0.0,4.7277718,0.4335226,-0.11074334,-0.15047973,0.049415257,-3.6485698,0.0,0.0,0.0
