timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
342458609,0.8192531,-0.033768453,0.009909104,-0.57235134,0.09432244,0.2322658,-2.2564175,0.6237288,0.30608985,-4.3708663,8.01582e-06,-8.149572e-06,-6.0478746e-06,-1.0229813e-05,6.165013e-06,0.0017073279,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,1.4570188e-07,0.0005869892,0.012869035,1.2165441e-05,8.937923e-05,8.9527115e-05,2.4990026e-05,0.014490851,0.01450543,0.01106167,0.053121958,0.05312002,0.057780046,1.0339904e-11,1.0346619e-11,1.8204835e-11,2.2101563e-06,2.2072288e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32594782,0.2403748,0.019398209,0.049911704,0.014636093,0.0029889708,0.0,0.0,0.0,0.000317,0,0,0,831,0,0,0,0
342658606,0.8207632,-0.033485033,0.009904061,-0.57020044,0.060164865,0.19599858,-2.2721472,0.6314421,0.34894744,-4.825448,8.065446e-06,-8.18852e-06,-6.025971e-06,-4.584696e-05,9.798696e-06,0.0017086247,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,1.0965201e-07,0.0005030608,0.01264438,1.2097641e-05,8.806466e-05,8.822989e-05,2.5129862e-05,0.014597276,0.014616647,0.011018635,0.053140637,0.05313974,0.057402942,1.0343644e-11,1.0350378e-11,1.8220887e-11,2.1896637e-06,2.1866445e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3260067,0.23958911,0.009657178,0.056775227,0.010961414,0.015600953,0.0,0.0,0.0,0.000324,0,0,0,831,0,0,0,0
342862150,0.8226247,-0.034491953,0.009715176,-0.56745446,0.039141793,0.16630381,-2.2833767,0.6481163,0.38406324,-5.2728024,8.043888e-06,-8.1783e-06,-5.996524e-06,-3.4641856e-05,1.3756121e-05,0.0017066924,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,8.43127e-08,0.00044283198,0.011743682,1.1973486e-05,8.668786e-05,8.6877255e-05,2.521965e-05,0.014697072,0.014720634,0.011069269,0.05315118,0.053151645,0.05782809,1.0350363e-11,1.0357043e-11,1.8212334e-11,2.1671035e-06,2.1639682e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32604113,0.24047472,0.0317621,0.014426603,0.010415846,0.0013573221,0.0,0.0,0.0,-0.000132,0,0,0,831,0,0,0,0
343066262,0.8242171,-0.033821605,0.010385809,-0.56516767,0.011866029,0.13775966,-2.3035412,0.6491811,0.42129087,-5.761906,8.05717e-06,-8.224136e-06,-5.955255e-06,-5.2298616e-05,3.3697976e-05,0.0017132493,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,6.6923256e-08,0.0004232962,0.010568153,1.1887363e-05,8.531038e-05,8.551537e-05,2.5337853e-05,0.014884325,0.01491152,0.0111529995,0.05353711,0.053539377,0.058513835,1.0365723e-11,1.0372328e-11,1.8220212e-11,2.1431074e-06,2.1398675e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32722545,0.24189633,0.0011040705,0.03257216,0.0069775097,0.0045125815,0.0,0.0,0.0,-2e-05,0,0,0,831,0,0,0,0
343266078,0.82520854,-0.032564215,0.008550986,-0.56382394,-0.0072593153,0.1067026,-2.3136592,0.64992565,0.44347602,-6.2116094,8.068317e-06,-8.220046e-06,-5.937828e-06,-5.778005e-05,2.9167544e-05,0.0017119354,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,5.560705e-08,0.00044857064,0.009408649,1.1803798e-05,8.385741e-05,8.4084866e-05,2.535585e-05,0.014921404,0.01495065,0.0111782765,0.05347516,0.05347913,0.05879944,1.0377155e-11,1.0383648e-11,1.8211677e-11,2.1166136e-06,2.1132607e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32703868,0.24248596,0.023951607,0.05646937,0.007869562,0.010354371,0.0,0.0,0.0,-0.000197,0,0,0,831,0,0,0,0
343466202,0.8257381,-0.032311037,0.006793293,-0.56308675,-0.0227237,0.07656744,-2.339281,0.6516173,0.46376932,-6.7068076,8.049088e-06,-8.22349e-06,-5.912235e-06,-4.5397806e-05,3.356655e-05,0.0017223408,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,4.5034795e-08,0.00043072295,0.00899251,1.1771256e-05,8.2398874e-05,8.265304e-05,2.5396523e-05,0.0149592245,0.014989569,0.01119321,0.05345454,0.05346031,0.05901874,1.0392626e-11,1.0399003e-11,1.8215464e-11,2.0890973e-06,2.08565e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32697836,0.24293773,0.01507659,0.017941194,0.008508901,0.016636148,0.0,0.0,0.0,-7.3e-05,0,0,0,831,0,0,0,0
343666172,0.825813,-0.031529523,0.0069648316,-0.563019,-0.03430464,0.051692426,-2.3547795,0.6447712,0.48263192,-7.189205,8.048444e-06,-8.256529e-06,-5.8722267e-06,-5.0253773e-05,5.5628057e-05,0.0017264418,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,3.8027704e-08,0.00039730108,0.009051064,1.1769407e-05,8.094171e-05,8.1215876e-05,2.5408763e-05,0.014974793,0.015005333,0.011208637,0.053448472,0.05345607,0.05922334,1.0411081e-11,1.0417336e-11,1.8219237e-11,2.0605337e-06,2.057011e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3269626,0.24335846,0.021625731,0.024586897,0.0055056587,0.025338784,0.0,0.0,0.0,-0.000103,0,0,0,831,0,0,0,0
343870318,0.8259702,-0.029411415,0.0052268975,-0.56292194,-0.037827745,0.032728653,-2.3568354,0.6369836,0.4976369,-7.654565,8.047887e-06,-8.286872e-06,-5.8519136e-06,-5.6474033e-05,7.814402e-05,0.0017245548,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,3.4390084e-08,0.00040433378,0.009249158,1.1736461e-05,7.9502315e-05,7.979686e-05,2.5374238e-05,0.014963507,0.0149934655,0.011141519,0.053436473,0.053445797,0.05862434,1.0432329e-11,1.04384505e-11,1.8210738e-11,2.031159e-06,2.027592e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32692856,0.24212463,0.010568692,0.021675086,0.007836,0.023978904,0.0,0.0,0.0,3e-05,0,0,0,831,0,0,0,0
344074296,0.82613593,-0.028241571,0.0059672757,-0.56273127,-0.047410663,0.008781466,-2.3677938,0.6208995,0.50202537,-8.157894,8.083284e-06,-8.300943e-06,-5.7999478e-06,-7.925828e-05,8.1381746e-05,0.0017305805,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,3.332969e-08,0.00043238295,0.008899533,1.1715738e-05,7.8083074e-05,7.8395155e-05,2.5363646e-05,0.015009071,0.015038016,0.011119723,0.053740513,0.05375174,0.058371577,1.0460282e-11,1.0466263e-11,1.8206414e-11,2.001285e-06,1.9977185e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32786012,0.24160211,0.0045702155,0.03468052,0.0032786396,0.019516967,0.0,0.0,0.0,2.1e-05,0,0,0,831,0,0,0,0
344274967,0.8262341,-0.028340999,0.005936677,-0.56258225,-0.05948923,-0.013029849,-2.3850098,0.59728825,0.5006009,-8.649426,8.145789e-06,-8.322301e-06,-5.7954344e-06,-0.000118578275,8.857172e-05,0.0017391602,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,3.145059e-08,0.0004199833,0.009825231,1.1716832e-05,7.6669414e-05,7.700545e-05,2.5381074e-05,0.014947602,0.014975258,0.01114652,0.053670492,0.053683124,0.058630403,1.0485936e-11,1.04917845e-11,1.821037e-11,1.9709225e-06,1.9673773e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3276486,0.24213716,0.025216661,0.059285834,0.00070938136,0.023504412,0.0,0.0,0.0,-0.000109,0,0,0,831,0,0,0,0
344474967,0.82622004,-0.027998382,0.005214567,-0.56262714,-0.053605426,-0.030280279,-2.4003243,0.5856532,0.5004621,-9.117839,8.14116e-06,-8.339114e-06,-5.784391e-06,-0.000115318486,9.987383e-05,0.0017391364,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,3.6786062e-08,0.0004721604,0.010669339,1.1702229e-05,7.533102e-05,7.569039e-05,2.5346555e-05,0.014888268,0.014914674,0.011079351,0.053589735,0.05360363,0.05793064,1.05124685e-11,1.05181645e-11,1.8198424e-11,1.9413626e-06,1.9378917e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.327404,0.24068785,0.0031020904,0.014825572,0.001844804,0.01117157,0.0,0.0,0.0,-0.000109,0,0,0,831,0,0,0,0
344679515,0.82633656,-0.029768277,0.0043738736,-0.5623724,-0.052711233,-0.058858164,-2.250186,0.57461566,0.48258775,-9.615591,8.159862e-06,-8.3052555e-06,-5.7652974e-06,-0.00012733038,7.430845e-05,0.001743832,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,8.233892e-08,0.00055858353,0.01124623,1.1690836e-05,7.403452e-05,7.4424606e-05,2.5346668e-05,0.014784204,0.014809507,0.01107226,0.05389606,0.05391142,0.057753485,1.054732e-11,1.0552875e-11,1.8194236e-11,1.911578e-06,1.9081965e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3283405,0.24031955,0.018335383,0.03584926,0.0032437663,0.006509449,0.0,0.0,0.0,0.000418,0,0,0,831,0,0,0,0
344882967,0.8270481,-0.035468664,0.0036418373,-0.56099933,-0.055861525,-0.08512937,-1.8603579,0.560476,0.47427118,-10.03472,8.174482e-06,-8.342866e-06,-5.7547086e-06,-0.00012658404,0.00010079162,0.0017486414,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,8.7467164e-08,0.0005469935,0.010670481,1.1670263e-05,7.281008e-05,7.324805e-05,2.5435946e-05,0.014545056,0.014569901,0.0110367285,0.053836215,0.053852648,0.057318725,1.0579857e-11,1.05852905e-11,1.8198361e-11,1.881946e-06,1.8786637e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3281598,0.23941329,0.015478689,0.03707674,0.0062731984,0.011984427,0.0,0.0,0.0,-0.000114,0,0,0,831,0,0,0,0
345083093,0.8293701,-0.035757903,0.002223103,-0.5575499,-0.06369286,-0.118045405,-1.4070394,0.550995,0.45202303,-10.405669,8.173244e-06,-8.33921e-06,-5.74379e-06,-0.00011636876,8.759071e-05,0.0017671738,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,1.0499287e-07,0.0005520728,0.010607523,1.1514753e-05,7.171301e-05,7.2175506e-05,2.5546045e-05,0.014401646,0.0144259995,0.011096391,0.05372528,0.053742837,0.057706993,1.0613732e-11,1.0619062e-11,1.819022e-11,1.8517258e-06,1.8485172e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32782328,0.2402228,0.003974047,0.028699871,0.007424321,0.058799,0.0,0.0,0.0,1.7e-05,0,0,0,831,0,0,0,0
345283015,0.8323642,-0.03033705,0.0022988312,-0.55339336,-0.0620665,-0.14441952,-1.007959,0.5270313,0.43696994,-10.662932,8.219478e-06,-8.4062285e-06,-5.745523e-06,-0.00010657332,0.00013840996,0.0017794949,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,1.19179674e-07,0.00054641475,0.012289367,1.1325228e-05,7.0696966e-05,7.116146e-05,2.5707515e-05,0.014314566,0.014336473,0.011060901,0.053497933,0.053516623,0.05730026,1.06471654e-11,1.0652421e-11,1.8194328e-11,1.8198865e-06,1.8168103e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.3271308,0.23937473,0.004667035,0.07349421,0.0036335485,0.020052131,0.0,0.0,0.0,-6.1e-05,0,0,0,831,0,0,0,0
345691112,0.8358076,-0.02147058,0.0047204536,-0.54858226,-0.049583994,-0.14427787,-0.48400843,0.4823267,0.4048159,-10.996956,8.2771585e-06,-8.562786e-06,-5.7277375e-06,-4.4233868e-05,0.00022613737,0.0018019245,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,8.332837e-08,0.00061475113,0.015224448,1.1083554e-05,6.887854e-05,6.935517e-05,2.583516e-05,0.014258332,0.014277462,0.011037292,0.05356723,0.05358854,0.056901135,1.0722764e-11,1.07279385e-11,1.818254e-11,1.7569573e-06,1.7542346e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32734656,0.23853959,0.018196162,0.11633328,0.008898667,0.0060857027,0.0,0.0,0.0,3.7e-05,0,0,0,831,0,0,0,0
345895045,0.8359824,-0.020492556,0.0043927156,-0.548356,-0.032478984,-0.14842352,-0.31854513,0.48255774,0.36240336,-11.10058,8.238193e-06,-8.495341e-06,-5.7009815e-06,-6.559732e-05,0.00017110161,0.0018083858,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,2.3383748e-07,0.00063833845,0.01581409,1.1062951e-05,6.8059235e-05,6.855473e-05,2.582767e-05,0.014204804,0.014223053,0.011049915,0.053770494,0.05379293,0.056912076,1.0762226e-11,1.0767425e-11,1.8178814e-11,1.7261191e-06,1.7236099e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32796863,0.23856252,0.0075962795,0.061956536,0.0041695135,0.0129329115,0.0,0.0,0.0,-4.2e-05,0,0,0,831,0,0,0,0
346095026,0.8351749,-0.00049398554,-0.029890036,-0.5491713,0.08590698,-0.14178067,-0.21051392,0.4714455,0.3367629,-11.173006,8.305716e-06,-8.521644e-06,-5.7145126e-06,-7.275527e-05,0.00021308071,0.0018184553,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,6.145507e-07,0.00065257156,0.017390601,1.1051889e-05,6.7373345e-05,6.784432e-05,2.5793526e-05,0.014060189,0.014082632,0.011032716,0.05370721,0.053730212,0.05665994,1.079767e-11,1.08029774e-11,1.8182964e-11,1.696648e-06,1.6943153e-06,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32777646,0.23803349,0.010434644,0.063300684,0.00454987,0.019289372,0.0,0.0,0.0,-6.7e-05,0,0,0,831,0,0,0,0
346299417,0.83230704,0.038731724,-0.07700614,-0.54757184,0.36409482,-0.12506294,-0.10444691,0.51872426,0.3059874,-11.22095,8.275484e-06,-8.496398e-06,-5.7315897e-06,-7.494419e-05,0.00018238567,0.0018238572,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,6.5032265e-07,0.00063126005,0.01756179,1.1310772e-05,6.656012e-05,6.6900604e-05,2.6010242e-05,0.013893885,0.013960326,0.011002373,0.053687662,0.053711202,0.0564465,1.0833149e-11,1.0838744e-11,1.8186579e-11,1.6685512e-06,1.6664555e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32771766,0.23758473,0.03302116,0.033628628,0.0027854037,0.03363746,0.0,0.0,0.0,0.000287,0,0,0,831,0,0,0,0
346503159,0.82833505,0.06770369,-0.11299838,-0.54452604,0.86056376,-0.09663241,-0.032442503,0.63849634,0.27348346,-11.23724,8.294517e-06,-8.458244e-06,-5.734203e-06,-0.00010319017,0.00017933783,0.001824013,0.36622185,1.0649578e-08,0.46478817,0.0,0.0,0.0,0.0,0.0,0.0,5.901851e-07,0.0005974112,0.01620455,1.1741127e-05,6.5661014e-05,6.58516e-05,2.6351718e-05,0.01371637,0.01393978,0.01107469,0.054018073,0.054045703,0.057278693,1.0872597e-11,1.0878627e-11,1.8179852e-11,1.6422027e-06,1.6406308e-06,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.32873055,0.23932968,0.010876098,0.037962325,0.0041199243,0.009751884,0.0,0.0,0.0,6.2e-05,0,0,0,831,0,0,0,0
346707115,0.82539123,0.088301465,-0.1346012,-0.5411236,1.4967643,-0.044217832,0.029561484,0.8717776,0.24991138,-11.251273,8.299733e-06,-8.417794e-06,-5.7236143e-06,-0.00012536974,0.00016800668,0.0018268672,0.36060843,-0.051356863,0.45572692,0.0028187307,0.0013682551,0.0023898145,0.0,0.0,0.0,5.009675e-07,0.00063355244,0.016905392,1.2158442e-05,6.485528e-05,6.496554e-05,2.6790589e-05,0.013463151,0.013975383,0.011088779,0.05410653,0.05414877,0.057708018,1.0908395e-11,1.0915054e-11,1.8212511e-11,1.6176328e-06,1.6176205e-06,5.000007e-08,0.0014321811,0.0012746146,0.0014333822,0.001370246,0.0014091814,0.0014361764,0.0,0.0,743,0.32902172,0.24022493,0.041745048,0.04114858,0.001752111,0.03446361,0.0,0.0,0.0,2e-05,0,0,0,831,0,0,0,0
