timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
346338858,346338519,0.002690052,-0.040087096,0.101855636,0.40950385,0.0,0.0,0.0,1.0
346438829,346438499,-0.0011030925,-0.043536734,0.102230564,0.4174597,0.0,0.0,0.0,1.0
346542799,346542491,0.0057240445,-0.05402406,0.10486746,0.42406476,0.0,0.0,0.0,1.0
346646715,346646494,0.010691881,-0.05466283,0.104698956,0.4328057,0.0,0.0,0.0,1.0
346746730,346746482,0.0007491582,-0.04824729,0.103494965,0.4287756,0.0,0.0,0.0,1.0
346850737,346850488,0.01154056,-0.056137472,0.09749356,0.4252126,0.0,0.0,0.0,1.0
346950706,346950482,0.028112395,-0.054297492,0.097073115,0.42319882,0.0,0.0,0.0,1.0
347054674,347054489,0.033351567,-0.05283952,0.0951454,0.41682798,0.0,0.0,0.0,1.0
347158766,347158488,0.03609722,-0.060134888,0.09948288,0.40692353,0.0,0.0,0.0,1.0
347262610,347262482,0.0405781,-0.066362604,0.09619889,0.40189973,0.0,0.0,0.0,1.0
347366620,347366484,0.040424537,-0.06477163,0.104696475,0.38326478,0.0,0.0,0.0,1.0
347466731,347466482,0.050659545,-0.06954286,0.109977625,0.37971914,0.0,0.0,0.0,1.0
347570878,347570519,0.055334102,-0.073811,0.11221882,0.36905017,0.0,0.0,0.0,1.0
347670835,347670482,0.06980639,-0.054256212,0.12497766,0.36508027,0.0,0.0,0.0,1.0
347774790,347774510,0.07783225,-0.053809404,0.12808238,0.35635442,0.0,0.0,0.0,1.0
347879590,347879290,0.084936514,-0.06493102,0.12722667,0.34148118,0.0,0.0,0.0,1.0
347983414,347983282,0.08771918,-0.06306229,0.12548737,0.34030077,0.0,0.0,0.0,1.0
348087413,348087282,0.088305265,-0.056457244,0.12612653,0.33332062,0.0,0.0,0.0,1.0
348187419,348187282,0.0780385,-0.045809444,0.12485122,0.33293843,0.0,0.0,0.0,1.0
348291512,348291292,0.078773655,-0.050751664,0.11576922,0.33195034,0.0,0.0,0.0,1.0
348391597,348391285,0.09021871,-0.052699056,0.10911538,0.3468449,0.0,0.0,0.0,1.0
