timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
342009909,-0.024208212,0.039640166,-0.03078684,0.00044016915,-0.0076784124,0.0,0.0
342041951,-0.01085359,0.03710392,-0.024095416,0.00045265662,-0.007827008,0.0,0.0
342073978,-0.0036815393,0.028374236,-0.019278461,0.00045670735,-0.007979521,0.0,0.0
342105946,-0.00065997243,0.028143479,-0.01361423,0.00046369404,-0.008134129,0.0,0.0
342138060,-0.022001334,0.02699872,-0.0069475695,0.00047473647,-0.008290551,0.0,0.0
342169902,-0.0008315176,0.02804159,-0.00033522036,0.0004807724,-0.008446727,0.0,0.0
342201945,-0.028743308,0.010972308,-0.0004569582,0.0004933187,-0.008595066,0.0,0.0
342233951,-0.017106231,0.005037083,0.0068951487,0.0005048661,-0.008739301,0.0,0.0
342266002,-0.016808651,0.0024278047,0.014392232,0.00051765563,-0.008881703,0.0,0.0
342297983,-0.0101882545,0.012134364,0.02301765,0.0005273983,-0.009029631,0.0,0.0
342329946,-0.0023584375,0.005221257,0.019288814,0.00053676096,-0.0091814585,0.0,0.0
342361939,-0.0023178766,0.00040027406,0.029460818,0.0005428938,-0.009331267,0.0,0.0
342394058,0.007878127,-0.009159603,0.02504275,0.00054088805,-0.0094774645,0.0,0.0
342425904,0.013983845,-0.0044180816,0.03231153,0.00053404074,-0.009621319,0.0,0.0
342458063,0.018503673,-0.0089881485,0.033501092,0.000523488,-0.009760164,0.0,0.0
342489948,0.01700139,-0.012988047,0.03116271,0.0005106695,-0.009889681,0.0,0.0
342521951,0.0136627015,-0.017066263,0.03276571,0.0005024769,-0.010015934,0.0,0.0
342553908,-0.0065659666,-0.02210484,0.033341844,0.0005017054,-0.010138842,0.0,0.0
342585972,0.0005447749,-0.0155632645,0.034022354,0.0005093267,-0.01025836,0.0,0.0
342618042,-0.015259146,-0.0142902,0.03130746,0.0005257694,-0.010383125,0.0,0.0
342649935,0.008424713,0.0041188532,0.035093877,0.0005427073,-0.010513516,0.0,0.0
342681913,0.008411793,0.0026479927,0.035265952,0.0005551482,-0.010653427,0.0,0.0
342713953,0.0131149525,0.008003929,0.031205954,0.00056182203,-0.010799711,0.0,0.0
342746046,0.0185815,0.008877833,0.030752791,0.0005643754,-0.010948411,0.0,0.0
342777974,-0.0004349124,0.010715105,0.03154406,0.0005776752,-0.0111021735,0.0,0.0
342809951,0.009026552,0.012574642,0.02931235,0.0005947727,-0.01125752,0.0,0.0
342841837,0.0035929745,-0.0028866916,0.024722073,0.0006110548,-0.011404953,0.0,0.0
342873998,0.010198403,0.0011511359,0.024781626,0.00062869466,-0.01154741,0.0,0.0
342905940,0.018628715,-0.014867162,0.023152102,0.00063993956,-0.011686434,0.0,0.0
342937838,0.018012518,-0.008574656,0.024192255,0.0006469556,-0.011823983,0.0,0.0
342969943,0.03255643,-0.01846756,0.021602696,0.000643566,-0.011954626,0.0,0.0
343001969,0.014768539,-0.01824865,0.017425265,0.0006425075,-0.012081021,0.0,0.0
343034001,0.038928878,-0.005730332,0.017426617,0.0006327162,-0.01221193,0.0,0.0
343065974,0.009038991,-0.007636972,0.014159215,0.0006285882,-0.012350105,0.0,0.0
343098008,0.014981416,-0.0026788972,0.014256934,0.00062306883,-0.012489081,0.0,0.0
343129901,0.020173984,-0.016678084,0.013072301,0.0006193959,-0.012615923,0.0,0.0
343161923,0.00507334,-0.011806233,0.012544407,0.0006218744,-0.012738709,0.0,0.0
343193965,0.017911026,-0.014437476,0.013632742,0.000626932,-0.0128614735,0.0,0.0
343225882,0.0086078085,-0.019538375,0.005166339,0.00062649243,-0.012976094,0.0,0.0
343257915,0.01735392,-0.008395396,0.008882304,0.0006257022,-0.013093231,0.0,0.0
343289937,0.0008866687,-0.009954066,-0.00263126,0.0006292431,-0.013215385,0.0,0.0
343321875,0.011290589,0.0072281035,0.0040775877,0.00062655803,-0.013343978,0.0,0.0
343353894,0.010861612,0.002801543,0.003108472,0.0006287178,-0.013474654,0.0,0.0
343385913,-0.0014644865,0.008093157,0.0018129582,0.00063911435,-0.013609199,0.0,0.0
343418072,0.016574388,0.005435594,0.00038957584,0.000651117,-0.013746442,0.0,0.0
343449992,-0.004188254,-1.7234124e-06,-0.0061050286,0.00066371454,-0.013880898,0.0,0.0
343481992,0.01274076,0.0017221724,0.004662359,0.0006698165,-0.014015414,0.0,0.0
343513957,0.012670033,-0.0073367953,0.001990004,0.0006654314,-0.014140546,0.0,0.0
343545980,0.018893123,-0.0018981135,0.0021264567,0.00065033446,-0.014261665,0.0,0.0
343578065,0.035225496,-0.009780895,0.004405813,0.00062555715,-0.014376225,0.0,0.0
343609963,0.011470272,-0.004887604,0.0022565583,0.0006039319,-0.014488888,0.0,0.0
343641988,0.028233983,-0.00552643,0.0038991324,0.0005826271,-0.014605184,0.0,0.0
343673852,-0.00076684693,-0.00023923116,0.004848283,0.0005655185,-0.014726315,0.0,0.0
343705912,0.010753264,0.011995433,0.00040713302,0.00054503325,-0.014853045,0.0,0.0
343737826,-0.0012345708,0.0068771807,0.0072387983,0.0005284307,-0.014981407,0.0,0.0
343769993,-0.0011824569,0.020555,0.007115675,0.0005168991,-0.015117205,0.0,0.0
343801855,0.009712494,0.015880113,0.0057809623,0.00050767313,-0.015256736,0.0,0.0
343833926,-0.009695813,0.008858223,0.0028584125,0.0004991571,-0.015397041,0.0,0.0
343865896,0.0123455785,0.009754464,0.0029779307,0.00048758212,-0.015536092,0.0,0.0
343898020,-0.009427288,0.0021189135,0.003980367,0.00047742054,-0.015668256,0.0,0.0
343929938,0.0019655125,0.009415187,0.004611084,0.00046517333,-0.015799854,0.0,0.0
343961962,0.004479817,-0.005238575,0.00010695454,0.00045914922,-0.015923664,0.0,0.0
343993978,-0.015368249,-0.008564679,0.0022305422,0.00045400424,-0.016042393,0.0,0.0
344025911,0.019191394,-0.006070387,0.0009177053,0.0004429806,-0.016160242,0.0,0.0
344058049,-0.012361153,-0.00022155338,0.0023299835,0.00043907607,-0.01628496,0.0,0.0
344089964,0.005796618,0.0014465064,-0.000749018,0.00043231988,-0.016411476,0.0,0.0
344121903,0.011415354,-0.005016985,-0.0038221683,0.0004203387,-0.0165312,0.0,0.0
344153944,0.01216996,-0.0025351804,-0.002256827,0.00040224826,-0.016650021,0.0,0.0
344185869,0.011486492,-0.01030263,0.0062891757,0.00039073534,-0.016767032,0.0,0.0
344218000,-0.0061444193,-0.0036501018,0.0046394323,0.00038352597,-0.016884942,0.0,0.0
344249898,0.0104976855,-0.0030487336,0.0014359216,0.00037623098,-0.017001553,0.0,0.0
344278809,0.001552914,-0.0025058116,0.0018077659,0.00037563674,-0.017106308,0.0,0.0
344310688,0.0026340089,-0.00690637,0.0026602028,0.00036378356,-0.017222378,0.0,0.0
344342785,0.017355843,-0.010023043,-1.8298102e-05,0.0003328604,-0.017345889,0.0,0.0
344374707,0.010955455,-0.010130004,-0.00079237175,0.00028651007,-0.0174758,0.0,0.0
344406719,-0.0009195743,-0.0069317883,0.004054667,0.000230753,-0.01761142,0.0,0.0
344438742,0.00044041697,-0.021412607,0.0023593588,0.0001731556,-0.01774584,0.0,0.0
344470753,-0.03594913,-0.032876,0.0050996454,0.00013553623,-0.017875962,0.0,0.0
344502729,-0.03724096,-0.021620978,0.007417889,0.00011516226,-0.018009532,0.0,0.0
344534795,-0.051242188,-0.025349472,0.0017714275,0.00011336675,-0.018144319,0.0,0.0
344566710,-0.05233634,-0.038055126,0.011823234,0.00011588334,-0.018272944,0.0,0.0
344598760,-0.04829365,-0.05121749,0.009206789,0.00012508474,-0.018388284,0.0,0.0
344630740,-0.054338973,-0.052213877,0.01845481,0.00013747616,-0.0184928,0.0,0.0
344662737,-0.030693216,-0.04534143,0.021999547,0.00014839589,-0.018590644,0.0,0.0
344694766,-0.027840037,-0.038796857,0.023121534,0.00016420516,-0.018678185,0.0,0.0
344726718,-0.0251708,-0.027848734,0.028310454,0.00017924079,-0.0187608,0.0,0.0
344758811,0.00052488537,-0.030045383,0.037709784,0.00020143687,-0.018842412,0.0,0.0
344790653,-0.008775332,-0.01646284,0.03713307,0.0002303528,-0.018924829,0.0,0.0
344822754,0.014843889,-0.012472891,0.0462006,0.00025153704,-0.018998742,0.0,0.0
344854702,0.015759327,-0.01490075,0.04471535,0.0002653037,-0.019069167,0.0,0.0
344886771,0.032446664,-0.002458578,0.042075776,0.00026337046,-0.019139817,0.0,0.0
344918816,0.04345724,0.009168237,0.05388059,0.0002510337,-0.019210635,0.0,0.0
344950838,0.02524996,0.02195939,0.0525107,0.00024434246,-0.01928784,0.0,0.0
344982704,0.049239323,0.025169438,0.053868834,0.00023704242,-0.019364709,0.0,0.0
345014735,0.042400762,0.030188048,0.052605126,0.00022912293,-0.019445153,0.0,0.0
345046664,0.047474347,0.037607312,0.05147954,0.00021347463,-0.019522576,0.0,0.0
345078839,0.056592066,0.027733123,0.054518517,0.00019486243,-0.019597795,0.0,0.0
345110704,0.036898986,0.037043285,0.048407223,0.000178988,-0.019678304,0.0,0.0
345142785,0.04298458,0.037682816,0.048629988,0.00016042918,-0.019761063,0.0,0.0
345174746,0.022089599,0.036373775,0.04176781,0.00014679616,-0.01984269,0.0,0.0
345206705,0.031195479,0.04134286,0.042793542,0.00013294937,-0.019928692,0.0,0.0
345238773,0.034840092,0.047775578,0.038013916,0.00011987567,-0.020024164,0.0,0.0
345270835,0.030300882,0.05624659,0.034787253,0.00010678486,-0.02012495,0.0,0.0
345302757,0.046785444,0.03740749,0.03587911,8.6610635e-05,-0.020224856,0.0,0.0
345334744,0.021982512,0.037830938,0.02609959,6.9163616e-05,-0.020326681,0.0,0.0
345366764,0.028303588,0.027169334,0.02526735,4.491561e-05,-0.020423817,0.0,0.0
345398770,0.038652502,0.021727212,0.02092004,1.991295e-05,-0.020519437,0.0,0.0
345430852,0.015843889,0.028103344,0.018435499,-3.7201453e-06,-0.020615807,0.0,0.0
345462745,0.020276802,0.020288093,0.014722749,-2.631098e-05,-0.020706605,0.0,0.0
345654672,-0.0013788474,0.006513234,0.004934909,-9.892888e-05,-0.0212376,0.0,0.0
345686708,-0.001516747,-0.004242101,-0.0010376372,4.335161e-05,-0.021386432,0.0,0.0
345718780,0.04027231,-0.028155966,-0.0039424733,0.00028101157,-0.021566536,0.0,0.0
345750676,0.086313225,-0.074882105,-0.009765383,0.000569934,-0.021746606,0.0,0.0
345782740,0.19282787,-0.11754542,-0.013520972,0.0008470024,-0.021905191,0.0,0.0
345814701,0.32056215,-0.17560849,-0.011872968,0.001084607,-0.022034865,0.0,0.0
345846642,0.43090335,-0.22132672,-0.016056094,0.0012681547,-0.022130288,0.0,0.0
345878739,0.50391555,-0.23619407,-0.026851758,0.0013940114,-0.022196421,0.0,0.0
345910740,0.5381172,-0.23759705,-0.018078236,0.0014739542,-0.0222513,0.0,0.0
345942811,0.59203386,-0.22153397,-0.018817151,0.0015142272,-0.022311972,0.0,0.0
345974844,0.6402464,-0.1989545,-0.018474841,0.001512624,-0.022388412,0.0,0.0
346006700,0.62117285,-0.16679904,-0.023069207,0.001478788,-0.022487177,0.0,0.0
346038819,0.59979916,-0.1518499,-0.0127493795,0.0014269787,-0.022598514,0.0,0.0
346070878,0.57385737,-0.1689212,-0.012192427,0.0013793337,-0.02270367,0.0,0.0
346102774,0.55915105,-0.18096063,-0.004946339,0.0013307165,-0.022796042,0.0,0.0
346134697,0.5050385,-0.17331184,-0.012589937,0.0012974363,-0.022878021,0.0,0.0
346166747,0.48190695,-0.16409439,-0.013424291,0.001273536,-0.022954103,0.0,0.0
346198784,0.4656127,-0.15033193,-0.009960051,0.0012519767,-0.023032552,0.0,0.0
346230763,0.41706225,-0.1426418,-0.005828549,0.0012427305,-0.023115434,0.0,0.0
346262699,0.41334382,-0.114408545,-0.007620167,0.0012370433,-0.023208981,0.0,0.0
346294754,0.38448638,-0.11492864,-0.0031637852,0.0012278295,-0.02330292,0.0,0.0
346326707,0.3602448,-0.1077804,-0.0033846977,0.0012203075,-0.023397682,0.0,0.0
346358857,0.32397935,-0.092831254,0.006897045,0.0012255058,-0.02349878,0.0,0.0
346390729,0.3322497,-0.08325358,0.004086089,0.0012280445,-0.023607174,0.0,0.0
346422633,0.29809237,-0.07667052,0.0049026087,0.0012288095,-0.02372476,0.0,0.0
346454746,0.28809568,-0.055310305,-0.00048534438,0.001227158,-0.023859262,0.0,0.0
346486754,0.28193846,-0.053556114,0.0059537753,0.001221692,-0.023999205,0.0,0.0
346518818,0.2577415,-0.04706425,0.013584642,0.0012235612,-0.024148028,0.0,0.0
346550721,0.23871775,-0.029993353,0.0087785935,0.0012359456,-0.02431823,0.0,0.0
346582741,0.21885665,-0.036111433,0.0068574916,0.0012491223,-0.024499893,0.0,0.0
346614750,0.19948684,-0.016096994,0.011676741,0.0012734212,-0.02469708,0.0,0.0
346646727,0.17610103,-0.015821831,0.011059566,0.0013142278,-0.024907054,0.0,0.0
346678704,0.15486869,-0.008505607,0.003087605,0.0013432892,-0.025114613,0.0,0.0
346710743,0.118969694,-0.007636475,0.011949105,0.0013140374,-0.02529057,0.0,0.0
346742808,0.056550533,-0.0031242138,0.014511929,0.0012467912,-0.025443792,0.0,0.0
346774814,-0.025106685,0.0041542314,-0.0017288565,0.001185606,-0.025589505,0.0,0.0
346806710,-0.1314381,0.04544747,0.002190161,0.0011531845,-0.025737645,0.0,0.0
346838803,-0.18503489,0.07739356,0.012270329,0.0011489347,-0.025891254,0.0,0.0
346870900,-0.27786747,0.09426248,0.007432856,0.0011896152,-0.026065726,0.0,0.0
346902781,-0.34090912,0.11552896,-0.0035214531,0.0012767868,-0.026252838,0.0,0.0
346934677,-0.3918589,0.10445731,0.002775506,0.001414766,-0.026444241,0.0,0.0
346966718,-0.41630387,0.10165246,-0.004482726,0.0015883576,-0.026631238,0.0,0.0
346998700,-0.42690262,0.11420036,-0.010758968,0.0017893652,-0.026825575,0.0,0.0
347030683,-0.4278035,0.12630701,-0.0035337394,0.002023564,-0.02702435,0.0,0.0
347062672,-0.4145451,0.11799407,-0.0129751535,0.002268596,-0.02722851,0.0,0.0
347094682,-0.4502628,0.13350269,-0.01613148,0.0025349136,-0.0274391,0.0,0.0
347126710,-0.38454655,0.12365295,-0.025726758,0.0027951985,-0.027654221,0.0,0.0
347158788,-0.34678334,0.10539648,-0.03186026,0.0030657705,-0.027875679,0.0,0.0
347190696,-0.34273776,0.10898082,-0.024528157,0.0033494518,-0.028097548,0.0,0.0
347222764,-0.33812007,0.09998014,-0.032245677,0.0036378386,-0.028318446,0.0,0.0
347254731,-0.32488978,0.10448483,-0.0094810845,0.003930706,-0.02855872,0.0,0.0
347286751,-0.27824113,0.083438225,-0.030158069,0.0042165816,-0.028807288,0.0,0.0
347318785,-0.26582247,0.09211971,-0.027417341,0.004503193,-0.02906151,0.0,0.0
347350704,-0.2508329,0.06927582,-0.045767803,0.004790246,-0.02931,0.0,0.0
347382784,-0.25527123,0.051711004,-0.038382217,0.005072486,-0.029552925,0.0,0.0
347414752,-0.23320316,0.043675467,-0.048515562,0.005355722,-0.0297904,0.0,0.0
347446751,-0.2501664,0.06149182,-0.05081384,0.0056469813,-0.030046538,0.0,0.0
347478713,-0.26944602,0.067124866,-0.04748389,0.00595864,-0.030318694,0.0,0.0
347510784,-0.24745548,0.043229394,-0.07058781,0.0062811635,-0.030586537,0.0,0.0
347542806,-0.23853268,0.037013143,-0.056685776,0.006616274,-0.030852703,0.0,0.0
347574740,-0.24370456,0.027631424,-0.06941669,0.0069708982,-0.031125395,0.0,0.0
347606710,-0.22284354,0.020610193,-0.08778082,0.007350047,-0.031410255,0.0,0.0
347638811,-0.19965445,-0.010621581,-0.08792306,0.007721289,-0.03167148,0.0,0.0
347670849,-0.20011085,-0.04447328,-0.100364625,0.008114734,-0.031886168,0.0,0.0
347702872,-0.2095053,-0.040737297,-0.07795976,0.008530111,-0.032078497,0.0,0.0
347734723,-0.22705054,-0.029879693,-0.07818294,0.008985932,-0.032259386,0.0,0.0
347766715,-0.23068427,-0.028053584,-0.08824904,0.009471209,-0.032426182,0.0,0.0
347799680,-0.1890712,-0.028991936,-0.064801276,0.00997425,-0.03259229,0.0,0.0
347831531,-0.17701979,0.029595036,-0.06853127,0.010476964,-0.03277981,0.0,0.0
347863540,-0.12881301,0.05728389,-0.057941563,0.0110068945,-0.0329911,0.0,0.0
347895605,-0.07690382,0.050899107,-0.065405235,0.011542769,-0.033203114,0.0,0.0
347927583,-0.07507721,0.024187779,-0.062719,0.01206355,-0.03340853,0.0,0.0
347959603,-0.08978045,0.026389454,-0.046898063,0.0125617385,-0.03362311,0.0,0.0
347991549,-0.07070253,0.003850577,-0.04658285,0.0130694555,-0.033830617,0.0,0.0
348023497,-0.0017830802,-0.024748033,-0.05772501,0.013543749,-0.03400141,0.0,0.0
348055511,0.051361904,-0.029131949,-0.05331568,0.0139753185,-0.034120716,0.0,0.0
348087524,-0.0302875,-0.018831152,-0.035142757,0.014412138,-0.034221306,0.0,0.0
348119535,5.380716e-07,-0.0042203534,-0.029025078,0.01484495,-0.034344397,0.0,0.0
348151492,0.028458918,0.0075758942,-0.013171788,0.015258571,-0.034475517,0.0,0.0
348183568,-0.004794065,0.020674216,-0.011802986,0.015657336,-0.03459227,0.0,0.0
348215517,-0.025149709,0.01725943,0.005559638,0.016074711,-0.03469811,0.0,0.0
348247518,-0.08489984,0.016813118,-0.017096799,0.016525133,-0.034820676,0.0,0.0
348283574,-0.03167556,0.038484585,0.021215603,0.017035827,-0.0349739,0.0,0.0
348315510,-0.055251032,-0.0076039284,0.008709424,0.017458934,-0.035075214,0.0,0.0
348347616,-0.06598106,0.062905855,0.013899453,0.01786545,-0.035175424,0.0,0.0
348379537,-0.03229724,0.046718646,0.03572943,0.018315766,-0.035284616,0.0,0.0
348411602,-0.06305648,0.019436346,0.0314976,0.018780956,-0.03540716,0.0,0.0
348439599,-0.034528524,0.039692383,0.04138482,0.01914683,-0.03550966,0.0,0.0
348471663,0.049030736,0.017907407,0.033518996,0.019542871,-0.035606608,0.0,0.0
348503566,0.058517795,0.010422313,0.043215398,0.019939551,-0.035683997,0.0,0.0
348535551,-0.050083417,-0.004633015,0.04639406,0.020361368,-0.03576604,0.0,0.0
348567534,-0.06491861,0.075211965,0.052426334,0.020785214,-0.035867058,0.0,0.0
348599591,0.07171913,0.06615852,0.04293698,0.021154897,-0.035978433,0.0,0.0
348631519,0.05954934,0.0494612,0.053770732,0.021493997,-0.036105216,0.0,0.0
348663432,0.07717418,0.08974229,0.04806929,0.021810116,-0.036247667,0.0,0.0
348695578,-0.0038733329,0.091753915,0.050759092,0.022163102,-0.036416408,0.0,0.0
348727596,-0.1098864,0.11172618,0.055871144,0.022535186,-0.036616143,0.0,0.0
348759631,0.012391042,0.11508941,0.039066717,0.022851512,-0.036813077,0.0,0.0
348791651,0.0300262,0.1151879,0.037001293,0.023135414,-0.037009403,0.0,0.0
348823566,-0.03774447,0.037338976,0.05493683,0.023422197,-0.037192065,0.0,0.0
348855567,-0.091504514,0.066855766,0.06286037,0.023720248,-0.03738987,0.0,0.0
348887510,-0.09252455,0.09382657,0.032566603,0.02407486,-0.03761143,0.0,0.0
348919625,-0.08104473,0.08816797,0.029964603,0.024495263,-0.03786167,0.0,0.0
348951569,-0.11626202,0.045760036,0.02349938,0.024920093,-0.038125336,0.0,0.0
348983466,-0.085618824,0.0039060544,0.023756295,0.025316184,-0.038361285,0.0,0.0
349015517,-0.018925732,-0.0055551697,0.028525267,0.025697349,-0.03857273,0.0,0.0
349047570,0.00796195,-0.0060385917,0.047619637,0.02606467,-0.038742032,0.0,0.0
349083604,-0.03529328,-0.07554787,0.024605026,0.02648404,-0.038890038,0.0,0.0
349115554,-0.044668518,-0.030944968,0.016300768,0.026905946,-0.039037127,0.0,0.0
349143695,-0.10579555,-0.056657787,0.022669625,0.027303793,-0.039161317,0.0,0.0
349175523,0.031800177,-0.05591748,0.009368639,0.027699567,-0.039300963,0.0,0.0
349207455,0.018399654,-0.057409782,0.0030898824,0.028083822,-0.03943621,0.0,0.0
349239555,-0.073316574,-0.08481515,0.016128657,0.02846989,-0.039543323,0.0,0.0
349271651,-0.102089666,-0.047823712,0.030409724,0.028904825,-0.039624926,0.0,0.0
349303512,-0.08194552,-0.010533804,0.021472668,0.029386478,-0.03971954,0.0,0.0
349335555,-0.048711322,-0.013155227,0.014223268,0.029834457,-0.03982757,0.0,0.0
349371508,0.12935735,0.016842347,0.013575627,0.030205429,-0.039963625,0.0,0.0
349403523,0.06744733,-0.020462383,0.0021168943,0.030511413,-0.040082876,0.0,0.0
349435528,0.019230608,-0.026129145,0.03527688,0.030828396,-0.040200096,0.0,0.0
349467605,-0.045537554,0.043166183,0.020790173,0.031205809,-0.04032902,0.0,0.0
349499639,-0.084742785,0.0486172,0.00429196,0.031633753,-0.040469203,0.0,0.0
349531475,-0.024416018,-0.020157956,0.0008132666,0.032045443,-0.0406058,0.0,0.0
349563825,0.019612327,-0.051068056,0.01721155,0.032386936,-0.040718842,0.0,0.0
349595564,0.06700989,-0.033383016,-0.0016164947,0.032726772,-0.040800735,0.0,0.0
349627538,0.022934575,-0.010664384,-0.011442888,0.03308979,-0.04087609,0.0,0.0
349659561,-0.092261985,-0.0037629604,-0.00045388273,0.033521492,-0.040964536,0.0,0.0
349691581,-0.079003565,0.06901681,0.013129507,0.034010362,-0.04111359,0.0,0.0
349723563,0.07916433,0.08940201,0.013336391,0.034417693,-0.041285105,0.0,0.0
349751585,0.11492992,0.083675735,-0.014016722,0.034731604,-0.0414501,0.0,0.0
349783601,0.08736191,0.04082566,0.004597946,0.03504896,-0.04162885,0.0,0.0
349815640,-0.032891598,-0.0062351935,-0.02292747,0.035427783,-0.04178698,0.0,0.0
349847504,-0.06834944,0.054744594,0.03582281,0.03586999,-0.041948404,0.0,0.0
349883420,0.04086833,0.0040935297,-0.0015590382,0.036344357,-0.042135723,0.0,0.0
349915523,0.09648855,0.04174934,0.023108663,0.036709182,-0.042309355,0.0,0.0
349947511,0.06674355,0.04615327,0.024297377,0.037024487,-0.04248053,0.0,0.0
349979466,-0.018674813,0.056628242,0.039544094,0.037334904,-0.042690016,0.0,0.0
350011530,-0.051626027,0.08910544,0.049311817,0.037681945,-0.042913206,0.0,0.0
350043451,0.07282477,0.0031220089,0.008851056,0.037971012,-0.04308774,0.0,0.0
350075518,0.07469747,-0.07915856,0.021325806,0.03821692,-0.04320678,0.0,0.0
350107551,0.13696566,-0.037562527,0.02558431,0.038421225,-0.043313,0.0,0.0
350139609,0.037234616,0.0005059692,0.02041685,0.03868277,-0.043468464,0.0,0.0
350171550,0.017527064,0.025465023,0.035526596,0.038945977,-0.04368975,0.0,0.0
350203505,0.09765511,0.12169208,0.02453562,0.03914097,-0.04397521,0.0,0.0
350235615,0.14148887,0.10562225,0.022686321,0.039319567,-0.044291392,0.0,0.0
