timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
494813507,inf,0,0,0,0
495830579,inf,0,0,0,0
496838147,inf,0,0,0,0
497848961,inf,0,0,0,0
498865583,inf,0,0,0,0
499870925,inf,0,0,0,0
500886025,inf,0,0,0,0
501900544,inf,0,0,0,0
502914559,inf,0,0,0,0
503915592,inf,0,0,0,0
506971630,inf,0,0,0,0
507989548,inf,0,0,0,0
509004478,inf,0,0,0,0
510021020,inf,0,0,0,0
511025723,inf,0,0,0,0
512044333,inf,0,0,0,0
513066643,inf,0,0,0,0
514074924,inf,0,0,0,0
515090400,inf,0,0,0,0
516105189,inf,0,0,0,0
517110942,inf,0,0,0,0
518125560,inf,0,0,0,0
519132066,inf,0,0,0,0
520147555,inf,0,0,0,0
521160478,inf,0,0,0,0
522182394,inf,0,0,0,0
523200610,inf,0,0,0,0
524215711,inf,0,0,0,0
525226847,inf,0,0,0,0
526226911,inf,0,0,0,0
527240602,inf,0,0,0,0
528252704,inf,0,0,0,0
529265131,inf,0,0,0,0
530274867,inf,0,0,0,0
531277962,inf,0,0,0,0
532285717,inf,0,0,0,0
533295613,inf,0,0,0,0
534306767,inf,0,0,0,0
535323072,inf,0,0,0,0
536334560,inf,0,0,0,0
537344512,inf,0,0,0,0
538355749,inf,0,0,0,0
539372442,inf,0,0,0,0
540390063,inf,0,0,0,0
541405507,inf,0,0,0,0
542416480,inf,0,0,0,0
543434584,inf,0,0,0,0
544438214,inf,0,0,0,0
545454568,inf,0,0,0,0
546463635,inf,0,0,0,0
547471630,inf,0,0,0,0
548482579,inf,0,0,0,0
549499184,inf,0,0,0,0
550506987,inf,0,0,0,0
551523636,inf,0,0,0,0
552541233,inf,0,0,0,0
553557488,inf,0,0,0,0
554563645,inf,0,0,0,0
555564481,inf,0,0,0,0
556571074,inf,0,0,0,0
557573442,inf,0,0,0,0
558394068,inf,0,0,1,0
558457249,inf,0,0,0,0
559458977,inf,0,0,0,0
560477265,inf,0,0,0,0
561494888,inf,0,0,0,0
562495579,inf,0,0,0,0
563498837,inf,0,0,0,0
564506946,inf,0,0,0,0
565508370,inf,0,0,0,0
566527528,inf,0,0,0,0
567544145,inf,0,0,0,0
568547629,inf,0,0,0,0
569560639,inf,0,0,0,0
570578173,inf,0,0,0,0
571578910,inf,0,0,0,0
572581265,inf,0,0,0,0
573594035,inf,0,0,0,0
574614602,inf,0,0,0,0
575631592,inf,0,0,0,0
576646064,inf,0,0,0,0
577663551,inf,0,0,0,0
578664478,inf,0,0,0,0
579666877,inf,0,0,0,0
580675224,inf,0,0,0,0
581683118,inf,0,0,0,0
582695936,inf,0,0,0,0
583702918,inf,0,0,0,0
584704620,inf,0,0,0,0
585725478,inf,0,0,0,0
586745739,inf,0,0,0,0
587753490,inf,0,0,0,0
589779557,inf,0,0,0,0
590781976,inf,0,0,0,0
591793826,inf,0,0,0,0
592814351,inf,0,0,0,0
593832504,inf,0,0,0,0
594849504,inf,0,0,0,0
595869509,inf,0,0,0,0
596883193,inf,0,0,0,0
597901478,inf,0,0,0,0
598905480,inf,0,0,0,0
599908006,inf,0,0,0,0
600909607,inf,0,0,0,0
601910069,inf,0,0,0,0
602925721,inf,0,0,0,0
603941827,inf,0,0,0,0
604942595,inf,0,0,0,0
605962796,inf,0,0,0,0
606976504,inf,0,0,0,0
607995030,inf,0,0,0,0
608997491,inf,0,0,0,0
610004478,inf,0,0,0,0
611020483,inf,0,0,0,0
612032821,inf,0,0,0,0
613044527,inf,0,0,0,0
614045346,inf,0,0,0,0
615065356,inf,0,0,0,0
616076808,inf,0,0,0,0
617085806,inf,0,0,0,0
618090548,inf,0,0,0,0
619098795,inf,0,0,0,0
620107588,inf,0,0,0,0
621112489,inf,0,0,0,0
622113489,inf,0,0,0,0
623129519,inf,0,0,0,0
624133527,inf,0,0,0,0
625151062,inf,0,0,0,0
626166234,inf,0,0,0,0
627176806,inf,0,0,0,0
628197142,inf,0,0,0,0
629206058,inf,0,0,0,0
630219558,inf,0,0,0,0
631227616,inf,0,0,0,0
632239754,inf,0,0,0,0
633246865,inf,0,0,0,0
634261478,inf,0,0,0,0
635281478,inf,0,0,0,0
636301487,inf,0,0,0,0
637321495,inf,0,0,0,0
638341493,inf,0,0,0,0
639354598,inf,0,0,0,0
640360733,inf,0,0,0,0
641377635,inf,0,0,0,0
642382393,inf,0,0,0,0
643386855,inf,0,0,0,0
645420478,inf,0,0,0,0
646440719,inf,0,0,0,0
647457478,inf,0,0,0,0
648457482,inf,0,0,0,0
649475005,inf,0,0,0,0
650476304,inf,0,0,0,0
651481327,inf,0,0,0,0
652484540,inf,0,0,0,0
653489945,inf,0,0,0,0
654490300,inf,0,0,0,0
655500478,inf,0,0,0,0
656507560,inf,0,0,0,0
657512506,inf,0,0,0,0
658523567,inf,0,0,0,0
659535138,inf,0,0,0,0
660545478,inf,0,0,0,0
661559724,inf,0,0,0,0
662561508,inf,0,0,0,0
663568812,inf,0,0,0,0
664583551,inf,0,0,0,0
665583589,inf,0,0,0,0
666594615,inf,0,0,0,0
667608512,inf,0,0,0,0
668611688,inf,0,0,0,0
669628561,inf,0,0,0,0
670641478,inf,0,0,0,0
671651098,inf,0,0,0,0
672660481,inf,0,0,0,0
673677184,inf,0,0,0,0
674696665,inf,0,0,0,0
675710602,inf,0,0,0,0
676719594,inf,0,0,0,0
677734344,inf,0,0,0,0
678754814,inf,0,0,0,0
679771038,inf,0,0,0,0
680780512,inf,0,0,0,0
681791693,inf,0,0,0,0
682805516,inf,0,0,0,0
683818875,inf,0,0,0,0
684820662,inf,0,0,0,0
685828601,inf,0,0,0,0
686837382,inf,0,0,0,0
687857950,inf,0,0,0,0
688872480,inf,0,0,0,0
689886142,inf,0,0,0,0
690886168,inf,0,0,0,0
691903655,inf,0,0,0,0
692916519,inf,0,0,0,0
693928420,inf,0,0,0,0
694931003,inf,0,0,0,0
695945044,inf,0,0,0,0
696948647,inf,0,0,0,0
697965409,inf,0,0,0,0
698985719,inf,0,0,0,0
701018850,inf,0,0,0,0
702037171,inf,0,0,0,0
703044608,inf,0,0,0,0
704053021,inf,0,0,0,0
705061480,inf,0,0,0,0
706079639,inf,0,0,0,0
707088945,inf,0,0,0,0
708097190,inf,0,0,0,0
709117273,inf,0,0,0,0
710135604,inf,0,0,0,0
711151317,inf,0,0,0,0
712170594,inf,0,0,0,0
713180498,inf,0,0,0,0
714184507,inf,0,0,0,0
715200479,inf,0,0,0,0
716211064,inf,0,0,0,0
717036730,inf,0,0,1,0
717097309,inf,0,0,0,0
717564525,inf,0,0,1,0
717854530,inf,0,0,0,1
718188475,inf,1,0,0,0
719196522,inf,1,0,0,0
720215560,inf,1,0,0,0
721234090,inf,1,0,0,0
722251559,inf,1,0,0,0
723267581,inf,1,0,0,0
724278957,inf,1,0,0,0
