timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
355817421,37.24665706701585,126.66718804215394,14.607847,-0.0,5.2307363,0.27759328,-0.2853929,-1.2361705,1.1050903,1.4769638,0.0,2,0,0,0
356021751,37.24666680399445,126.66718871247957,14.623953,-0.0,5.2280464,0.27208963,-0.308844,-1.2330247,1.1050949,1.4767932,0.0,2,0,0,0
356221739,37.24667635626743,126.66718926529465,14.672448,-0.0,5.228236,0.27216023,-0.29516873,-1.2293878,1.1050569,1.4766197,0.0,2,0,0,0
356425441,37.24668626680213,126.66718980889544,14.705895,-0.0,5.23466,0.26692677,-0.22490239,-1.2257701,1.1059585,1.4766068,0.0,2,0,0,0
356625587,37.246696028893005,126.66719041706297,14.737884,-0.0,5.2388067,0.27134347,-0.2279689,-1.2232872,1.095724,1.4765369,0.0,2,0,0,0
356829384,37.24670599013253,126.66719101145597,14.78247,-0.0,5.2026477,0.26673856,-0.24040315,-1.22029,1.1065085,1.4768844,0.0,2,0,0,0
357029340,37.24671549540575,126.66719153498217,14.827864,-0.0,5.1602316,0.25223097,-0.22077355,-1.2154424,1.1064144,1.4767286,0.0,2,0,0,0
357233367,37.246725148196454,126.66719211518854,14.866917,-0.0,5.143211,0.23115206,-0.18116507,-1.2101111,1.1066409,1.4766703,0.0,2,0,0,0
357433466,37.246734572883945,126.66719265148772,14.894997,-0.0,5.1734905,0.23440257,-0.10877011,-1.2037681,1.0954514,1.4765809,0.0,2,0,0,0
357637750,37.24674434362005,126.66719315603311,14.908406,-0.0,5.1958094,0.23722932,-0.063930996,-1.1992946,1.0951875,1.476707,0.0,2,0,0,0
357841986,37.24675419525065,126.66719365465828,14.9100275,-0.0,5.196566,0.2612531,-0.033911146,-1.1958518,1.0952709,1.4766378,0.0,2,0,0,0
358041804,37.24676371146758,126.66719425577504,14.908284,-0.0,5.1199126,0.28194308,-0.0076146056,-1.1969581,1.0949559,1.4767281,0.0,2,0,0,0
358241773,37.24677299892942,126.66719496252689,14.940596,-0.0,4.940707,0.3019998,-0.050768647,-1.202388,1.0946301,1.4765512,0.0,2,0,0,0
358446287,37.246782156850315,126.66719562173797,14.964941,-0.0,4.7068067,0.3132806,0.023056507,-1.2065922,1.0943291,1.4766619,0.0,2,0,0,0
358646730,37.2467906824014,126.6671963172578,14.963704,-0.0,4.4378695,0.30672145,0.038793623,-1.2118222,1.093912,1.4767551,0.0,2,0,0,0
358846581,37.246798591912516,126.66719696721906,14.960623,-0.0,4.02197,0.25010693,0.06291809,-1.2170638,1.0934569,1.4768405,0.0,2,0,0,0
359050207,37.24680576380186,126.66719738775294,14.959552,-0.0,3.4355292,0.095727965,0.013215232,-1.2209401,1.0933496,1.4767411,0.0,2,0,0,0
359250186,37.24681163959564,126.6671974012232,14.972108,-0.0,2.781536,-0.0948262,0.09463058,-1.2238779,1.09276,1.4765558,0.0,2,0,0,0
359654230,37.24682006816302,126.66719627928605,14.947692,-0.0,1.6081246,-0.45435795,0.083721854,-1.2334869,1.09165,1.4765241,0.0,2,0,0,0
359858250,37.246822879435264,126.66719529460889,14.92101,-0.0,1.1518755,-0.59697324,0.068238005,-1.2262509,1.0914704,1.4764812,0.0,2,0,0,0
360062543,37.24682480529378,126.66719405193103,14.880102,-0.0,0.75301015,-0.73398846,0.06145118,-1.2189914,1.0908722,1.4763546,0.0,2,0,0,0
360266315,37.2468259799452,126.66719242222416,14.831379,-0.0,0.41935813,-0.92458206,0.006970819,-1.2099017,1.0905596,1.4763418,0.0,2,0,0,0
360466181,37.246826575985,126.66719034555173,14.795767,-0.0,0.15302937,-1.2222848,-0.040040206,-1.1967936,1.0899465,1.4764836,0.0,2,0,0,0
360670384,37.246826746831466,126.66718738213233,14.753903,-0.0,-0.032985125,-1.6747786,-0.051702444,-1.1919355,1.0893942,1.4763459,0.0,2,0,0,0
360874181,37.24682659101255,126.66718326113235,14.709498,-0.0,-0.14469303,-2.2189205,-0.089810915,-1.2013152,1.089213,1.4765986,0.0,2,0,0,0
361074403,37.246826234981484,126.66717806886221,14.675296,-0.0,-0.21460605,-2.7197864,-0.1315707,-1.2178285,1.0886341,1.4764718,0.0,2,0,0,0
361278575,37.24682571805325,126.6671717525394,14.670883,-0.0,-0.28577074,-3.1193485,-0.19281991,-1.2296574,1.0880659,1.4763513,0.0,2,0,0,0
361478607,37.24682502204531,126.66716482060254,14.699965,-0.0,-0.34655493,-3.3966548,-0.24147494,-1.2330841,1.0875002,1.4765085,0.0,2,0,0,0
