timestamp,roll,pitch,yaw,thrust
342138017,0.013354175,-0.13326351,0.57997644,0.43650928
342169797,-0.0024310874,-0.14209615,0.5802355,0.43655095
342201915,0.01879884,-0.14527857,0.58008814,0.43732697
342233839,0.0070941467,-0.14419943,0.5795754,0.43780038
342265972,0.0130915465,-0.14598808,0.5781504,0.43767175
342297939,0.0010887997,-0.15101789,0.57628614,0.4373372
342329800,0.0006869098,-0.14932965,0.57490915,0.43800133
342361910,-0.0042006276,-0.15210459,0.57262826,0.4376384
342394014,-0.013613131,-0.15103363,0.5706073,0.43758428
342425793,-0.008461242,-0.15384765,0.56803715,0.4375671
342458019,-0.011648539,-0.15034664,0.56543475,0.43683594
342489918,-0.01002926,-0.14948751,0.5632009,0.4379032
342521792,-0.0105661135,-0.14339665,0.56020707,0.43732998
342553796,-0.0029935916,-0.14013451,0.5574975,0.4384802
342585929,-0.013894865,-0.14058116,0.5544012,0.4383942
342617999,0.00690025,-0.133288,0.55147934,0.43824512
342649795,-0.0052384855,-0.1376082,0.54840434,0.4381741
342681801,0.008603609,-0.13763434,0.5452844,0.43791282
342713924,0.0045354734,-0.13935052,0.54230714,0.43868107
342746003,0.00060598046,-0.1474432,0.53958374,0.4381401
342777798,0.014267518,-0.14754824,0.5368225,0.4389348
342809921,0.011679459,-0.14863683,0.5340706,0.43860433
342841807,0.019936116,-0.14864574,0.5319469,0.43818384
342873965,0.016286347,-0.15173057,0.52944285,0.43810287
342905801,0.01699986,-0.14842312,0.52765006,0.4375304
342937809,0.010364321,-0.15143193,0.52606845,0.43816167
342969914,0.007340811,-0.14708045,0.524496,0.43782634
343001819,0.018413283,-0.14078546,0.5230917,0.4385868
343033960,0.0046439758,-0.14455694,0.5217698,0.43856585
343065811,0.019667221,-0.14405112,0.52014834,0.43869045
343097965,0.0075682667,-0.14542887,0.5189009,0.438481
343129820,0.0023865849,-0.14428635,0.5183631,0.43804103
343161803,0.015014803,-0.14375478,0.5170657,0.4390031
343193920,0.007005631,-0.13981411,0.51589614,0.43837142
343225798,0.01611785,-0.1362121,0.5157428,0.43885833
343257886,0.01163752,-0.13598895,0.5148682,0.43873876
343289908,0.022006199,-0.13154612,0.5144006,0.43857798
343321794,0.009568751,-0.13726138,0.5139717,0.43856373
343353813,0.015810043,-0.13686402,0.5137817,0.43816748
343385808,0.020422544,-0.13269658,0.5138875,0.43820646
343418021,0.012052517,-0.13509364,0.51371765,0.43773925
343449912,0.029943865,-0.13415098,0.5139049,0.43772003
343481949,0.016507493,-0.13633174,0.51357895,0.4373775
343513928,0.017049354,-0.1350185,0.5137806,0.43676865
343545951,0.017416244,-0.13565229,0.5136309,0.43715984
343578022,-0.00018438375,-0.13130432,0.51399034,0.436811
343609934,0.0043003582,-0.12592348,0.51421154,0.4379799
343641861,-0.0012227638,-0.12187957,0.51387364,0.43759787
343673823,0.009275881,-0.1254275,0.5132726,0.43786487
343705801,-0.0056109307,-0.12673359,0.51344985,0.43819746
343737797,0.0033552288,-0.12648112,0.51328105,0.43827176
343769949,-0.007309869,-0.13100854,0.5128901,0.4387742
343801826,-0.011915117,-0.12751827,0.5129182,0.43862593
343833897,-0.0005523278,-0.12764587,0.51297396,0.43898505
343865792,-0.010781249,-0.13227406,0.51227,0.43881944
343897974,-0.00067217456,-0.12858064,0.51220685,0.43915495
343929908,-0.008651409,-0.13616969,0.51181555,0.4391832
343961815,-0.013580773,-0.13277617,0.5117411,0.43872982
343993935,-0.006532074,-0.12736994,0.5117745,0.43921307
344025806,-0.016839568,-0.12981191,0.51165867,0.43842086
344058006,0.0069742333,-0.1300196,0.51143444,0.4388615
344089935,-0.009227176,-0.12622616,0.5115234,0.438483
344121792,-0.007862859,-0.12967172,0.51188993,0.4375907
344153914,-0.007815781,-0.13031653,0.51179713,0.4377674
344185839,-0.012201649,-0.12694216,0.51192397,0.4369168
344217971,-0.0084358845,-0.12370236,0.5125217,0.4373612
344249792,-0.009032645,-0.12044434,0.51240426,0.4369107
344278766,0.0017552397,-0.13058394,0.5119342,0.43393564
344310608,-0.004237808,-0.13416487,0.5119321,0.41593328
344342695,-0.02050281,-0.14148599,0.5114841,0.39710552
344374677,-0.0203003,-0.14700784,0.51089877,0.38109595
344406595,-0.036405355,-0.16272804,0.5100444,0.36579606
344438699,-0.06797341,-0.1558025,0.5101692,0.3522105
344470695,-0.057932097,-0.15204963,0.5101888,0.34064034
344502699,-0.064885415,-0.16765153,0.50884557,0.33062157
344534765,-0.042547546,-0.1675565,0.50822073,0.32409483
344566603,-0.060340174,-0.16464907,0.5070313,0.31686026
344598717,-0.033369545,-0.16272181,0.50610447,0.31210306
344630710,-0.02221343,-0.14761233,0.5044827,0.30830884
344662707,-0.03336838,-0.15219119,0.50263685,0.30604562
344694736,-0.0139073385,-0.12543985,0.50135136,0.30574626
344726610,-0.0021424897,-0.12092557,0.49917477,0.30516723
344758767,-0.0015176904,-0.10084586,0.4968031,0.30569828
344790623,0.02976536,-0.103530854,0.49309272,0.3080486
344822649,0.023935437,-0.09285098,0.4898325,0.31008214
344854597,0.044676382,-0.08053337,0.4862746,0.31317243
344886741,0.03314552,-0.0751657,0.48220548,0.31539446
344918773,0.019688666,-0.05955247,0.4787563,0.31868634
344950593,0.04623364,-0.059430584,0.4739864,0.3227596
344982599,0.025034815,-0.05877133,0.46975735,0.32564703
345014705,0.03381839,-0.04864553,0.4652583,0.32903627
345046635,0.025710782,-0.05003115,0.46116102,0.3322119
345078709,0.015660375,-0.04440781,0.45662636,0.33366838
345110599,0.027796522,-0.051281057,0.45197147,0.3365953
345142729,0.020653185,-0.052371748,0.44813362,0.33853772
345174717,0.028655043,-0.044167373,0.44453022,0.34105062
345206594,0.01599828,-0.054570917,0.44042203,0.34319118
345238730,0.0091018025,-0.051726513,0.4369135,0.3450538
345270724,0.016798357,-0.06130749,0.43357408,0.34812734
345302724,-0.006444391,-0.054324977,0.4313229,0.34845328
345334612,0.022938533,-0.07586157,0.4279566,0.35112306
345366734,0.012299389,-0.06947631,0.42599186,0.3531773
345398727,-0.008277223,-0.06897737,0.42425412,0.3539577
345430823,0.009214542,-0.07946949,0.4221317,0.35634294
345654592,0.0078713,-0.092182696,0.41764534,0.36539268
345686679,0.1972597,-0.17250419,0.41669026,0.36649582
345718736,0.30341482,-0.21841815,0.4179483,0.3664148
345750596,0.42893493,-0.25842378,0.42008352,0.3667091
345782696,0.4794911,-0.2820943,0.4220906,0.36805516
345814620,0.5245361,-0.28240857,0.42594072,0.36813956
345846612,0.56303334,-0.29643896,0.43021166,0.3685364
345878693,0.6117531,-0.30059654,0.43556696,0.3693441
345910710,0.6307175,-0.2918605,0.4405381,0.37257347
345942763,0.6024996,-0.29002926,0.44614035,0.3771891
345974801,0.5819722,-0.28354073,0.45196667,0.3783683
346006595,0.58421916,-0.27821478,0.45832253,0.38147488
346042632,0.54609627,-0.2785888,0.46516,0.3866261
346074604,0.5249619,-0.27362996,0.47113806,0.388418
346106606,0.52069616,-0.26862442,0.47725677,0.39125943
346138717,0.48893687,-0.24990886,0.4815424,0.39388743
346170861,0.45675308,-0.2473065,0.48743927,0.39523143
346202596,0.44945675,-0.23373888,0.49186087,0.39892334
346234595,0.42077243,-0.23400241,0.49645302,0.4022919
346262595,0.3927746,-0.2265385,0.499851,0.40491712
346294607,0.3801073,-0.21645445,0.5033583,0.40641087
346326602,0.35771427,-0.21050693,0.5072122,0.41013113
346358813,0.3504002,-0.2094476,0.511369,0.4113922
346390700,0.31619173,-0.20401292,0.51409894,0.41305786
346422599,0.31807378,-0.20862925,0.51872885,0.41601184
346454640,0.2887358,-0.20200342,0.5203297,0.41822335
346486725,0.2735366,-0.2096501,0.5242851,0.41954568
346518723,0.25083247,-0.20816179,0.5261878,0.4234453
346550616,0.23866764,-0.21628745,0.52935576,0.42666766
346582712,0.23740107,-0.21565042,0.5311893,0.4280112
346614721,0.20753743,-0.2279842,0.53413963,0.43093634
346646621,0.2117301,-0.22609887,0.53455436,0.4328057
346678597,0.14579311,-0.20947474,0.5303254,0.4317065
346710714,0.04508711,-0.18038926,0.52236676,0.4298364
346742779,-0.04858555,-0.15263441,0.51498437,0.43103194
346774771,-0.095226385,-0.12963884,0.5085499,0.4299479
346806605,-0.14117414,-0.113534465,0.50326693,0.42663655
346838759,-0.19221224,-0.09943452,0.4968156,0.42519107
346870841,-0.20458758,-0.09468742,0.4916703,0.42629528
346902748,-0.21771508,-0.08976769,0.48560563,0.4267983
346934596,-0.21561685,-0.09501298,0.48194978,0.4252493
346966598,-0.21650854,-0.07641911,0.47539237,0.42304072
346998619,-0.19768608,-0.09396516,0.47360158,0.41943482
347030603,-0.18877932,-0.08910732,0.47006145,0.41540745
347062592,-0.16297948,-0.09233966,0.4678318,0.41478747
347094602,-0.1293209,-0.11183665,0.46714967,0.41269404
347126680,-0.105908886,-0.11499363,0.4660733,0.41112602
347158737,-0.06810601,-0.12993558,0.46555412,0.40692353
347190592,-0.069821015,-0.13632339,0.46593472,0.40409082
347222720,-0.030400047,-0.1453487,0.4659812,0.40230265
347254702,-0.027942155,-0.16755946,0.46777713,0.40091825
347286597,0.02311853,-0.16349575,0.4676151,0.39839232
347318741,0.010157888,-0.1802668,0.47002882,0.3931884
347350599,0.0302554,-0.17807946,0.47113532,0.39006546
347386601,0.09616043,-0.195651,0.4753194,0.38369784
347418714,0.0829368,-0.19726461,0.4790726,0.38073525
347450616,0.11103432,-0.2104208,0.48322976,0.3769504
347482769,0.10052494,-0.19443417,0.4873967,0.37471175
347514606,0.1139534,-0.2218011,0.4931764,0.37148756
347546643,0.14814256,-0.22027926,0.49902636,0.37064672
347578799,0.1514287,-0.22500224,0.5041548,0.3696864
347610748,0.17123432,-0.24610615,0.51045865,0.36606333
347642717,0.20423192,-0.2306924,0.5175625,0.36125386
347674603,0.2269347,-0.22238366,0.52469724,0.358659
347706599,0.2809524,-0.21251544,0.5323014,0.35727182
347738801,0.29241067,-0.19809857,0.540338,0.35166225
347770613,0.33388203,-0.19575568,0.54771453,0.34744176
347799637,0.33003137,-0.18817782,0.5536525,0.35505056
347831396,0.34945,-0.1880662,0.5603493,0.3473755
347863511,0.37984014,-0.16865018,0.56652576,0.34117785
347895561,0.42418355,-0.17260106,0.57204497,0.33791685
347927549,0.47176343,-0.17648897,0.5765312,0.33828267
347959560,0.41719154,-0.19147083,0.58106244,0.3433385
347991401,0.41422653,-0.16084877,0.58519375,0.33812353
348023407,0.45404893,-0.16198802,0.5903617,0.3335905
348055482,0.47896534,-0.16107596,0.5935037,0.33251804
348087395,0.4996511,-0.14897084,0.59548986,0.33332062
348119491,0.42428967,-0.1550662,0.5976715,0.33826292
348151406,0.44138408,-0.12773803,0.5996628,0.33692986
348183539,0.44221166,-0.103110366,0.5993334,0.3316386
348215393,0.36725995,-0.087791674,0.59812313,0.33062473
348247489,0.4347475,-0.09535696,0.5995441,0.33930445
348283545,0.40782082,-0.09772461,0.59829974,0.33343714
348315395,0.42083976,-0.08352627,0.5963043,0.34302947
348347572,0.42898536,-0.06384699,0.5937504,0.33928204
348379426,0.40027872,-0.064862885,0.590636,0.33766508
348411572,0.41889206,-0.082672395,0.58743405,0.3443834
348443531,0.43955642,-0.08495261,0.5843364,0.3401915
348471619,0.40219665,-0.0600454,0.5804079,0.34026727
348503522,0.42902172,-0.076882616,0.5767706,0.33936042
348535522,0.43544933,-0.06344868,0.5705572,0.34773704
348567416,0.41728273,-0.061877392,0.5669408,0.3469678
348599562,0.38476288,-0.065067455,0.5640471,0.34152675
348631396,0.34781533,-0.06328971,0.5576296,0.34779343
348663400,0.3857115,-0.06852825,0.5538502,0.3490381
348695534,0.3768342,-0.10034008,0.5492241,0.35603935
348727567,0.39230567,-0.12434876,0.5438946,0.36726436
348759535,0.3397982,-0.10492712,0.5399737,0.3624702
348791621,0.33239993,-0.11660338,0.5349678,0.3638885
348823537,0.336884,-0.14226145,0.5305334,0.36644164
348855533,0.31313774,-0.14584045,0.52631044,0.3701519
348887392,0.3243917,-0.1687657,0.5240672,0.3695876
348919581,0.3652562,-0.1889118,0.51959544,0.36755872
348951539,0.37733465,-0.20542866,0.5162327,0.3699772
348983437,0.32089043,-0.19456832,0.5140738,0.37330619
349015401,0.31666887,-0.21133816,0.51195365,0.36775357
349047526,0.32616943,-0.19421798,0.50935245,0.3645555
349083407,0.30762747,-0.19065218,0.5070671,0.37063345
349115525,0.347728,-0.18868652,0.50555897,0.36935222
349147580,0.3622632,-0.18049924,0.50241846,0.36308974
349179563,0.3443137,-0.19868656,0.49901232,0.3709244
349211561,0.3742978,-0.18656689,0.49793378,0.37279627
349243532,0.39299875,-0.15183522,0.49851134,0.37010446
349275531,0.42600614,-0.15998088,0.4968703,0.3688265
349307571,0.41892135,-0.13908947,0.49481392,0.37758976
349339585,0.3849284,-0.14248556,0.49331838,0.3724042
349371478,0.38968894,-0.12000681,0.49296826,0.36788628
349403494,0.3671755,-0.12457847,0.49100202,0.36701146
349435498,0.33156455,-0.12231696,0.49049044,0.3728421
349467576,0.38550884,-0.13051479,0.49045473,0.3717638
349499548,0.40623885,-0.11569199,0.4894024,0.3733277
349531393,0.41005665,-0.12968506,0.48747867,0.37462333
349563795,0.3705669,-0.104202226,0.48763126,0.3760448
349595520,0.40466058,-0.11554313,0.4881494,0.36640868
349627434,0.3926555,-0.11110376,0.48908696,0.36419436
349659518,0.39459214,-0.1012851,0.48808816,0.36636898
349691552,0.39852786,-0.11018712,0.4884405,0.36821854
349723534,0.4128909,-0.12114603,0.48805636,0.35847974
349751556,0.40216112,-0.1235155,0.48921293,0.35365146
349783557,0.4143679,-0.12714878,0.48829064,0.35035124
349815568,0.3935908,-0.14104953,0.48916432,0.35215175
349847396,0.39056563,-0.13692884,0.48939076,0.35454783
349883391,0.42440605,-0.15098941,0.48940971,0.34811065
349915414,0.40052682,-0.15409811,0.48873857,0.34800136
349947402,0.40759948,-0.1565698,0.48675463,0.34414586
349979437,0.3617301,-0.18193306,0.4843858,0.35496843
350011501,0.34088194,-0.17631756,0.4835211,0.3504486
350043419,0.3625592,-0.15801477,0.47966596,0.35019445
350075409,0.37332594,-0.18328868,0.47680163,0.35586607
350107522,0.32262015,-0.14988357,0.47620314,0.35243955
350139557,0.36539626,-0.16393386,0.4727186,0.35418722
350171520,0.32075405,-0.19106066,0.46874222,0.35906202
350203397,0.28748292,-0.20518348,0.46655142,0.35518527
350235585,0.2751495,-0.22664931,0.46337652,0.35137632
350267557,0.21453224,-0.23962265,0.45910928,0.35573983
350299561,0.1908336,-0.2402685,0.45467508,0.3633015
350331400,0.22905542,-0.25283775,0.4534581,0.35655305
350363564,0.2239898,-0.25195357,0.44938815,0.35274938
350395554,0.24235241,-0.2347086,0.4449971,0.35822734
350427398,0.14589308,-0.24052885,0.44156373,0.3607732
350459527,0.1599857,-0.21823348,0.43862873,0.35587335
350491591,0.17624302,-0.19414428,0.43386823,0.36198878
350523397,0.18072882,-0.19198774,0.42997712,0.368832
350555392,0.17015733,-0.17336378,0.42976975,0.36553425
350587539,0.19627151,-0.17992505,0.4283422,0.3630869
350619554,0.13585499,-0.16868456,0.42517358,0.3691827
350651400,0.14429797,-0.16067551,0.42418438,0.36957797
350683558,0.17918175,-0.1542922,0.4213184,0.36686695
350715409,0.17674328,-0.16984364,0.4182562,0.37220964
350747538,0.119447924,-0.1439229,0.41939455,0.3709355
350779520,0.13433272,-0.1393132,0.42029485,0.3673217
350811497,0.12242711,-0.13795106,0.4186201,0.36497113
350843507,0.116749555,-0.12479478,0.41825417,0.3723606
350875560,0.121872045,-0.14213678,0.41956764,0.37917253
350907560,0.11534998,-0.10937703,0.42228603,0.37910903
350939525,0.10143977,-0.0956411,0.42325333,0.37590832
350971568,0.08627612,-0.10474284,0.4249445,0.3780778
351003399,0.075278744,-0.11128299,0.42622614,0.38469195
351035623,0.058437716,-0.10566741,0.42885303,0.39063862
351067512,0.08698337,-0.10668726,0.4324637,0.39394844
351099555,0.10849296,-0.10779648,0.43587148,0.3912007
351131521,0.11581986,-0.10229972,0.43931234,0.39285123
351164337,0.15308897,-0.094158985,0.44316292,0.3928886
351196414,0.14101194,-0.10940955,0.44697016,0.39245382
351228200,0.17665474,-0.0895085,0.45197073,0.39117232
351260311,0.16914856,-0.09004125,0.45778912,0.39677423
351292368,0.18317598,-0.08093569,0.46317163,0.39452094
351324366,0.18766934,-0.084629245,0.46819037,0.3901376
351356196,0.1746945,-0.060578693,0.47451967,0.39101523
351388334,0.18697731,-0.07221821,0.47948503,0.3923016
351420360,0.2021812,-0.06905842,0.48423395,0.3942156
351452196,0.21873088,-0.0720405,0.48943773,0.3916276
351484208,0.2414711,-0.0662516,0.4937686,0.388153
351516366,0.24689706,-0.03693784,0.500083,0.383446
351548375,0.22270961,-0.038597506,0.50648344,0.3859711
351580355,0.26788202,-0.044176765,0.5092991,0.385423
351612196,0.17546782,-0.022369176,0.51680636,0.38593963
351644337,0.20223439,-0.027746808,0.520972,0.38488454
351676355,0.18968752,-0.03160572,0.5253654,0.3881799
351708197,0.1927741,-0.03190014,0.52735937,0.38859266
351740365,0.17932126,-0.04038304,0.5309793,0.384099
351772326,0.15291095,-0.015768811,0.53529406,0.3853323
351804301,0.12659977,-0.0382274,0.5369854,0.38769498
351836226,0.14911705,-0.03808699,0.5395092,0.38936839
351868305,0.15703262,-0.06739922,0.54127944,0.389119
351900293,0.1759808,-0.057825394,0.5446644,0.38668022
351932330,0.15413234,-0.053593073,0.54774576,0.38695076
351964340,0.17939351,-0.05595076,0.5491395,0.38451648
351996288,0.19365188,-0.058816727,0.5525041,0.38366792
352028199,0.19476274,-0.08264005,0.55416715,0.38432145
352060387,0.22799519,-0.07764578,0.55663514,0.38380682
352092323,0.22226238,-0.074034326,0.5577369,0.38456824
352124207,0.24654949,-0.070350185,0.5572881,0.3820108
352156203,0.23041937,-0.058050275,0.5604003,0.38543242
352188241,0.26438376,-0.075863786,0.55943996,0.3870173
352220356,0.20237863,-0.05401358,0.5601776,0.38974673
352252198,0.19329265,-0.058439083,0.56134653,0.39425686
352284324,0.1830638,-0.06633754,0.560601,0.39437497
352316209,0.14419222,-0.042794492,0.5622911,0.39632618
352348339,0.14890178,-0.061387695,0.56206554,0.39678952
352380307,0.12924595,-0.039595697,0.5620614,0.40068087
352412256,0.107701756,-0.05009251,0.5627681,0.4055476
352444208,0.104777746,-0.039288234,0.56325364,0.40732792
352476302,0.08969269,-0.026912188,0.5641098,0.40960008
352508201,0.12542535,-0.022961872,0.5644152,0.41051635
352540365,0.1091764,-0.019301634,0.566595,0.4093468
352572349,0.14079246,0.0019948545,0.56900567,0.40714425
352604338,0.16900155,0.007623216,0.57101953,0.40717295
352636252,0.17696956,0.03092179,0.5739587,0.40693986
352664337,0.20727661,0.03571464,0.5749849,0.40493646
352696204,0.1627962,0.043401092,0.57744896,0.40294993
352728201,0.15538026,0.064948276,0.5790138,0.4044824
352760337,0.16590056,0.04535324,0.5787175,0.40368995
352792396,0.119019985,0.058992565,0.5799567,0.4025009
352824218,0.118749395,0.036821544,0.5790056,0.40099746
352856323,0.0952647,0.012164779,0.5809795,0.40159488
352888227,0.090016805,0.008866563,0.5811027,0.39936197
352920386,0.07598383,0.0119110895,0.58193237,0.39694795
352952212,0.09017585,-0.014791665,0.5831689,0.39807993
352984354,0.07630554,-0.018601805,0.5851282,0.3950497
353016196,0.04986904,-0.02425022,0.5873456,0.3933624
353048392,0.079319075,-0.035760418,0.58752143,0.389956
353080356,0.06591328,-0.044661634,0.5902888,0.39104366
353112205,0.10030222,-0.04892263,0.59142464,0.385832
353144354,0.07289763,-0.031941332,0.5941947,0.3839804
353176295,0.09533655,-0.027516134,0.5940098,0.38196665
353208199,0.105816655,-0.027287398,0.5955898,0.38071102
353240285,0.099384144,-0.028541695,0.59604406,0.3785642
353272294,0.08179295,-0.014841352,0.59688157,0.37967268
353304329,0.0962241,-0.008595663,0.59619194,0.37855524
353336213,0.07893038,-0.002260833,0.59680206,0.3827384
353368279,0.089215346,-0.011585297,0.5964507,0.38350728
353400344,0.09919262,-0.013265801,0.5950173,0.38596722
353432317,0.10003756,-0.030780565,0.5940833,0.3882737
353464337,0.12111335,-0.028607657,0.5931792,0.387639
353496199,0.105082616,-0.014987626,0.59361225,0.3874285
353528320,0.1138191,-0.015688524,0.59075433,0.38699526
353560373,0.10688169,-0.0072401296,0.59047085,0.38417682
353592374,0.101742804,-0.0009314331,0.58890426,0.38428196
353624212,0.08527815,0.00023975759,0.5899174,0.3838071
353656198,0.07579784,0.010030098,0.5884685,0.38249725
353688306,0.057548694,0.021091197,0.58794713,0.38496068
353720398,0.078249045,0.016689826,0.5858036,0.3845265
353752206,0.07234896,0.02415995,0.58566743,0.38967764
353784258,0.06957664,0.01257998,0.58522576,0.39003932
353816216,0.08496131,0.022688368,0.5838069,0.39267606
353848411,0.090679266,0.0030183627,0.5818667,0.3927994
353880314,0.11802099,0.019506844,0.58038896,0.38998377
353912196,0.08397788,0.0075061703,0.57990587,0.39172906
353944207,0.11407416,0.0078172935,0.57774335,0.3900257
353976310,0.09210121,-0.0025635376,0.5769701,0.3918383
354008209,0.10523117,-0.009071541,0.5750687,0.39258716
354044306,0.053860094,-0.0016486953,0.5753414,0.39621794
354076198,0.008631559,0.007591824,0.5759115,0.39537492
354108196,0.039385315,-0.011869884,0.57499313,0.39763388
354140510,0.0404609,-0.015498336,0.5760852,0.39724422
354172372,0.071622446,-0.03714777,0.5753765,0.39671415
354204251,0.08249441,-0.030806866,0.57742107,0.39546445
354236196,0.085533425,-0.026042558,0.57834435,0.39391422
354268198,0.12030401,-0.015833661,0.57986414,0.39507607
354300372,0.12251006,-0.009550837,0.5809769,0.39234537
354332196,0.13002875,0.0025661846,0.58372676,0.39197445
354364208,0.12353308,0.010754708,0.5852963,0.38978758
354396199,0.14298862,0.017653268,0.5872849,0.39220348
354428338,0.11430037,0.0064998977,0.58929205,0.38968238
354460353,0.116473176,0.014711393,0.5920483,0.39056987
354492201,0.095463924,0.014818753,0.5935774,0.3876464
354524202,0.071463935,0.038373888,0.5978676,0.38793838
354556325,0.07499848,0.027436618,0.59893054,0.38726103
354588208,0.057663187,0.04296003,0.60228646,0.3895615
354620318,0.10387987,0.031735566,0.6036549,0.39134002
354653001,0.06447111,0.056672227,0.6069864,0.39103425
354685000,0.06599268,0.056697387,0.6079097,0.39443395
354717020,0.08150558,0.06798304,0.6092644,0.39171112
354749166,0.05892795,0.059922583,0.6117681,0.3936794
354781120,0.07920164,0.09028118,0.611753,0.38755673
354813012,0.06447547,0.09482154,0.6139656,0.38551724
354845188,0.04986981,0.09623574,0.6169323,0.38849506
354877011,0.089977376,0.10565984,0.6153475,0.38746026
354909109,0.06693832,0.08950359,0.61699265,0.3897789
354941148,0.0481752,0.113267235,0.61856455,0.3885169
354973189,0.0072022476,0.10865538,0.6201387,0.3889691
355004999,0.029236617,0.09852637,0.6214842,0.3919354
355037172,0.025320342,0.07976111,0.62107146,0.39500105
355068996,0.048117135,0.07127343,0.6228414,0.39591208
355101210,0.07066284,0.056986794,0.6209743,0.3979144
355133004,0.04714153,0.04737986,0.6216627,0.40063778
355164995,0.06363106,0.048336312,0.62191933,0.40231895
355197006,0.06352736,0.049272873,0.6207581,0.40288585
355229193,0.054972995,0.041139856,0.62131846,0.4003707
355261157,0.033350967,0.059012257,0.62289166,0.39631394
355293131,0.02614096,0.049494557,0.6248316,0.3974424
355324998,0.049902,0.06930215,0.62495893,0.3987793
355357123,0.066793814,0.06581345,0.62593055,0.3977584
355388997,0.112556085,0.07133389,0.62687254,0.39865535
355421134,0.10059759,0.053501707,0.6271898,0.40166876
355452992,0.082623124,0.07060684,0.62969476,0.39846587
355485017,0.11265952,0.07143034,0.6296853,0.4018756
355517126,0.11922392,0.08101494,0.6310168,0.39942506
355545206,0.12503554,0.09532013,0.63193786,0.39450666
355577133,0.096334524,0.06464358,0.63395774,0.39766794
355608992,0.124260336,0.08520461,0.6336851,0.3974092
355641148,0.08698933,0.07521728,0.6320667,0.39781448
355673149,0.05238649,0.09510027,0.63533854,0.39454713
355704992,0.054408327,0.09312604,0.6343337,0.39656505
355736998,0.08070554,0.07167996,0.6333732,0.39539704
355769008,0.049803372,0.07064487,0.6336236,0.39800745
355801141,0.08223527,0.06651315,0.6317186,0.3988522
355833135,0.07722756,0.06314492,0.6311268,0.40013015
355864995,0.088782094,0.06618561,0.6290725,0.401585
355897162,0.07528362,0.06528419,0.6281585,0.39942306
355929117,0.07616872,0.059673615,0.62672496,0.3977008
355961229,0.06891259,0.070785776,0.62510073,0.39265326
