timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
342714195,0.01859687,-0.0014924398,0.046822082,0.82291096,-0.034335144,0.009598001,-0.56705076,0.90585804,0.00472709,0.011689381,-0.423394,1
342746597,-0.04158981,-0.023316516,0.06846525,0.823183,-0.034259535,0.009796859,-0.566657,0.90585804,0.00472709,0.011689381,-0.423394,1
342778308,-0.004400292,0.020738138,0.05578438,0.8234517,-0.034182046,0.010169173,-0.56626457,0.90585804,0.00472709,0.011689381,-0.423394,1
342810217,0.032463364,0.011014308,0.02646199,0.82370293,-0.03398617,0.0102269,-0.56590974,0.90585804,0.00472709,0.011689381,-0.423394,1
342842134,-0.052342545,0.008735923,0.029577762,0.82391953,-0.034094196,0.010399614,-0.5655848,0.90585804,0.00472709,0.011689381,-0.423394,1
342874242,0.03254073,0.003779055,0.0138507,0.8241435,-0.034015335,0.01031721,-0.56526446,0.90585804,0.00472709,0.011689381,-0.423394,1
342906170,-0.074220836,-0.00745082,0.0047041704,0.8243292,-0.03404804,0.010181407,-0.56499434,0.90585804,0.00472709,0.011689381,-0.423394,1
342938275,-0.048364222,0.005424618,0.028809488,0.8245087,-0.03387748,0.010051002,-0.5647449,0.90585804,0.00472709,0.011689381,-0.423394,1
342970293,0.007473814,-0.012715655,0.030094378,0.8246983,-0.033646885,0.009595268,-0.56448966,0.90585804,0.00472709,0.011689381,-0.423394,1
343002202,-0.035684675,0.012474159,0.01583624,0.82485807,-0.033493955,0.009235133,-0.5642713,0.90585804,0.00472709,0.011689381,-0.423394,1
343034250,0.025135187,-0.004427543,0.021298354,0.8249945,-0.033178754,0.00895716,-0.56409496,0.90585804,0.00472709,0.011689381,-0.423394,1
343066262,-0.01827722,0.020210259,-0.016874015,0.82513267,-0.032929577,0.008751001,-0.5639107,0.90585804,0.00472709,0.011689381,-0.423394,1
343098719,-0.040909164,-0.02210779,-0.015042465,0.82526743,-0.03268309,0.008444593,-0.5637325,0.90585804,0.00472709,0.011689381,-0.423394,1
343130183,-0.061824642,-0.023084162,0.017107405,0.8253615,-0.03267252,0.008258263,-0.563598,0.90585804,0.00472709,0.011689381,-0.423394,1
