timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
347923751,-0.027208805,0.17935488,-0.24281356,-0.0026993752,0.103786916,1.0661469,0.0038157552,0.0026688874,0.0017754734,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.26379833,0.26552686,0.573622,0.6208531,0.621534,4.0575647,0.0025566483,0.0025795917,0.0025745542,0.090151,0.0,0.0,0.0,0.0,0.0,0.0010105727,0.023805173,0.074034356,0.0,0.0,0.0,0.0,0.0,0.0
348127748,-0.068909645,0.15102947,-0.21925268,-0.008393288,0.100519836,1.124054,0.00476408,0.0044412315,-0.0049617887,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.26384658,0.2653677,0.5736872,0.6397002,0.64049363,4.058059,0.0025496618,0.002572257,0.0025662414,0.090151,0.0,0.0,0.0,0.0,0.0,0.0008420958,0.016806055,0.05305968,0.0,0.0,0.0,0.0,0.0,0.0
348327931,-0.14592695,0.13028088,-0.3685091,-0.062293053,0.11107765,-0.40922546,0.0044802725,0.00706771,0.0012824833,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.26384234,0.26515135,0.5736918,0.6554438,0.65630716,4.0579844,0.0025444992,0.0025609802,0.0025550239,0.090151,0.0,0.0,0.0,0.0,0.0,0.00076581456,0.01269401,0.03459743,0.0,0.0,0.0,0.0,0.0,0.0
348531800,0.007405758,0.1854745,-0.14519283,-0.05390358,0.11866173,0.20300293,0.0009907037,-0.0025595427,-0.0016246736,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.2639059,0.26500675,0.5737475,0.6702775,0.671203,4.0584197,0.0025405511,0.002552996,0.002548048,0.090151,0.0,0.0,0.0,0.0,0.0,0.00079735665,0.013796706,0.041947998,0.0,0.0,0.0,0.0,0.0,0.0
348735765,-0.23714781,0.1619626,-0.2977742,-0.017681122,0.12599282,-0.15026855,-0.0088677555,0.0023207664,0.0022453368,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.2640875,0.26497597,0.5738734,0.68132174,0.6823124,4.0587573,0.0025367828,0.002546581,0.0025424615,0.090151,0.0,0.0,0.0,0.0,0.0,0.00067916885,0.017621033,0.04044663,0.0,0.0,0.0,0.0,0.0,0.0
348940368,0.072481155,-0.09636249,-0.25556403,-0.0016622543,0.11084503,-0.43478394,0.009338692,0.0012643039,0.0020930767,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.2641028,0.26480472,0.5738083,0.68526983,0.686262,4.058474,0.0025350277,0.002541068,0.00253851,0.090151,0.0,0.0,0.0,0.0,0.0,0.00023897979,0.014839824,0.04240625,0.0,0.0,0.0,0.0,0.0,0.0
349143985,-0.30794334,0.06262271,-0.30337045,-0.07427406,0.10718951,0.33540344,-0.002404511,-0.009814531,0.01211521,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.26404536,0.26458663,0.57380205,0.6919239,0.6928819,4.0586095,0.0025339234,0.0025383262,0.0025368817,0.090151,0.0,0.0,0.0,0.0,0.0,0.00024400004,0.018101776,0.04694647,0.0,0.0,0.0,0.0,0.0,0.0
349344136,-0.39282465,0.35269114,-0.5251632,-0.16380024,0.13244888,-0.9387665,-0.002294138,0.0021930635,-0.00088480115,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.26401606,0.26438951,0.57380146,0.6985991,0.6995039,4.0587516,0.002531124,0.0025368207,0.0025342742,0.090151,0.0,0.0,0.0,0.0,0.0,0.00075116503,0.033262912,0.085961565,0.0,0.0,0.0,0.0,0.0,0.0
349548369,-0.1749959,0.12189053,-0.5400491,-0.08010578,0.140472,-0.48835754,0.00072589517,0.005106628,-0.00041875243,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.2993341,0.29955956,0.6529298,0.7112426,0.7121019,4.0588717,0.0025283867,0.0025346072,0.0025309627,0.090151,0.0,0.0,0.0,0.0,0.0,0.00062909763,0.023759594,0.064601615,0.0,0.0,0.0,0.0,0.0,0.0
349751820,-0.119240284,0.32879236,-0.48409364,-0.16427231,0.15804654,0.17771912,0.008031949,0.0064745843,-0.0010519624,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.3802013,0.38032663,0.8348635,0.7422006,0.74297744,4.0588856,0.0025267375,0.0025315227,0.0025277927,0.090151,0.0,0.0,0.0,0.0,0.0,0.0006442289,0.012407353,0.03554707,0.0,0.0,0.0,0.0,0.0,0.0
349955722,-0.03310442,0.21430846,-0.39336598,-0.18688488,0.16626823,0.6487274,0.005143568,-0.0021532178,0.0031011105,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.34273565,0.3427908,0.7501079,0.77998954,0.7806948,4.0590925,0.0025257831,0.0025292588,0.002525885,0.090151,0.0,0.0,0.0,0.0,0.0,0.00050228374,0.019665012,0.0613948,0.0,0.0,0.0,0.0,0.0,0.0
350155815,0.020148277,0.38090026,-0.26581427,-0.13601112,0.20288631,0.30950928,0.0018137395,-0.002594918,-0.0035295784,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.37355468,0.37355235,0.81869787,0.816127,0.81675225,4.0591154,0.0025249263,0.0025269582,0.002523838,0.090151,0.0,0.0,0.0,0.0,0.0,0.00057714107,0.0141781885,0.044855334,0.0,0.0,0.0,0.0,0.0,0.0
350359800,-0.097243786,0.089338645,-0.42482343,-0.09294605,0.2024332,-0.13848877,0.0045698583,-0.008928418,0.010102779,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.3750902,0.37505856,0.8214308,0.8515765,0.8521145,4.0594516,0.002523906,0.0025243212,0.0025211803,0.090151,0.0,0.0,0.0,0.0,0.0,0.00035602422,0.010573758,0.037850704,0.0,0.0,0.0,0.0,0.0,0.0
350560150,0.122345924,0.32830644,-0.28952262,-0.13798332,0.21394089,0.31427002,-0.0066337883,-0.0024247766,0.00562191,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.265228,0.2651815,0.57393646,0.88297796,0.8834241,4.0591455,0.0025233154,0.0025223643,0.0025193014,0.090151,0.0,0.0,0.0,0.0,0.0,0.00066313834,0.01112159,0.030209644,0.0,0.0,0.0,0.0,0.0,0.0
350763785,-0.02611494,0.34139568,-0.48808232,-0.059986115,0.23821208,-0.27819824,0.003658712,0.0033761263,-0.004219115,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.30053374,0.3004827,0.6530466,0.9068443,0.9072015,4.0595794,0.0025220758,0.0025220532,0.002518222,0.090151,0.0,0.0,0.0,0.0,0.0,0.000745151,0.01261015,0.032714553,0.0,0.0,0.0,0.0,0.0,0.0
350963776,0.16996527,0.31101918,-0.2267072,-0.031900406,0.24826375,-0.40325928,-0.0011445731,-0.0036425292,-0.002316445,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.2654484,0.26540467,0.5739877,0.9285406,0.92881644,4.059637,0.0025212097,0.0025212746,0.0025171782,0.090151,0.0,0.0,0.0,0.0,0.0,0.00085371005,0.020653173,0.055143405,0.0,0.0,0.0,0.0,0.0,0.0
351164696,0.21419,0.27747455,-0.42883602,-0.03662491,0.2492995,-0.41867065,0.008269057,0.0041697323,-0.0015619099,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.33236215,0.33233938,0.724642,0.95341516,0.9536222,4.059464,0.0025204236,0.0025200993,0.0025159824,0.090151,0.0,0.0,0.0,0.0,0.0,0.0008757291,0.020036193,0.053705823,0.0,0.0,0.0,0.0,0.0,0.0
351368563,0.03470373,0.19009644,-0.1861246,0.08959007,0.2618552,-0.55548096,-0.001997754,-0.0063649416,0.0038348436,0.0020035505,0.0,0.0,0.0,0.0,0.0,0.32488298,0.3248846,0.7070048,0.9886254,0.9887591,4.05918,0.0025197193,0.0025203312,0.002516089,0.090151,0.0,0.0,0.0,0.0,0.0,0.0006056354,0.022964941,0.07042315,0.0,0.0,0.0,0.0,0.0,0.0
351568574,0.2267766,0.27891397,-0.09432299,-0.008876801,0.25927263,-0.09887695,-0.004121065,0.0016152263,0.002179563,-0.0012835264,0.0,0.0,0.0,0.0,0.0,0.31493226,0.31496483,0.6846087,1.0197248,1.019809,4.059329,0.0025191165,0.002520441,0.0025159477,0.09019131,0.0,0.0,0.0,0.0,0.0,0.000775584,0.021303201,0.06525295,0.0,0.0,0.0,0.0,0.0,0.0
351768644,0.12810326,0.23490867,-0.40825406,0.010463715,0.26820302,-0.883728,-0.004121065,0.0016152263,0.002179563,0.01311934,0.0,0.0,0.0,0.0,0.0,0.4103084,0.41038752,0.8988067,1.0586307,1.058667,4.0602455,0.0025191165,0.002520441,0.0025159477,0.09019018,0.0,0.0,0.0,0.0,0.0,0.0007067942,0.022931011,0.07286296,0.0,0.0,0.0,0.0,0.0,0.0
351972731,0.037112236,0.17934436,-0.24225241,0.018276215,0.26414984,-0.9271698,-0.004121065,0.0016152263,0.002179563,0.002383709,0.0,0.0,0.0,0.0,0.0,0.26633862,0.26646605,0.57401925,1.0949446,1.0949384,4.059867,0.0025191165,0.002520441,0.0025159477,0.090189174,0.0,0.0,0.0,0.0,0.0,0.00063011784,0.024794005,0.077659525,0.0,0.0,0.0,0.0,0.0,0.0
352176659,0.0051722527,0.14199567,-0.29024193,0.102394104,0.26047355,0.27650452,-0.004121065,0.0016152263,0.002179563,-0.010158896,0.0,0.0,0.0,0.0,0.0,0.26646164,0.2666357,0.57399875,1.1153576,1.1153269,4.059565,0.0025191165,0.002520441,0.0025159477,0.09018816,0.0,0.0,0.0,0.0,0.0,0.0006538158,0.031699024,0.099760145,0.0,0.0,0.0,0.0,0.0,0.0
352380999,0.08307314,0.17367068,-0.2664218,0.14380264,0.26412755,-0.29637146,-0.004121065,0.0016152263,0.002179563,0.0025880337,0.0,0.0,0.0,0.0,0.0,0.31138158,0.31160673,0.6748535,1.1353189,1.1352751,4.059408,0.0025191165,0.002520441,0.0025159477,0.09018724,0.0,0.0,0.0,0.0,0.0,0.0007903262,0.030361988,0.09840065,0.0,0.0,0.0,0.0,0.0,0.0
352580995,-0.023415565,0.22086138,-0.34466317,0.08190155,0.25947052,-1.0656586,-0.004121065,0.0016152263,0.002179563,0.011698008,0.0,0.0,0.0,0.0,0.0,0.31690204,0.3171696,0.68712753,1.1610985,1.1610495,4.0592914,0.0025191165,0.002520441,0.0025159477,0.09018609,0.0,0.0,0.0,0.0,0.0,0.00066374935,0.022185542,0.07383397,0.0,0.0,0.0,0.0,0.0,0.0
352784558,-0.030166626,0.30850083,-0.27621123,0.037017822,0.25981444,-0.4566803,-0.004121065,0.0016152263,0.002179563,-0.007537365,0.0,0.0,0.0,0.0,0.0,0.32465267,0.3249471,0.70450574,1.1893286,1.1892817,4.060277,0.0025191165,0.002520441,0.0025159477,0.09018527,0.0,0.0,0.0,0.0,0.0,0.0007311747,0.007964772,0.029849667,0.0,0.0,0.0,0.0,0.0,0.0
352984667,0.2592702,-0.0363715,-0.01654534,0.14629936,0.22854602,-0.011352539,-0.004121065,0.0016152263,0.002179563,0.011026263,0.0,0.0,0.0,0.0,0.0,0.2668599,0.26719555,0.5740323,1.2126386,1.2126012,4.060209,0.0025191165,0.002520441,0.0025159477,0.090184234,0.0,0.0,0.0,0.0,0.0,0.00076625805,0.01515271,0.032309286,0.0,0.0,0.0,0.0,0.0,0.0
353188617,0.20202684,0.09503713,-0.023292452,0.11996651,0.21516585,-0.233078,-0.004121065,0.0016152263,0.002179563,-8.9764595e-05,0.0,0.0,0.0,0.0,0.0,0.33257648,0.33293188,0.72212625,1.2365205,1.2364959,4.0602436,0.0025191165,0.002520441,0.0025159477,0.09018333,0.0,0.0,0.0,0.0,0.0,0.0007953118,0.017272647,0.04098623,0.0,0.0,0.0,0.0,0.0,0.0
