timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
340088753,37.24625722313374,126.66716351009273,5.1841207,0.34727663,-0.06991926,-1.702742,-1.0106903,1,1,0
724118920,37.24636009313741,126.66715738741239,5.725218,11.785899,-0.61187226,-2.2438393,-1.4521095,1,1,0
