timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
521004448,520779695,516,2611123151,224.753,255,0
521883631,521779940,517,2611123151,103.691,255,0
522022892,521779940,517,2611123151,242.95201,255,0
522885522,522780000,518,2611123151,105.522,255,0
523869603,523780583,519,2611123151,89.020004,255,0
523883537,523780583,519,2611123151,102.954,255,0
524883799,524780155,520,2611123151,103.644005,255,0
524980484,524780155,520,2611123151,200.32901,255,0
525876660,525781950,521,2611123151,94.71001,255,0
525914079,525781950,521,2611123151,132.12901,255,0
526876576,526781440,522,2611123151,95.136,255,0
526889220,526781440,522,2611123151,107.78001,255,0
527893184,527780836,523,2611123151,112.34801,255,0
527948391,527780836,523,2611123151,167.55501,255,0
528905462,528778941,524,2611123151,126.521,255,0
528942544,528778941,524,2611123151,163.60301,255,0
529865618,529779212,525,2611123151,86.406006,255,0
529894531,529779212,525,2611123151,115.31901,255,0
530881944,530781536,526,2611123151,100.408005,255,0
530910286,530781536,526,2611123151,128.75,255,0
531931417,531779512,527,2611123151,151.90501,255,0
531954829,531779512,527,2611123151,175.317,255,0
532875588,532779352,528,2611123151,96.23601,255,0
532907645,532779352,528,2611123151,128.293,255,0
533847529,533779751,529,2611123151,67.778,255,0
533867985,533779751,529,2611123151,88.234,255,0
534862555,534780833,530,2611123151,81.722,255,0
534924504,534780833,530,2611123151,143.671,255,0
535915627,535783171,531,2611123151,132.45601,255,0
535926531,535783171,531,2611123151,143.36,255,0
536853142,536780377,532,2611123151,72.76501,255,0
536908098,536780377,532,2611123151,127.72101,255,0
537857445,537780701,533,2611123151,76.744,255,0
537868707,537780701,533,2611123151,88.006004,255,0
538876511,538781597,534,2611123151,94.914,255,0
538885449,538781597,534,2611123151,103.852005,255,0
539905455,539789333,535,2611123151,116.12201,255,0
539937480,539789333,535,2611123151,148.147,255,0
540933588,540781286,536,2611123151,152.302,255,0
540952951,540781286,536,2611123151,171.66501,255,0
541884389,541781748,537,2611123151,102.64101,255,0
541952981,541781748,537,2611123151,171.233,255,0
542900671,542781604,538,2611123151,119.06701,255,0
542921481,542781604,538,2611123151,139.87701,255,0
543845754,543779126,539,2611123151,66.628006,255,0
543926211,543779126,539,2611123151,147.085,255,0
544874597,544782976,540,2611123151,91.621,255,0
544925780,544782976,540,2611123151,142.804,255,0
545874015,545783133,541,2611123151,90.882,255,0
545885481,545783133,541,2611123151,102.34801,255,0
546909559,546778865,542,2611123151,130.694,255,0
546934157,546778865,542,2611123151,155.292,255,0
547887559,547779212,543,2611123151,108.34701,255,0
547927556,547779212,543,2611123151,148.34401,255,0
548910866,548782832,544,2611123151,128.03401,255,0
548914540,548782832,544,2611123151,131.70801,255,0
